coin,date,n_fills,mean_fill_size,spread_capture_bp_10s,adverse_select_bp_10s,net_markout_bp_10s,spread_capture_bp_60s,adverse_select_bp_60s,net_markout_bp_60s,spread_capture_szw_bp_10s,adverse_select_szw_bp_10s,net_markout_szw_bp_10s,spread_capture_szw_bp_60s,adverse_select_szw_bp_60s,net_markout_szw_bp_60s,rv_10s_bp
AAVE,20250727,483,0.674638,0.78135,-1.513369,-0.732019,0.78135,-2.186224,-1.404873,0.823685,-1.502711,-0.679026,0.823685,-1.996837,-1.173152,2.825759
AAVE,20250801,696,0.709411,1.19816,-2.428348,-1.230188,1.19816,-2.418326,-1.220166,1.160443,-2.511075,-1.350632,1.160443,-2.154087,-0.993643,5.573412
AAVE,20250806,147,0.718571,1.022075,-2.105608,-1.083533,1.022075,-3.019812,-1.997737,1.068223,-2.149199,-1.080977,1.068223,-2.746549,-1.678327,3.218869
AAVE,20250811,545,0.788807,0.985407,-0.581296,0.40411,0.985407,-1.855785,-0.870378,1.050905,-0.642673,0.408232,1.050905,-1.680184,-0.629278,4.181505
AAVE,20250816,250,0.5398,0.753268,-1.325226,-0.571957,0.753268,-1.71807,-0.964802,0.844043,-0.782446,0.061597,0.844043,-1.124283,-0.28024,2.582322
AAVE,20250821,736,0.567201,0.889201,-1.894683,-1.005482,0.889201,-1.97186,-1.082659,0.950671,-1.458175,-0.507504,0.950671,-1.280243,-0.329572,4.008588
AAVE,20250826,896,0.559676,1.06392,-1.499574,-0.435654,1.06392,-1.387228,-0.323308,1.170569,-1.497692,-0.327123,1.170569,-1.955861,-0.785292,5.4265
AAVE,20250831,188,0.563723,0.888637,-0.91702,-0.028383,0.888637,-0.912926,-0.024289,1.04161,-1.460105,-0.418495,1.04161,-1.393639,-0.352029,2.588478
AAVE,20250905,369,0.697182,1.119756,-1.515761,-0.396005,1.119756,-3.18668,-2.066924,1.153361,-1.594458,-0.441097,1.153361,-3.804315,-2.650954,3.534875
AAVE,20250910,229,0.669825,1.027174,-1.295817,-0.268643,1.027174,-2.215442,-1.188268,1.144703,-1.179924,-0.035221,1.144703,-1.811818,-0.667115,3.02387
AAVE,20250915,262,0.685992,0.780009,-0.685576,0.094433,0.780009,-0.217347,0.562661,0.875357,-0.657821,0.217536,0.875357,-0.597141,0.278216,3.053256
AAVE,20250920,103,0.589223,0.771298,-0.258623,0.512675,0.771298,-0.612818,0.15848,0.812593,-0.091149,0.721444,0.812593,-0.055248,0.757345,1.86318
AAVE,20250925,445,0.673461,1.019039,-1.31889,-0.299851,1.019039,-0.251585,0.767453,1.161474,-1.394522,-0.233048,1.161474,-0.726393,0.43508,4.838513
AAVE,20250930,189,0.688307,0.888634,-0.873795,0.014839,0.888634,-1.745607,-0.856974,0.884138,-0.738667,0.145471,0.884138,-1.253703,-0.369565,3.040406
AAVE,20251005,192,0.710573,0.855192,-0.788037,0.067155,0.855192,-1.21315,-0.357958,0.853244,-0.441562,0.411682,0.853244,-0.073356,0.779888,3.138198
AAVE,20251010,964,0.69221,9.010921,-11.699888,-2.688966,9.010921,-31.447815,-22.436893,9.578153,-13.854321,-4.276167,9.578153,-38.987777,-29.409623,49.318117
AAVE,20251015,258,0.748992,1.023878,-0.136254,0.887623,1.023878,0.078195,1.102072,1.060569,-0.148235,0.912335,1.060569,0.100262,1.160831,5.023011
AAVE,20251025,183,0.753115,1.020736,-1.517151,-0.496415,1.020736,-3.977124,-2.956388,1.048453,-1.667079,-0.618626,1.048453,-3.961482,-2.913029,2.207341
AAVE,20251030,266,0.836692,1.15855,-1.202257,-0.043707,1.15855,-1.401547,-0.242997,1.192279,-1.083813,0.108465,1.192279,-1.402636,-0.210357,5.22977
AAVE,20251104,565,0.828106,1.515869,-2.250363,-0.734494,1.515869,-1.298555,0.217313,1.543189,-2.054487,-0.511298,1.543189,-1.005172,0.538017,8.349997
AAVE,20251109,158,0.778924,1.224852,-0.269042,0.95581,1.224852,-1.86606,-0.641208,1.323991,0.00207,1.326061,1.323991,-1.903316,-0.579325,4.077505
AAVE,20251114,573,0.772932,1.174854,-1.502226,-0.327372,1.174854,-1.457695,-0.282841,1.248768,-1.893822,-0.645055,1.248768,-2.341504,-1.092736,7.742228
AAVE,20251129,79,0.80962,0.861436,-0.496498,0.364939,0.861436,-2.278793,-1.417357,0.916743,-0.506337,0.410406,0.916743,-2.464468,-1.547726,2.443176
AAVE,20251204,162,0.713951,0.99883,-0.864262,0.134569,0.99883,-2.066735,-1.067905,1.061252,-0.604261,0.456991,1.061252,-1.306497,-0.245245,3.527058
AAVE,20251209,226,0.801858,1.737561,-0.857841,0.87972,1.737561,-2.086806,-0.349246,1.813444,-1.139046,0.674398,1.813444,-1.722172,0.091272,4.901352
AAVE,20251214,220,0.599727,0.712952,-0.081844,0.631108,0.712952,-0.162937,0.550015,0.752205,0.093348,0.845553,0.752205,1.418019,2.170224,3.095239
AAVE,20251219,263,0.643042,0.875407,-0.207324,0.668084,0.875407,-1.079288,-0.203881,0.961931,-0.033595,0.928336,0.961931,-0.27891,0.683021,4.514042
AAVE,20251224,457,0.697921,0.752855,-0.663672,0.089184,0.752855,-0.152461,0.600395,0.808771,-0.500323,0.308448,0.808771,-0.050386,0.758385,3.263459
AAVE,20251229,361,0.698227,0.833008,-0.424222,0.408786,0.833008,0.023549,0.856557,0.938254,-0.561605,0.376648,0.938254,0.068522,1.006775,3.713719
AAVE,20260103,271,0.789852,0.833377,-1.383494,-0.550117,0.833377,-1.778265,-0.944889,0.864419,-1.451327,-0.586909,0.864419,-1.813097,-0.948678,2.967923
AAVE,20260108,285,0.718667,1.016503,-0.792357,0.224145,1.016503,1.0874,2.103903,1.134979,-0.942223,0.192756,1.134979,0.822157,1.957136,4.002934
AAVE,20260113,237,0.584388,1.263145,-1.643054,-0.37991,1.263145,-2.566197,-1.303052,1.343589,-1.490383,-0.146794,1.343589,-2.093428,-0.749839,4.069087
AAVE,20260118,154,0.77513,0.979468,0.410145,1.389613,0.979468,-0.697812,0.281656,1.029093,-0.149263,0.87983,1.029093,-1.450975,-0.421882,2.900112
AAVE,20260123,115,0.771739,1.014982,-0.590833,0.42415,1.014982,-0.946051,0.068931,1.092196,-0.340828,0.751367,1.092196,-0.258367,0.833829,3.370669
AAVE,20260128,181,0.773481,1.080028,-0.638162,0.441866,1.080028,-0.590385,0.489643,1.162237,-0.621915,0.540322,1.162237,-0.685537,0.4767,3.734907
AAVE,20260202,217,0.793318,1.638282,-1.484483,0.153799,1.638282,-1.589441,0.048841,1.719812,-1.510209,0.209603,1.719812,-0.697675,1.022137,6.639243
AAVE,20260207,208,0.833846,1.906181,1.075402,2.981583,1.906181,1.661689,3.56787,1.977466,1.084537,3.062003,1.977466,1.887389,3.864854,5.780809
AAVE,20260212,289,0.871349,1.88549,-1.236661,0.648829,1.88549,-1.747405,0.138085,1.962592,-1.119734,0.842858,1.962592,-1.731281,0.231311,5.951204
AAVE,20260217,157,0.850955,1.207813,-0.540836,0.666977,1.207813,-1.146608,0.061205,1.272554,-0.544491,0.728063,1.272554,-1.438366,-0.165812,4.479892
AAVE,20260222,124,0.778387,0.914953,-1.602625,-0.687673,0.914953,-1.441886,-0.526933,0.920428,-1.887294,-0.966866,0.920428,-1.493278,-0.57285,2.353312
AAVE,20260227,283,0.794735,1.327386,-1.624423,-0.297037,1.327386,0.361961,1.689346,1.401737,-1.326103,0.075635,1.401737,0.572928,1.974665,4.812095
AAVE,20260304,250,0.8602,1.554347,-0.121264,1.433083,1.554347,-0.352741,1.201606,1.63151,0.080842,1.712352,1.63151,-0.655138,0.976372,5.597914
AAVE,20260309,195,0.852154,1.235397,-1.438646,-0.20325,1.235397,-0.992757,0.242639,1.2739,-1.29248,-0.018581,1.2739,-0.68898,0.58492,4.782988
AAVE,20260314,104,0.832596,1.061664,-1.440282,-0.378618,1.061664,-2.078625,-1.016961,1.103251,-1.337668,-0.234417,1.103251,-2.082021,-0.97877,2.140351
AAVE,20260319,113,0.803805,1.049897,-0.156404,0.893493,1.049897,0.477159,1.527056,1.121378,-0.407133,0.714245,1.121378,-0.475403,0.645975,3.761551
AAVE,20260324,89,0.873483,1.296995,-1.806402,-0.509406,1.296995,-3.404552,-2.107557,1.389604,-1.770788,-0.381185,1.389604,-3.462249,-2.072645,3.512413
AAVE,20260329,99,0.819596,0.771623,-1.361404,-0.589781,0.771623,-1.932876,-1.161253,0.816359,-1.592467,-0.776108,0.816359,-2.100308,-1.283949,3.085447
AAVE,20260403,72,0.735556,0.573157,-1.186357,-0.613199,0.573157,-0.488701,0.084456,0.564508,-0.867781,-0.303273,0.564508,-0.366504,0.198005,2.451465
AAVE,20260408,221,0.789819,0.492803,-0.618718,-0.125915,0.492803,-1.511312,-1.018509,0.530534,-0.632627,-0.102093,0.530534,-1.277879,-0.747345,3.738898
AAVE,20260413,461,0.794382,0.814167,-1.266558,-0.452392,0.814167,-3.095643,-2.281476,0.85249,-1.187332,-0.334843,0.85249,-2.895519,-2.043029,5.527821
AAVE,20260418,1561,0.792396,1.81333,-1.023282,0.790049,1.81333,-0.960364,0.852966,1.846878,-1.353029,0.493849,1.846878,-1.39487,0.452008,8.995208
AAVE,20260423,272,0.847647,1.43406,-0.659881,0.774179,1.43406,-1.749458,-0.315398,1.476688,-0.776223,0.700465,1.476688,-2.385894,-0.909206,4.149394
AAVE,20260428,132,0.706439,0.957164,-1.344215,-0.387051,0.957164,-1.276911,-0.319747,0.969492,-1.571967,-0.602475,0.969492,-2.138098,-1.168606,3.402333
AAVE,20260503,112,0.770089,1.781381,-0.948719,0.832662,1.781381,-2.196638,-0.415257,1.968536,-1.093923,0.874613,1.968536,-2.230149,-0.261613,2.175281
AAVE,20260508,379,0.868654,1.084562,-0.404091,0.680471,1.084562,-0.172293,0.91227,1.070198,-0.391981,0.678217,1.070198,0.012055,1.082253,2.768287
AAVE,20260513,264,0.853144,1.072749,-1.155306,-0.082557,1.072749,-1.121447,-0.048698,1.082263,-1.045688,0.036574,1.082263,-0.882915,0.199348,3.103187
AAVE,20260518,110,0.762636,1.253548,-1.035528,0.21802,1.253548,-2.604193,-1.350645,1.318012,-1.025067,0.292945,1.318012,-2.416725,-1.098714,3.370889
AAVE,20260523,228,0.799386,1.130258,-2.693587,-1.563329,1.130258,-0.165356,0.964902,1.191173,-2.705412,-1.514239,1.191173,-0.622194,0.568979,3.154974
AAVE,20260528,350,0.837429,1.214755,-2.09969,-0.884936,1.214755,-2.280643,-1.065888,1.216797,-2.237039,-1.020242,1.216797,-2.442944,-1.226147,3.979967
APT,20250727,50,0.9802,1.443078,-1.874007,-0.430929,1.443078,-2.789279,-1.346201,1.461698,-1.825518,-0.36382,1.461698,-2.771915,-1.310216,2.82359
APT,20250801,208,0.984327,1.426425,-2.334724,-0.908299,1.426425,-5.870816,-4.444391,1.445362,-2.368527,-0.923164,1.445362,-5.857633,-4.412271,5.991226
APT,20250806,110,0.996545,1.099495,-1.486898,-0.387403,1.099495,-1.099656,-0.000161,1.099667,-1.488817,-0.38915,1.099667,-1.058985,0.040682,3.512952
APT,20250811,142,0.999437,1.029983,-0.24758,0.782403,1.029983,-0.515137,0.514846,1.030269,-0.249014,0.781255,1.030269,-0.516546,0.513724,4.44588
APT,20250816,100,1.0,1.258932,-0.935785,0.323147,1.258932,-1.124839,0.134093,1.258932,-0.935785,0.323147,1.258932,-1.124839,0.134093,2.840816
APT,20250821,134,0.962687,0.885851,-0.390993,0.494858,0.885851,0.646124,1.531975,0.910472,-0.307188,0.603284,0.910472,1.045828,1.956299,3.334251
APT,20250826,190,0.971421,0.869169,-2.491505,-1.622336,0.869169,-3.112819,-2.243651,0.865009,-2.308756,-1.443747,0.865009,-2.914225,-2.049216,3.63153
APT,20250831,22,0.95,1.0588,-1.175198,-0.116398,1.0588,-2.500481,-1.441681,1.077394,-1.155556,-0.078162,1.077394,-2.319546,-1.242151,1.74038
APT,20250905,124,0.945323,1.159638,-0.863815,0.295824,1.159638,-2.947849,-1.788211,1.181012,-1.135551,0.045461,1.181012,-3.021206,-1.840194,2.54664
APT,20250910,112,1.0,1.15075,-2.012537,-0.861787,1.15075,-1.982165,-0.831415,1.15075,-2.012537,-0.861787,1.15075,-1.982165,-0.831415,2.689641
APT,20250915,156,0.971346,0.620351,-2.21879,-1.598439,0.620351,-5.447472,-4.827121,0.621436,-2.282684,-1.661248,0.621436,-5.614309,-4.992873,3.411609
APT,20250920,116,0.984483,0.893157,-0.987389,-0.094232,0.893157,-2.342795,-1.449637,0.891586,-1.015756,-0.12417,0.891586,-2.297761,-1.406176,3.053666
APT,20250925,214,0.976729,0.945,-1.225459,-0.28046,0.945,-0.424054,0.520945,0.953463,-1.3651,-0.411637,0.953463,-0.639206,0.314257,4.33327
APT,20250930,405,0.991802,0.764972,-0.564596,0.200376,0.764972,0.477458,1.24243,0.763786,-0.548928,0.214858,0.763786,0.422524,1.18631,3.413403
APT,20251005,299,0.973378,1.068709,-0.681513,0.387196,1.068709,-1.22126,-0.152551,1.079788,-0.72716,0.352628,1.079788,-1.397016,-0.317228,5.639732
APT,20251010,657,0.989041,9.247674,-8.716484,0.53119,9.247674,-6.419568,2.828106,9.280661,-8.505786,0.774875,9.280661,-6.885371,2.395289,59.397789
APT,20251015,218,0.982248,1.050874,-2.094488,-1.043614,1.050874,-1.877821,-0.826947,1.04779,-2.04645,-0.99866,1.04779,-1.350419,-0.302628,5.453146
APT,20251025,65,0.984615,0.812451,-1.204719,-0.392267,0.812451,-1.912645,-1.100194,0.820403,-1.150025,-0.329623,0.820403,-1.809725,-0.989322,2.691796
APT,20251030,341,0.981261,1.122908,-0.782352,0.340556,1.122908,-1.317889,-0.194981,1.125551,-0.768946,0.356605,1.125551,-1.446475,-0.320923,5.99851
APT,20251104,431,0.986775,1.371718,-1.090111,0.281607,1.371718,-1.014076,0.357642,1.37546,-1.09183,0.28363,1.37546,-1.109124,0.266335,9.334032
APT,20251109,221,0.97362,1.263848,-0.987773,0.276075,1.263848,-0.509167,0.754681,1.284972,-0.985065,0.299907,1.284972,-0.470274,0.814698,5.696077
APT,20251114,181,0.994475,1.121976,-1.416036,-0.29406,1.121976,0.789056,1.911032,1.126331,-1.464282,-0.33795,1.126331,0.770902,1.897233,7.338057
APT,20251129,271,0.977897,0.891732,-0.48075,0.410982,0.891732,-0.477238,0.414493,0.899127,-0.428846,0.470281,0.899127,-0.33984,0.559287,3.752893
APT,20251204,159,0.988616,1.100535,-0.320612,0.779923,1.100535,-0.554552,0.545983,1.103062,-0.310939,0.792123,1.103062,-0.595301,0.507761,4.003798
APT,20251209,288,0.988854,1.350791,-1.573058,-0.222267,1.350791,-2.358164,-1.007373,1.354671,-1.538657,-0.183987,1.354671,-2.336334,-0.981663,5.321276
APT,20251214,120,0.9835,0.869517,0.155604,1.025121,0.869517,-0.05621,0.813307,0.874016,0.197864,1.07188,0.874016,0.083023,0.957039,3.804508
APT,20251219,181,0.981934,1.277296,-0.948885,0.328411,1.277296,0.019152,1.296448,1.281378,-0.95009,0.331287,1.281378,-0.057641,1.223737,5.404252
APT,20251224,76,0.990921,1.426984,-0.406187,1.020796,1.426984,1.972716,3.3997,1.42869,-0.364439,1.064251,1.42869,1.987948,3.416639,4.077099
APT,20251229,135,0.994741,0.917558,-1.014046,-0.096488,0.917558,-2.12644,-1.208883,0.920918,-0.959763,-0.038845,0.920918,-2.13321,-1.212292,4.648191
APT,20260103,67,1.0,1.31704,-0.062899,1.254141,1.31704,2.604936,3.921976,1.31704,-0.062899,1.254141,1.31704,2.604936,3.921976,3.185777
APT,20260108,103,0.980583,0.980571,-1.606899,-0.626328,0.980571,-2.057308,-1.076737,0.99456,-1.726067,-0.731508,0.99456,-2.141672,-1.147112,4.241233
APT,20260113,109,0.99633,1.58386,-1.780715,-0.196856,1.58386,0.808445,2.392304,1.579882,-1.774519,-0.194637,1.579882,0.841838,2.42172,5.320438
APT,20260118,59,0.983051,1.717645,-0.754421,0.963224,1.717645,2.147486,3.865131,1.737812,-0.762704,0.975108,1.737812,2.094762,3.832574,3.42536
APT,20260123,108,0.990741,1.173976,-2.01964,-0.845664,1.173976,-1.637164,-0.463188,1.181954,-1.954699,-0.772744,1.181954,-1.619537,-0.437583,4.49942
APT,20260128,69,0.985507,1.058742,-1.553112,-0.49437,1.058742,-0.716914,0.341828,1.06507,-1.557468,-0.492398,1.06507,-0.708973,0.356097,3.934439
APT,20260202,124,1.0,1.401176,-0.992591,0.408585,1.401176,1.775097,3.176273,1.401176,-0.992591,0.408585,1.401176,1.775097,3.176273,6.867512
APT,20260207,124,0.999919,1.91492,0.171727,2.086647,1.91492,-0.972512,0.942408,1.914964,0.17174,2.086705,1.914964,-0.972185,0.942779,5.678202
APT,20260212,187,0.985989,1.361497,-0.423444,0.938053,1.361497,-0.838742,0.522755,1.370464,-0.385653,0.984811,1.370464,-0.801252,0.569212,5.719471
APT,20260217,88,0.988864,1.064529,-1.462497,-0.397968,1.064529,-0.154289,0.91024,1.052178,-1.448544,-0.396365,1.052178,-0.137772,0.914406,4.695572
APT,20260222,88,1.0,1.156713,-0.797435,0.359278,1.156713,-1.354338,-0.197625,1.156713,-0.797435,0.359278,1.156713,-1.354338,-0.197625,3.24448
APT,20260227,127,0.984331,1.323173,-0.857771,0.465403,1.323173,-0.42481,0.898364,1.336011,-0.822124,0.513888,1.336011,-0.242221,1.09379,5.022047
APT,20260304,308,0.998019,1.722415,-1.090292,0.632123,1.722415,-1.665391,0.057024,1.723846,-1.092455,0.63139,1.723846,-1.678634,0.045211,6.410351
APT,20260309,80,1.0,1.362148,-0.776043,0.586106,1.362148,2.608521,3.97067,1.362148,-0.776043,0.586106,1.362148,2.608521,3.97067,4.652896
APT,20260314,51,1.0,1.006099,-1.268812,-0.262713,1.006099,0.03868,1.044779,1.006099,-1.268812,-0.262713,1.006099,0.03868,1.044779,2.459892
APT,20260319,112,1.0,1.518322,-1.790276,-0.271954,1.518322,-1.505077,0.013245,1.518322,-1.790276,-0.271954,1.518322,-1.505077,0.013245,4.05178
APT,20260324,366,0.997377,1.684361,-1.179595,0.504766,1.684361,-0.074739,1.609622,1.678367,-1.200061,0.478306,1.678367,-0.121731,1.556636,7.259131
APT,20260329,78,1.0,1.149067,-1.45121,-0.302142,1.149067,-1.779338,-0.630271,1.149067,-1.45121,-0.302142,1.149067,-1.779338,-0.630271,3.152865
APT,20260403,65,0.993846,1.326056,-0.577617,0.748439,1.326056,-0.223007,1.103049,1.330662,-0.566773,0.763889,1.330662,-0.173915,1.156746,2.772022
APT,20260408,129,1.0,1.391821,-0.974538,0.417283,1.391821,-1.787956,-0.396135,1.391821,-0.974538,0.417283,1.391821,-1.787956,-0.396135,3.306414
APT,20260413,134,1.0,1.42354,-0.696523,0.727017,1.42354,0.170351,1.59389,1.42354,-0.696523,0.727017,1.42354,0.170351,1.59389,3.896455
APT,20260418,82,1.0,1.187372,-0.45851,0.728862,1.187372,0.276596,1.463968,1.187372,-0.45851,0.728862,1.187372,0.276596,1.463968,3.497735
APT,20260423,82,1.0,1.396018,-1.71046,-0.314442,1.396018,-0.577219,0.818799,1.396018,-1.71046,-0.314442,1.396018,-0.577219,0.818799,3.305442
APT,20260428,75,0.986667,1.35544,-0.384831,0.970609,1.35544,-0.183163,1.172277,1.359652,-0.397083,0.962569,1.359652,-0.199461,1.160192,3.298388
APT,20260503,59,0.983898,0.909376,-1.036301,-0.126925,0.909376,-1.58039,-0.671014,0.915891,-1.053261,-0.137369,0.915891,-1.631355,-0.715464,2.643981
APT,20260508,180,0.991389,1.361846,-1.882507,-0.520662,1.361846,0.163704,1.52555,1.369512,-1.865003,-0.495491,1.369512,0.201268,1.570781,5.698089
APT,20260513,104,0.980769,0.953443,-1.05084,-0.097397,0.953443,-2.451702,-1.498259,0.953713,-1.044935,-0.091221,0.953713,-2.56013,-1.606416,3.74157
APT,20260518,116,1.0,1.290519,-1.603915,-0.313396,1.290519,-1.582132,-0.291613,1.290519,-1.603915,-0.313396,1.290519,-1.582132,-0.291613,3.947468
APT,20260523,108,0.982593,1.787839,-1.026953,0.760885,1.787839,-3.561097,-1.773259,1.809954,-1.014672,0.795282,1.809954,-3.44794,-1.637986,4.059119
APT,20260528,200,0.98005,1.424699,-3.736147,-2.311448,1.424699,-0.13878,1.285919,1.439746,-3.767409,-2.327663,1.439746,0.206967,1.646713,5.034276
ARB,20250727,145,0.998621,1.375212,-0.079145,1.296067,1.375212,-1.24484,0.130372,1.374991,-0.0788,1.296191,1.374991,-1.254286,0.120704,4.008197
ARB,20250801,446,0.998655,1.330333,-1.654169,-0.323836,1.330333,-3.192134,-1.8618,1.331617,-1.649784,-0.318168,1.331617,-3.195247,-1.86363,7.09599
ARB,20250806,114,1.0,1.183861,-1.079378,0.104484,1.183861,-1.712619,-0.528758,1.183861,-1.079378,0.104484,1.183861,-1.712619,-0.528758,4.345131
ARB,20250811,322,0.999689,0.824352,-1.858332,-1.03398,0.824352,-2.292407,-1.468055,0.824189,-1.858107,-1.033917,0.824189,-2.289874,-1.465685,5.561341
ARB,20250816,128,0.992969,0.748404,-1.673211,-0.924807,0.748404,-2.382233,-1.633829,0.752966,-1.685059,-0.932092,0.752966,-2.410894,-1.657927,4.119846
ARB,20250821,261,0.988889,0.742109,-2.243204,-1.501095,0.742109,-0.728726,0.013383,0.748982,-2.176068,-1.427086,0.748982,-0.695469,0.053514,5.298458
ARB,20250826,479,0.983925,0.689677,-1.934424,-1.244747,0.689677,-0.924857,-0.23518,0.697951,-1.857483,-1.159531,0.697951,-0.8908,-0.192848,5.911595
ARB,20250831,63,1.0,0.956543,-2.453342,-1.496799,0.956543,-2.166453,-1.209911,0.956543,-2.453342,-1.496799,0.956543,-2.166453,-1.209911,3.558409
ARB,20250905,173,0.996532,1.234079,-0.626681,0.607398,1.234079,-2.027294,-0.793215,1.236282,-0.624329,0.611953,1.236282,-2.005411,-0.769129,4.529211
ARB,20250910,556,0.996942,0.592926,-1.560953,-0.968027,0.592926,-1.270216,-0.67729,0.590012,-1.555152,-0.96514,0.590012,-1.313913,-0.723901,4.477165
ARB,20250915,191,0.990052,0.740855,-0.219477,0.521378,0.740855,-2.314255,-1.573401,0.746791,-0.204201,0.542591,0.746791,-2.154879,-1.408087,4.50225
ARB,20250920,109,0.997248,0.596319,-0.372116,0.224203,0.596319,-0.828811,-0.232492,0.594888,-0.364192,0.230696,0.594888,-0.842847,-0.247959,2.60648
ARB,20250925,429,0.986014,0.604613,-0.859806,-0.255193,0.604613,-0.786132,-0.181519,0.610877,-0.820608,-0.209731,0.610877,-0.648169,-0.037292,5.448963
ARB,20250930,123,0.986179,0.761114,-0.235026,0.526089,0.761114,-2.404849,-1.643735,0.765891,-0.218377,0.547514,0.765891,-2.443645,-1.677755,4.332777
ARB,20251005,136,0.992647,0.521551,-1.232073,-0.710522,0.521551,-1.118221,-0.59667,0.524566,-1.249685,-0.725119,0.524566,-1.097653,-0.573088,3.857034
ARB,20251010,909,0.9967,6.968211,-0.817196,6.151015,6.968211,-6.059972,0.908239,6.967468,-0.853299,6.114169,6.967468,-6.341882,0.625586,62.672523
ARB,20251015,266,0.992481,0.795328,-0.196087,0.599241,0.795328,1.727756,2.523084,0.796829,-0.246312,0.550517,0.796829,1.684994,2.481823,5.702579
ARB,20251025,50,0.898,1.000174,-0.376366,0.623808,1.000174,-2.013563,-1.013389,1.010571,-0.336779,0.673793,1.010571,-2.393413,-1.382842,2.470731
ARB,20251030,217,0.976959,0.939531,-0.672282,0.267249,0.939531,-2.213767,-1.274237,0.940373,-0.71036,0.230013,0.940373,-2.221189,-1.280816,6.087425
ARB,20251104,421,0.995249,1.070887,-0.651745,0.419142,1.070887,0.70105,1.771937,1.074632,-0.58155,0.493082,1.074632,0.692622,1.767254,9.52513
ARB,20251109,76,0.946053,0.978206,-1.007364,-0.029158,0.978206,0.813407,1.791614,0.986163,-0.966921,0.019243,0.986163,1.010947,1.99711,5.072154
ARB,20251114,159,1.0,1.109895,-1.202541,-0.092646,1.109895,-2.351541,-1.241646,1.109895,-1.202541,-0.092646,1.109895,-2.351541,-1.241646,7.928179
ARB,20251129,64,0.979687,0.783166,-0.965451,-0.182285,0.783166,-1.356564,-0.573398,0.790948,-1.103022,-0.312074,0.790948,-1.530436,-0.739488,2.986787
ARB,20251204,91,1.0,0.840941,-1.486362,-0.645421,0.840941,-2.713866,-1.872925,0.840941,-1.486362,-0.645421,0.840941,-2.713866,-1.872925,4.265353
ARB,20251209,163,0.990798,1.062806,1.0475,2.110306,1.062806,2.056905,3.119711,1.066555,1.039986,2.106541,1.066555,2.077035,3.14359,5.35047
ARB,20251214,141,1.0,0.670682,-0.456802,0.21388,0.670682,2.345928,3.01661,0.670682,-0.456802,0.21388,0.670682,2.345928,3.01661,3.822076
ARB,20251219,210,0.995238,0.961338,-0.457486,0.503852,0.961338,-1.793563,-0.832224,0.964617,-0.491375,0.473242,0.964617,-1.781011,-0.816394,4.976878
ARB,20251224,117,0.97094,0.884701,-0.343491,0.541211,0.884701,-2.077186,-1.192485,0.895567,-0.432334,0.463233,0.895567,-2.396946,-1.501379,3.869983
ARB,20251229,114,0.968421,0.761362,-0.714817,0.046544,0.761362,-1.855098,-1.093736,0.773402,-0.738586,0.034816,0.773402,-1.931895,-1.158493,4.089492
ARB,20260103,48,0.98125,0.711906,-1.233159,-0.521254,0.711906,-2.567321,-1.855416,0.720893,-1.252107,-0.531214,0.720893,-2.607146,-1.886253,3.038837
ARB,20260108,74,0.987838,1.012731,-1.696117,-0.683386,1.012731,-1.513207,-0.500476,1.016275,-1.874672,-0.858398,1.016275,-1.876933,-0.860659,4.586835
ARB,20260113,69,1.0,1.589544,3.657321,5.246865,1.589544,18.141177,19.730721,1.589544,3.657321,5.246865,1.589544,18.141177,19.730721,4.796114
ARB,20260118,46,0.980435,1.140118,-1.299562,-0.159444,1.140118,0.93945,2.079568,1.153652,-1.343931,-0.190279,1.153652,1.147163,2.300815,3.616238
ARB,20260123,49,0.979592,1.677313,0.798459,2.475773,1.677313,1.090265,2.767579,1.706328,0.809164,2.515492,1.706328,1.184133,2.890461,4.427188
ARB,20260128,64,0.985938,1.214442,-0.206405,1.008037,1.214442,-1.152294,0.062148,1.214986,-0.175793,1.039193,1.214986,-1.227453,-0.012467,3.973895
ARB,20260202,136,1.0,1.928268,-2.980994,-1.052726,1.928268,-2.160394,-0.232126,1.928268,-2.980994,-1.052726,1.928268,-2.160394,-0.232126,7.381959
ARB,20260207,151,1.0,2.333171,2.026398,4.35957,2.333171,2.329,4.662171,2.333171,2.026398,4.35957,2.333171,2.329,4.662171,6.432816
ARB,20260212,150,1.0,1.314609,-0.650607,0.664001,1.314609,-1.870016,-0.555407,1.314609,-0.650607,0.664001,1.314609,-1.870016,-0.555407,4.998153
ARB,20260217,70,1.0,1.392092,-1.188841,0.203251,1.392092,-1.440881,-0.048789,1.392092,-1.188841,0.203251,1.392092,-1.440881,-0.048789,4.2757
ARB,20260222,92,1.0,1.313324,-1.32317,-0.009845,1.313324,-2.087514,-0.77419,1.313324,-1.32317,-0.009845,1.313324,-2.087514,-0.77419,3.0401
ARB,20260227,226,1.0,1.773024,-0.993478,0.779546,1.773024,-1.892933,-0.119909,1.773024,-0.993478,0.779546,1.773024,-1.892933,-0.119909,7.870354
ARB,20260304,134,1.0,1.4223,-0.315722,1.106578,1.4223,-1.268368,0.153932,1.4223,-0.315722,1.106578,1.4223,-1.268368,0.153932,5.72376
ARB,20260309,177,0.99548,1.470295,-0.798617,0.671678,1.470295,-1.543287,-0.072992,1.467577,-0.828078,0.639499,1.467577,-1.503322,-0.035746,5.141448
