venue,symbol,date,n_fills,mean_fill_size,spread_capture_bp_10s,adverse_select_bp_10s,net_markout_bp_10s,spread_capture_bp_60s,adverse_select_bp_60s,net_markout_bp_60s,spread_capture_szw_bp_10s,adverse_select_szw_bp_10s,net_markout_szw_bp_10s,spread_capture_szw_bp_60s,adverse_select_szw_bp_60s,net_markout_szw_bp_60s,rv_10s_bp,maker_fee_bp,ts_semantics
binance_um,BLUEBIRDUSDT,20230516,211,0.980569,0.894209,-1.775726,-0.881516,0.894209,-1.377047,-0.482838,0.898646,-1.791349,-0.892703,0.898646,-1.391395,-0.49275,2.096631,2.0,
binance_um,BLUEBIRDUSDT,20230517,580,0.956034,0.929459,-1.220756,-0.291297,0.929459,-1.314607,-0.385148,0.906321,-1.21993,-0.31361,0.906321,-1.308617,-0.402297,2.258787,2.0,
binance_um,BLUEBIRDUSDT,20230518,844,0.956754,1.114483,-1.367448,-0.252965,1.114483,-2.001545,-0.887062,1.127008,-1.379016,-0.252008,1.127008,-2.059645,-0.932637,2.292139,2.0,
binance_um,BLUEBIRDUSDT,20230519,451,0.963193,0.881614,-1.308765,-0.427151,0.881614,-0.901308,-0.019693,0.885697,-1.325831,-0.440134,0.885697,-0.954723,-0.069026,1.779538,2.0,
binance_um,BLUEBIRDUSDT,20230520,319,0.947022,0.822828,-0.865172,-0.042344,0.822828,-0.894373,-0.071544,0.824263,-0.908655,-0.084392,0.824263,-0.912846,-0.088583,1.11423,2.0,
binance_um,BLUEBIRDUSDT,20230521,346,0.948555,0.880803,-1.108306,-0.227503,0.880803,-1.465363,-0.58456,0.880709,-1.111973,-0.231265,0.880709,-1.483752,-0.603043,1.303238,2.0,
binance_um,BLUEBIRDUSDT,20230522,368,0.941304,0.845954,-1.351555,-0.505602,0.845954,-1.344967,-0.499013,0.849822,-1.365429,-0.515607,0.849822,-1.384738,-0.534916,1.733813,2.0,
binance_um,BLUEBIRDUSDT,20230523,369,0.93794,0.87434,-1.276823,-0.402483,0.87434,-1.729486,-0.855146,0.870782,-1.28326,-0.412478,0.870782,-1.718833,-0.848052,1.515392,2.0,
binance_um,BLUEBIRDUSDT,20230524,418,0.945933,1.079403,-1.663285,-0.583882,1.079403,-2.271108,-1.191705,1.08461,-1.703595,-0.618985,1.08461,-2.385304,-1.300695,2.07694,2.0,
binance_um,BLUEBIRDUSDT,20230525,417,0.952758,0.85577,-1.239628,-0.383859,0.85577,-0.981239,-0.12547,0.857035,-1.214139,-0.357104,0.857035,-1.016377,-0.159342,1.749255,2.0,
binance_um,BLUEBIRDUSDT,20230526,395,0.964304,0.807434,-1.1205,-0.313066,0.807434,-0.864371,-0.056937,0.808014,-1.105049,-0.297035,0.808014,-0.83931,-0.031296,1.586586,2.0,
binance_um,BLUEBIRDUSDT,20230527,228,0.932018,0.87656,-0.739184,0.137376,0.87656,-1.21397,-0.337409,0.890621,-0.747729,0.142892,0.890621,-1.239989,-0.349368,0.912209,2.0,
binance_um,BLUEBIRDUSDT,20230528,428,0.956075,0.895707,-0.831074,0.064633,0.895707,-0.634728,0.260978,0.892995,-0.842379,0.050616,0.892995,-0.637975,0.25502,1.489446,2.0,
binance_um,BLUEBIRDUSDT,20230529,617,0.937601,0.981379,-1.099157,-0.117778,0.981379,-1.226011,-0.244633,0.990898,-1.149835,-0.158937,0.990898,-1.325982,-0.335084,1.636646,2.0,
binance_um,BLUEBIRDUSDT,20230530,384,0.933333,0.871939,-1.072483,-0.200544,0.871939,-1.626841,-0.754902,0.87228,-1.006015,-0.133735,0.87228,-1.515932,-0.643651,1.496801,2.0,
binance_um,BLUEBIRDUSDT,20230531,336,0.933929,0.969148,-1.428083,-0.458934,0.969148,-1.647547,-0.678399,0.974641,-1.497013,-0.522373,0.974641,-1.823328,-0.848688,1.73913,2.0,
binance_um,BLUEBIRDUSDT,20230601,275,0.932727,0.911661,-1.08218,-0.170519,0.911661,-1.310887,-0.399226,0.914676,-1.126711,-0.212035,0.914676,-1.477886,-0.56321,1.42479,2.0,
binance_um,BLUEBIRDUSDT,20230602,308,0.936039,0.876948,-1.096461,-0.219512,0.876948,-1.451896,-0.574947,0.875811,-1.147799,-0.271988,0.875811,-1.505631,-0.629819,1.327137,2.0,
binance_um,BLUEBIRDUSDT,20230603,237,0.922785,0.851993,-0.703056,0.148936,0.851993,-0.611629,0.240364,0.841684,-0.721489,0.120195,0.841684,-0.637413,0.204271,0.871673,2.0,
binance_um,BLUEBIRDUSDT,20230604,246,0.940244,0.820406,-0.522613,0.297793,0.820406,-0.903857,-0.083451,0.831736,-0.512274,0.319463,0.831736,-0.855534,-0.023798,0.899563,2.0,
binance_um,BLUEBIRDUSDT,20230605,1043,0.954458,2.97477,-3.512448,-0.537677,2.97477,-6.544879,-3.570108,3.000752,-3.632839,-0.632086,3.000752,-6.634178,-3.633426,4.522925,2.0,
binance_um,BLUEBIRDUSDT,20230606,708,0.945621,1.218868,-1.712627,-0.493758,1.218868,-1.734728,-0.51586,1.218776,-1.716686,-0.49791,1.218776,-1.783104,-0.564328,3.089114,2.0,
binance_um,BLUEBIRDUSDT,20230607,879,0.934926,1.163298,-1.245039,-0.081742,1.163298,-1.416,-0.252703,1.16444,-1.398391,-0.233951,1.16444,-1.641228,-0.476788,3.747476,2.0,
binance_um,BLUEBIRDUSDT,20230608,415,0.912771,1.293868,-1.152532,0.141335,1.293868,-0.935733,0.358134,1.316128,-1.21814,0.097988,1.316128,-1.136576,0.179552,2.710923,2.0,
binance_um,BLUEBIRDUSDT,20230609,374,0.935294,1.299059,-1.275121,0.023939,1.299059,-0.484883,0.814176,1.308444,-1.411206,-0.102762,1.308444,-0.615353,0.693091,2.559876,2.0,
binance_um,BLUEBIRDUSDT,20230610,1893,0.971421,3.302279,-1.992015,1.310264,3.302279,-3.528631,-0.226351,3.340425,-2.358819,0.981606,3.340425,-3.845535,-0.505109,10.278799,2.0,
binance_um,BLUEBIRDUSDT,20230611,740,0.943378,1.142718,-1.316558,-0.173839,1.142718,-0.358136,0.784583,1.140134,-1.347016,-0.206882,1.140134,-0.365851,0.774283,2.663199,2.0,
binance_um,BLUEBIRDUSDT,20230612,1251,0.970663,1.410206,-1.671927,-0.261721,1.410206,-2.398479,-0.988273,1.413875,-1.679923,-0.266048,1.413875,-2.430836,-1.016961,4.931251,2.0,
binance_um,BLUEBIRDUSDT,20230613,1189,0.978722,1.373251,-1.935809,-0.562557,1.373251,-2.88719,-1.513939,1.380183,-1.966211,-0.586028,1.380183,-2.952942,-1.572759,4.710485,2.0,
binance_um,BLUEBIRDUSDT,20230614,1623,0.980099,1.267156,-1.833758,-0.566603,1.267156,-1.55267,-0.285514,1.266832,-1.892669,-0.625837,1.266832,-1.621838,-0.355006,4.935095,2.0,
binance_um,BLUEBIRDUSDT,20230615,858,0.974009,1.003678,-1.462253,-0.458575,1.003678,-1.22629,-0.222612,1.000264,-1.501134,-0.50087,1.000264,-1.223594,-0.223329,3.233999,2.0,
binance_um,BLUEBIRDUSDT,20230616,811,0.965598,1.059997,-1.459783,-0.399786,1.059997,-1.672812,-0.612815,1.061399,-1.456016,-0.394616,1.061399,-1.675819,-0.61442,2.848158,2.0,
binance_um,BLUEBIRDUSDT,20230617,650,0.937077,1.036387,-1.507997,-0.47161,1.036387,-1.366423,-0.330036,1.035509,-1.581988,-0.546479,1.035509,-1.430749,-0.39524,2.543004,2.0,
binance_um,BLUEBIRDUSDT,20230618,575,0.964522,0.981308,-1.762959,-0.781651,0.981308,-1.599006,-0.617698,0.980061,-1.826133,-0.846072,0.980061,-1.626625,-0.646564,2.441787,2.0,
binance_um,BLUEBIRDUSDT,20230619,567,0.95291,1.032932,-1.575937,-0.543006,1.032932,-1.459516,-0.426584,1.035465,-1.657621,-0.622156,1.035465,-1.647136,-0.611672,2.272914,2.0,
binance_um,BLUEBIRDUSDT,20230620,639,0.96651,0.991857,-1.917324,-0.925467,0.991857,-1.460593,-0.468735,0.993518,-1.958428,-0.96491,0.993518,-1.536612,-0.543094,2.497421,2.0,
binance_um,BLUEBIRDUSDT,20230621,842,0.936698,1.035675,-1.910248,-0.874573,1.035675,-1.876092,-0.840417,1.037515,-1.91054,-0.873025,1.037515,-1.805809,-0.768294,3.50102,2.0,
binance_um,BLUEBIRDUSDT,20230622,704,0.933523,1.265057,-2.303908,-1.038851,1.265057,-2.544109,-1.279052,1.241063,-2.339775,-1.098712,1.241063,-2.68079,-1.439727,3.963089,2.0,
binance_um,BLUEBIRDUSDT,20230623,836,0.955622,1.060023,-2.331136,-1.271114,1.060023,-2.063648,-1.003625,1.056113,-2.356145,-1.300032,1.056113,-2.084647,-1.028534,3.294458,2.0,
binance_um,BLUEBIRDUSDT,20230624,864,0.934144,1.146815,-2.116563,-0.969748,1.146815,-2.100808,-0.953993,1.143856,-2.135104,-0.991248,1.143856,-2.072288,-0.928432,3.639348,2.0,
binance_um,BLUEBIRDUSDT,20230625,792,0.930303,1.022287,-1.779221,-0.756934,1.022287,-1.753431,-0.731143,1.017675,-1.851356,-0.833681,1.017675,-1.835133,-0.817458,2.844301,2.0,
binance_um,BLUEBIRDUSDT,20230626,1040,0.942019,1.053004,-1.90285,-0.849846,1.053004,-1.780605,-0.727601,1.054536,-1.893952,-0.839416,1.054536,-1.803545,-0.74901,3.2472,2.0,
binance_um,BLUEBIRDUSDT,20230627,792,0.932449,1.001261,-1.656909,-0.655648,1.001261,-1.878453,-0.877192,1.003857,-1.676428,-0.672571,1.003857,-1.865794,-0.861937,2.48672,2.0,
binance_um,BLUEBIRDUSDT,20230628,667,0.965067,1.780301,-3.042994,-1.262694,1.780301,-4.468042,-2.687741,1.791782,-3.145462,-1.35368,1.791782,-4.630014,-2.838232,4.026568,2.0,
binance_um,BLUEBIRDUSDT,20230629,430,0.938837,1.406354,-1.888232,-0.481878,1.406354,-1.828429,-0.422075,1.398783,-1.941489,-0.542706,1.398783,-1.838711,-0.439927,2.320372,2.0,
binance_um,BLUEBIRDUSDT,20230630,814,0.976413,2.104591,-2.452827,-0.348235,2.104591,-3.893101,-1.78851,2.114075,-2.443407,-0.329332,2.114075,-3.843489,-1.729414,4.625172,2.0,
binance_um,BLUEBIRDUSDT,20230701,811,0.934155,1.482446,-1.535306,-0.052861,1.482446,-0.919951,0.562495,1.49071,-1.604834,-0.114124,1.49071,-0.982981,0.507729,3.269464,2.0,
binance_um,BLUEBIRDUSDT,20230702,690,0.932899,1.601113,-2.048862,-0.447748,1.601113,-1.953765,-0.352651,1.61653,-2.069037,-0.452507,1.61653,-1.927443,-0.310913,3.024287,2.0,
binance_um,BLUEBIRDUSDT,20230703,580,0.949483,1.605276,-2.256939,-0.651662,1.605276,-2.433963,-0.828686,1.622502,-2.399994,-0.777492,1.622502,-2.705612,-1.08311,3.072699,2.0,
binance_um,BLUEBIRDUSDT,20230704,716,0.939246,1.196558,-1.751162,-0.554604,1.196558,-1.177292,0.019267,1.202164,-1.814944,-0.612779,1.202164,-1.301953,-0.099788,2.707978,2.0,
binance_um,BLUEBIRDUSDT,20230705,905,0.957569,1.355414,-1.904136,-0.548722,1.355414,-1.512889,-0.157475,1.363474,-1.920228,-0.556754,1.363474,-1.515981,-0.152507,2.976056,2.0,
binance_um,BLUEBIRDUSDT,20230706,1028,0.95107,1.373146,-1.899332,-0.526185,1.373146,-1.875297,-0.50215,1.376998,-1.924823,-0.547826,1.376998,-1.948731,-0.571734,2.929313,2.0,
binance_um,BLUEBIRDUSDT,20230707,861,0.919861,1.26956,-1.655653,-0.386094,1.26956,-2.156288,-0.886728,1.271106,-1.695801,-0.424696,1.271106,-2.251262,-0.980157,2.459685,2.0,
binance_um,BLUEBIRDUSDT,20230708,757,0.90317,1.172299,-1.322144,-0.149845,1.172299,-1.606122,-0.433823,1.192073,-1.396405,-0.204333,1.192073,-1.720737,-0.528665,1.717777,2.0,
binance_um,BLUEBIRDUSDT,20230709,536,0.954664,1.191084,-1.204921,-0.013837,1.191084,-1.466155,-0.275071,1.190621,-1.211064,-0.020442,1.190621,-1.498199,-0.307578,1.541316,2.0,
binance_um,BLUEBIRDUSDT,20230710,1120,0.954464,1.570209,-2.221903,-0.651694,1.570209,-2.947111,-1.376902,1.586813,-2.275567,-0.688754,1.586813,-3.096368,-1.509555,3.275221,2.0,
binance_um,BLUEBIRDUSDT,20230711,494,0.946964,1.111348,-1.347021,-0.235672,1.111348,-0.918161,0.193187,1.119744,-1.371424,-0.251679,1.119744,-0.954369,0.165375,1.867317,2.0,
binance_um,BLUEBIRDUSDT,20230712,439,0.929385,1.146042,-1.192526,-0.046484,1.146042,-0.977284,0.168758,1.146619,-1.231386,-0.084767,1.146619,-0.950138,0.196481,2.080387,2.0,
binance_um,BLUEBIRDUSDT,20230713,812,0.949631,1.369296,-1.177465,0.191831,1.369296,-0.850041,0.519255,1.377137,-1.160882,0.216254,1.377137,-0.834247,0.54289,3.499649,2.0,
binance_um,BLUEBIRDUSDT,20230714,1111,0.924032,1.326555,-1.56016,-0.233605,1.326555,-1.418788,-0.092233,1.344566,-1.68127,-0.336703,1.344566,-1.55552,-0.210954,4.104964,2.0,
binance_um,BLUEBIRDUSDT,20230715,1003,0.919242,1.37932,-1.222663,0.156657,1.37932,-1.401332,-0.022012,1.404634,-1.271209,0.133424,1.404634,-1.506398,-0.101765,3.029415,2.0,
binance_um,BLUEBIRDUSDT,20230716,599,0.943239,1.166113,-1.54047,-0.374357,1.166113,-1.220469,-0.054356,1.172833,-1.542834,-0.370001,1.172833,-1.196771,-0.023938,2.424434,2.0,
binance_um,BLUEBIRDUSDT,20230717,904,0.947788,1.155096,-1.912461,-0.757366,1.155096,-1.609453,-0.454358,1.161091,-1.969163,-0.808072,1.161091,-1.69444,-0.533349,3.11913,2.0,
binance_um,BLUEBIRDUSDT,20230718,660,0.92303,1.105626,-1.779649,-0.674023,1.105626,-1.478817,-0.373191,1.11374,-1.880602,-0.766862,1.11374,-1.483011,-0.369271,2.598074,2.0,
binance_um,BLUEBIRDUSDT,20230719,671,0.952012,1.331705,-1.64133,-0.309624,1.331705,-1.552014,-0.220309,1.339061,-1.664474,-0.325413,1.339061,-1.59309,-0.254029,2.995329,2.0,
binance_um,BLUEBIRDUSDT,20230720,491,0.95112,1.133101,-1.255791,-0.12269,1.133101,-1.419602,-0.2865,1.145353,-1.269226,-0.123873,1.145353,-1.340969,-0.195616,2.646621,2.0,
binance_um,BLUEBIRDUSDT,20230721,541,0.956932,1.08779,-0.93255,0.15524,1.08779,-0.149741,0.938049,1.094678,-0.949046,0.145632,1.094678,-0.222759,0.871919,2.440454,2.0,
binance_um,BLUEBIRDUSDT,20230722,354,0.964124,1.004849,-0.937597,0.067252,1.004849,-0.579161,0.425688,1.012303,-0.962606,0.049697,1.012303,-0.588817,0.423486,1.709913,2.0,
binance_um,BLUEBIRDUSDT,20230723,464,0.906897,0.981582,-0.797354,0.184228,0.981582,-1.06081,-0.079228,0.984704,-0.849629,0.135075,0.984704,-1.101681,-0.116977,1.466532,2.0,
binance_um,BLUEBIRDUSDT,20230724,894,0.966555,1.527591,-1.110771,0.41682,1.527591,-1.054675,0.472916,1.536205,-1.087349,0.448857,1.536205,-0.881831,0.654375,3.966911,2.0,
binance_um,BLUEBIRDUSDT,20230725,754,0.975862,1.36881,-0.490585,0.878226,1.36881,-0.488282,0.880528,1.370297,-0.513332,0.856965,1.370297,-0.515497,0.8548,3.358388,2.0,
binance_um,BLUEBIRDUSDT,20230726,516,0.962984,1.250994,-0.959861,0.291133,1.250994,-1.650346,-0.399352,1.256691,-0.972043,0.284648,1.256691,-1.704091,-0.4474,2.681288,2.0,
binance_um,BLUEBIRDUSDT,20230727,445,0.954831,1.05332,-1.089117,-0.035798,1.05332,-1.109004,-0.055685,1.063034,-1.111612,-0.048578,1.063034,-1.181386,-0.118352,2.043802,2.0,
binance_um,BLUEBIRDUSDT,20230728,299,0.961204,1.051227,-1.0474,0.003827,1.051227,-1.458631,-0.407404,1.060291,-1.059945,0.000345,1.060291,-1.451108,-0.390817,1.577388,2.0,
binance_um,BLUEBIRDUSDT,20230729,355,0.974648,1.139588,-1.013431,0.126157,1.139588,-0.599717,0.539871,1.143531,-1.03977,0.103761,1.143531,-0.606191,0.53734,1.6811,2.0,
binance_um,BLUEBIRDUSDT,20230730,337,0.963798,1.119434,-1.262845,-0.143412,1.119434,-1.790226,-0.670793,1.129055,-1.291681,-0.162626,1.129055,-1.889819,-0.760764,1.925336,2.0,
binance_um,BLUEBIRDUSDT,20230731,328,0.97622,1.099371,-1.283577,-0.184206,1.099371,-1.823099,-0.723728,1.09241,-1.283658,-0.191247,1.09241,-1.824332,-0.731922,1.976177,2.0,
binance_um,BLUEBIRDUSDT,20230801,387,0.972351,1.644932,-1.509151,0.13578,1.644932,-2.496103,-0.851171,1.655844,-1.549543,0.106301,1.655844,-2.50667,-0.850826,2.627175,2.0,
binance_um,BLUEBIRDUSDT,20230802,367,0.965123,1.428037,-1.380118,0.047918,1.428037,-3.536023,-2.107986,1.440483,-1.42385,0.016633,1.440483,-3.678259,-2.237776,2.46601,2.0,
binance_um,BLUEBIRDUSDT,20230803,296,0.95,1.217847,-1.280951,-0.063104,1.217847,-0.934899,0.282948,1.227473,-1.302906,-0.075433,1.227473,-1.020347,0.207126,2.001881,2.0,
binance_um,BLUEBIRDUSDT,20230804,338,0.958284,1.204523,-1.365877,-0.161354,1.204523,-1.601546,-0.397023,1.208988,-1.409992,-0.201005,1.208988,-1.606109,-0.397121,1.869809,2.0,
binance_um,BLUEBIRDUSDT,20230805,303,0.960066,1.050906,-0.869918,0.180988,1.050906,-0.96572,0.085187,1.050133,-0.899344,0.150789,1.050133,-0.962568,0.087564,1.564088,2.0,
binance_um,BLUEBIRDUSDT,20230806,301,0.952492,1.062058,-1.031033,0.031025,1.062058,-1.339285,-0.277227,1.070861,-1.042226,0.028635,1.070861,-1.300605,-0.229744,1.409437,2.0,
binance_um,BLUEBIRDUSDT,20230807,395,0.946329,1.151287,-1.20339,-0.052103,1.151287,-1.040484,0.110803,1.155666,-1.249114,-0.093449,1.155666,-1.022905,0.132761,1.830357,2.0,
binance_um,BLUEBIRDUSDT,20230808,383,0.932376,1.021445,-1.082508,-0.061063,1.021445,-1.458985,-0.43754,1.022849,-1.150905,-0.128055,1.022849,-1.454279,-0.431429,1.59234,2.0,
binance_um,BLUEBIRDUSDT,20230809,356,0.917697,0.956869,-1.237513,-0.280644,0.956869,-1.412096,-0.455228,0.96192,-1.315117,-0.353197,0.96192,-1.456965,-0.495045,1.398596,2.0,
binance_um,BLUEBIRDUSDT,20230810,288,0.945833,0.93473,-1.236588,-0.301858,0.93473,-1.504053,-0.569323,0.931706,-1.277873,-0.346167,0.931706,-1.504141,-0.572435,1.295792,2.0,
binance_um,BLUEBIRDUSDT,20230811,288,0.968056,0.989288,-1.388869,-0.39958,0.989288,-1.758698,-0.76941,0.991221,-1.400595,-0.409374,0.991221,-1.824887,-0.833666,1.160467,2.0,
binance_um,BLUEBIRDUSDT,20230812,393,0.92799,0.881599,-0.80639,0.075209,0.881599,-1.006453,-0.124854,0.882273,-0.878195,0.004077,0.882273,-1.14159,-0.259317,1.052893,2.0,
binance_um,BLUEBIRDUSDT,20230813,434,0.928111,0.902533,-0.892699,0.009835,0.902533,-0.925867,-0.023334,0.905929,-0.911842,-0.005913,0.905929,-0.986368,-0.08044,1.041138,2.0,
binance_um,BLUEBIRDUSDT,20230814,475,0.946947,1.067999,-1.186052,-0.118053,1.067999,-1.01625,0.051748,1.080189,-1.211761,-0.131572,1.080189,-1.049882,0.030307,1.592342,2.0,
binance_um,BLUEBIRDUSDT,20230815,510,0.969412,1.499574,-2.862914,-1.36334,1.499574,-7.117474,-5.6179,1.520151,-2.774472,-1.25432,1.520151,-6.751933,-5.231782,2.779371,2.0,
binance_um,BLUEBIRDUSDT,20230816,565,0.953982,1.382857,-2.116985,-0.734129,1.382857,-2.074391,-0.691534,1.373897,-2.149697,-0.7758,1.373897,-2.232294,-0.858397,2.639837,2.0,
binance_um,BLUEBIRDUSDT,20230817,1080,0.956667,2.351023,-4.032351,-1.681328,2.351023,-9.123731,-6.772708,2.391296,-4.181825,-1.790528,2.391296,-9.346427,-6.95513,6.091811,2.0,
binance_um,BLUEBIRDUSDT,20230818,780,0.967692,1.220013,-1.816974,-0.596961,1.220013,-1.735249,-0.515236,1.226381,-1.869814,-0.643433,1.226381,-1.786718,-0.560337,3.136723,2.0,
binance_um,BLUEBIRDUSDT,20230819,583,0.956604,1.104283,-1.575917,-0.471634,1.104283,-1.598838,-0.494555,1.105585,-1.63632,-0.530734,1.105585,-1.611181,-0.505595,1.856398,2.0,
binance_um,BLUEBIRDUSDT,20230820,414,0.932609,0.989666,-1.241636,-0.25197,0.989666,-1.553648,-0.563982,0.993477,-1.26523,-0.271753,0.993477,-1.59746,-0.603983,1.518967,2.0,
binance_um,BLUEBIRDUSDT,20230821,766,0.972063,1.266224,-1.647688,-0.381464,1.266224,-2.316502,-1.050278,1.273064,-1.687682,-0.414618,1.273064,-2.349851,-1.076787,2.839238,2.0,
binance_um,BLUEBIRDUSDT,20230822,798,0.96604,1.277159,-2.010322,-0.733163,1.277159,-3.054018,-1.776859,1.277975,-2.040859,-0.762883,1.277975,-3.092459,-1.814483,3.298063,2.0,
binance_um,BLUEBIRDUSDT,20230823,871,0.966131,1.194448,-1.566981,-0.372533,1.194448,-1.743694,-0.549246,1.198322,-1.575699,-0.377376,1.198322,-1.75115,-0.552827,2.660022,2.0,
binance_um,BLUEBIRDUSDT,20230824,493,0.957201,0.980595,-1.69455,-0.713955,0.980595,-1.837459,-0.856864,0.982453,-1.742626,-0.760174,0.982453,-1.905858,-0.923405,2.130992,2.0,
binance_um,BLUEBIRDUSDT,20230825,490,0.953265,1.006737,-1.622409,-0.615673,1.006737,-2.258753,-1.252016,1.011075,-1.64819,-0.637115,1.011075,-2.26959,-1.258515,2.354992,2.0,
binance_um,BLUEBIRDUSDT,20230826,328,0.902439,0.930662,-0.968055,-0.037393,0.930662,-1.314725,-0.384063,0.935491,-1.026457,-0.090966,0.935491,-1.384751,-0.44926,1.075421,2.0,
binance_um,BLUEBIRDUSDT,20230827,333,0.923724,0.944831,-1.268706,-0.323875,0.944831,-1.465244,-0.520413,0.950174,-1.335059,-0.384885,0.950174,-1.520718,-0.570545,1.297158,2.0,
binance_um,BLUEBIRDUSDT,20230828,452,0.954867,0.987047,-1.256699,-0.269652,0.987047,-0.984298,0.002749,0.991136,-1.304657,-0.31352,0.991136,-1.090257,-0.099121,1.894217,2.0,
binance_um,BLUEBIRDUSDT,20230829,1315,0.967833,1.614167,-3.062452,-1.448285,1.614167,-2.288095,-0.673928,1.628426,-3.097826,-1.4694,1.628426,-2.294444,-0.666018,4.301805,2.0,
binance_um,BLUEBIRDUSDT,20230830,844,0.958175,1.177072,-1.569756,-0.392684,1.177072,-1.671701,-0.494629,1.179147,-1.618582,-0.439435,1.179147,-1.694812,-0.515665,1.898654,2.0,
binance_um,BLUEBIRDUSDT,20230831,791,0.964855,1.16568,-1.438461,-0.272781,1.16568,-1.486667,-0.320987,1.170426,-1.451717,-0.281291,1.170426,-1.489659,-0.319233,2.584934,2.0,
binance_um,BLUEBIRDUSDT,20230901,722,0.936981,1.056226,-1.49304,-0.436814,1.056226,-1.446364,-0.390138,1.057792,-1.535475,-0.477683,1.057792,-1.488382,-0.43059,2.155514,2.0,
binance_um,BLUEBIRDUSDT,20230902,437,0.948055,1.007281,-1.197531,-0.190249,1.007281,-1.2457,-0.238419,1.004594,-1.246755,-0.242162,1.004594,-1.32427,-0.319676,1.592584,2.0,
binance_um,BLUEBIRDUSDT,20230903,332,0.916566,0.997024,-0.934048,0.062977,0.997024,-1.182129,-0.185104,0.996931,-1.033378,-0.036447,0.996931,-1.286398,-0.289467,1.297081,2.0,
binance_um,BLUEBIRDUSDT,20230904,288,0.925347,1.05369,-1.222157,-0.168468,1.05369,-1.018491,0.035199,1.055619,-1.258831,-0.203211,1.055619,-0.999866,0.055753,1.59544,2.0,
binance_um,BLUEBIRDUSDT,20230905,308,0.957143,1.065898,-1.123069,-0.057171,1.065898,-1.411801,-0.345903,1.066273,-1.127989,-0.061716,1.066273,-1.447476,-0.381203,1.517986,2.0,
binance_um,BLUEBIRDUSDT,20230906,271,0.932841,1.154604,-1.570966,-0.416362,1.154604,-1.615679,-0.461075,1.162567,-1.56879,-0.406223,1.162567,-1.538476,-0.375909,1.675759,2.0,
binance_um,BLUEBIRDUSDT,20230907,280,0.924286,1.006175,-1.345817,-0.339642,1.006175,-1.448937,-0.442761,1.002922,-1.395245,-0.392323,1.002922,-1.503092,-0.500169,1.383286,2.0,
binance_um,BLUEBIRDUSDT,20230908,202,0.95,1.051063,-1.429915,-0.378852,1.051063,-1.092205,-0.041142,1.051406,-1.464502,-0.413096,1.051406,-1.087411,-0.036005,1.52355,2.0,
binance_um,BLUEBIRDUSDT,20230909,175,0.858857,1.012207,-0.730536,0.28167,1.012207,-0.926288,0.085919,1.009021,-0.781694,0.227327,1.009021,-0.895171,0.11385,0.894785,2.0,
binance_um,BLUEBIRDUSDT,20230910,261,0.942146,1.411347,-1.845136,-0.43379,1.411347,-2.669584,-1.258237,1.432745,-1.927836,-0.495091,1.432745,-2.656827,-1.224081,2.278595,2.0,
binance_um,BLUEBIRDUSDT,20230911,272,0.966544,1.495865,-1.174597,0.321268,1.495865,-1.208039,0.287826,1.497534,-1.213992,0.283543,1.497534,-1.144964,0.35257,2.766575,2.0,
binance_um,BLUEBIRDUSDT,20230912,323,0.954799,1.438664,-2.119533,-0.68087,1.438664,-1.693144,-0.25448,1.447279,-2.203462,-0.756184,1.447279,-1.820487,-0.373208,2.695709,2.0,
binance_um,BLUEBIRDUSDT,20230913,227,0.910132,1.243162,-1.897144,-0.653982,1.243162,-2.203084,-0.959922,1.254185,-2.030162,-0.775978,1.254185,-2.301174,-1.04699,2.09051,2.0,
binance_um,BLUEBIRDUSDT,20230914,179,0.927933,1.312198,-0.712193,0.600005,1.312198,-0.456375,0.855823,1.312536,-0.789673,0.522863,1.312536,-0.539668,0.772869,1.881526,2.0,
binance_um,BLUEBIRDUSDT,20230915,192,0.910937,1.087336,-0.982117,0.10522,1.087336,-0.620789,0.466548,1.094108,-0.997369,0.096738,1.094108,-0.535884,0.558224,1.522449,2.0,
binance_um,BLUEBIRDUSDT,20230916,208,0.840385,1.096564,-0.623767,0.472797,1.096564,-0.513284,0.583281,1.113761,-0.72091,0.392851,1.113761,-0.573838,0.539923,1.333148,2.0,
binance_um,BLUEBIRDUSDT,20230917,236,0.91822,1.20401,-0.94668,0.25733,1.20401,-1.064868,0.139142,1.203835,-0.999517,0.204318,1.203835,-1.168024,0.035811,1.603042,2.0,
binance_um,BLUEBIRDUSDT,20230918,317,0.947319,1.183218,-1.107653,0.075565,1.183218,-1.103803,0.079415,1.181014,-1.134902,0.046112,1.181014,-1.168673,0.012341,2.011537,2.0,
binance_um,BLUEBIRDUSDT,20230919,199,0.939196,1.152756,-1.249415,-0.096659,1.152756,-1.677329,-0.524573,1.151984,-1.290049,-0.138065,1.151984,-1.667223,-0.515239,1.522779,2.0,
binance_um,BLUEBIRDUSDT,20230920,192,0.949479,1.088585,-1.40993,-0.321345,1.088585,-2.494779,-1.406193,1.08633,-1.471038,-0.384708,1.08633,-2.674072,-1.587741,1.815228,2.0,
binance_um,BLUEBIRDUSDT,20230921,185,0.95027,1.080514,-1.332437,-0.251923,1.080514,-1.108904,-0.028389,1.091605,-1.367247,-0.275642,1.091605,-1.221886,-0.13028,1.877736,2.0,
