venue,symbol,date,n_fills,mean_fill_size,spread_capture_bp_10s,adverse_select_bp_10s,net_markout_bp_10s,spread_capture_bp_60s,adverse_select_bp_60s,net_markout_bp_60s,spread_capture_szw_bp_10s,adverse_select_szw_bp_10s,net_markout_szw_bp_10s,spread_capture_szw_bp_60s,adverse_select_szw_bp_60s,net_markout_szw_bp_60s,rv_10s_bp,maker_fee_bp,ts_semantics
binance_um,STRAXUSDT,20231215,7558,1.0,1.402739,-1.808121,-0.405382,1.402739,-2.166585,-0.763845,1.402739,-1.808121,-0.405382,1.402739,-2.166585,-0.763845,6.874683,2.0,
binance_um,STRAXUSDT,20231216,3321,1.0,1.063134,-1.418838,-0.355704,1.063134,-1.864657,-0.801523,1.063134,-1.418838,-0.355704,1.063134,-1.864657,-0.801523,3.446456,2.0,
binance_um,STRAXUSDT,20231217,13069,1.0,1.615595,-1.322677,0.292918,1.615595,-1.17124,0.444355,1.615595,-1.322677,0.292918,1.615595,-1.17124,0.444355,8.821223,2.0,
binance_um,STRAXUSDT,20231218,17251,1.0,1.517539,-1.817332,-0.299793,1.517539,-2.027441,-0.509903,1.517539,-1.817332,-0.299793,1.517539,-2.027441,-0.509903,10.340123,2.0,
binance_um,STRAXUSDT,20231219,9371,1.0,1.400192,-1.84951,-0.449318,1.400192,-2.180852,-0.78066,1.400192,-1.84951,-0.449318,1.400192,-2.180852,-0.78066,7.720981,2.0,
binance_um,STRAXUSDT,20231220,6740,1.0,1.265577,-1.617434,-0.351857,1.265577,-1.701537,-0.43596,1.265577,-1.617434,-0.351857,1.265577,-1.701537,-0.43596,5.956001,2.0,
binance_um,STRAXUSDT,20231221,6622,1.0,1.201914,-1.921822,-0.719908,1.201914,-2.189209,-0.987295,1.201914,-1.921822,-0.719908,1.201914,-2.189209,-0.987295,5.947113,2.0,
binance_um,STRAXUSDT,20231222,5781,1.0,1.315046,-1.403057,-0.088011,1.315046,-1.666348,-0.351302,1.315046,-1.403057,-0.088011,1.315046,-1.666348,-0.351302,4.805524,2.0,
binance_um,STRAXUSDT,20231223,4298,1.0,1.380061,-1.998046,-0.617985,1.380061,-1.90709,-0.527028,1.380061,-1.998046,-0.617985,1.380061,-1.90709,-0.527028,5.044396,2.0,
binance_um,STRAXUSDT,20231224,3302,1.0,1.317758,-1.324725,-0.006967,1.317758,-0.493436,0.824323,1.317758,-1.324725,-0.006967,1.317758,-0.493436,0.824323,4.558583,2.0,
binance_um,STRAXUSDT,20231225,2894,1.0,1.171745,-1.12779,0.043954,1.171745,-1.076252,0.095493,1.171745,-1.12779,0.043954,1.171745,-1.076252,0.095493,4.147037,2.0,
binance_um,STRAXUSDT,20231226,6757,1.0,1.628401,-1.264769,0.363632,1.628401,-1.198335,0.430066,1.628401,-1.264769,0.363632,1.628401,-1.198335,0.430066,6.724376,2.0,
binance_um,STRAXUSDT,20231227,6767,1.0,1.592895,-1.348665,0.24423,1.592895,-1.32517,0.267724,1.592895,-1.348665,0.24423,1.592895,-1.32517,0.267724,5.821347,2.0,
binance_um,STRAXUSDT,20231228,4063,1.0,1.686264,-1.329353,0.356912,1.686264,-1.439139,0.247125,1.686264,-1.329353,0.356912,1.686264,-1.439139,0.247125,5.005479,2.0,
binance_um,STRAXUSDT,20231229,4850,1.0,1.594351,-2.148381,-0.55403,1.594351,-1.955879,-0.361528,1.594351,-2.148381,-0.55403,1.594351,-1.955879,-0.361528,5.682238,2.0,
binance_um,STRAXUSDT,20231230,2982,1.0,1.524075,-1.873777,-0.349703,1.524075,-2.151587,-0.627513,1.524075,-1.873777,-0.349703,1.524075,-2.151587,-0.627513,4.498211,2.0,
binance_um,STRAXUSDT,20231231,3426,1.0,1.456495,-0.994129,0.462367,1.456495,-0.729457,0.727038,1.456495,-0.994129,0.462367,1.456495,-0.729457,0.727038,3.721519,2.0,
binance_um,STRAXUSDT,20240101,2686,1.0,1.334322,-1.112018,0.222304,1.334322,-1.303514,0.030808,1.334322,-1.112018,0.222304,1.334322,-1.303514,0.030808,3.161598,2.0,
binance_um,STRAXUSDT,20240102,13380,1.0,1.816913,-1.780701,0.036212,1.816913,-1.165875,0.651038,1.816913,-1.780701,0.036212,1.816913,-1.165875,0.651038,10.63399,2.0,
binance_um,STRAXUSDT,20240103,29417,1.0,1.970898,-2.397238,-0.42634,1.970898,-2.320739,-0.349841,1.970898,-2.397238,-0.42634,1.970898,-2.320739,-0.349841,18.271324,2.0,
binance_um,STRAXUSDT,20240104,30205,1.0,1.780982,-1.962221,-0.181239,1.780982,-1.445973,0.335009,1.780982,-1.962221,-0.181239,1.780982,-1.445973,0.335009,16.764878,2.0,
binance_um,STRAXUSDT,20240105,25043,1.0,1.780973,-1.998243,-0.21727,1.780973,-2.646162,-0.865189,1.780973,-1.998243,-0.21727,1.780973,-2.646162,-0.865189,18.224533,2.0,
binance_um,STRAXUSDT,20240106,15830,1.0,1.189922,-2.509246,-1.319324,1.189922,-1.83758,-0.647658,1.189922,-2.509246,-1.319324,1.189922,-1.83758,-0.647658,10.525169,2.0,
binance_um,STRAXUSDT,20240107,11391,1.0,1.272318,-2.40551,-1.133192,1.272318,-2.612211,-1.339893,1.272318,-2.40551,-1.133192,1.272318,-2.612211,-1.339893,8.451856,2.0,
binance_um,STRAXUSDT,20240108,13508,1.0,1.767241,-2.449791,-0.68255,1.767241,-2.253044,-0.485803,1.767241,-2.449791,-0.68255,1.767241,-2.253044,-0.485803,10.255233,2.0,
binance_um,STRAXUSDT,20240109,7919,1.0,1.861154,-2.222669,-0.361516,1.861154,-3.041135,-1.179981,1.861154,-2.222669,-0.361516,1.861154,-3.041135,-1.179981,7.631136,2.0,
binance_um,STRAXUSDT,20240110,9198,1.0,1.710469,-1.828171,-0.117702,1.710469,-1.579051,0.131419,1.710469,-1.828171,-0.117702,1.710469,-1.579051,0.131419,8.01519,2.0,
binance_um,STRAXUSDT,20240111,7129,1.0,1.509974,-1.754911,-0.244937,1.509974,-1.771948,-0.261974,1.509974,-1.754911,-0.244937,1.509974,-1.771948,-0.261974,6.42284,2.0,
binance_um,STRAXUSDT,20240112,6471,1.0,1.483849,-1.684368,-0.200518,1.483849,-1.974016,-0.490167,1.483849,-1.684368,-0.200518,1.483849,-1.974016,-0.490167,6.282129,2.0,
binance_um,STRAXUSDT,20240113,2990,1.0,1.38921,-1.264051,0.125159,1.38921,-1.742282,-0.353071,1.38921,-1.264051,0.125159,1.38921,-1.742282,-0.353071,4.265021,2.0,
binance_um,STRAXUSDT,20240114,6639,1.0,1.734314,-1.830062,-0.095748,1.734314,-2.078093,-0.343779,1.734314,-1.830062,-0.095748,1.734314,-2.078093,-0.343779,6.463232,2.0,
binance_um,STRAXUSDT,20240115,14098,1.0,1.644409,-1.61117,0.033239,1.644409,-1.894526,-0.250117,1.644409,-1.61117,0.033239,1.644409,-1.894526,-0.250117,7.779988,2.0,
binance_um,STRAXUSDT,20240116,4941,1.0,1.579101,-1.732576,-0.153475,1.579101,-2.002915,-0.423814,1.579101,-1.732576,-0.153475,1.579101,-2.002915,-0.423814,5.12989,2.0,
binance_um,STRAXUSDT,20240117,3008,1.0,1.615864,-1.424516,0.191348,1.615864,-1.95518,-0.339316,1.615864,-1.424516,0.191348,1.615864,-1.95518,-0.339316,4.174606,2.0,
binance_um,STRAXUSDT,20240118,3224,1.0,1.777553,-1.478323,0.29923,1.777553,-1.148627,0.628927,1.777553,-1.478323,0.29923,1.777553,-1.148627,0.628927,4.674709,2.0,
binance_um,STRAXUSDT,20240119,5095,1.0,1.912212,-1.653911,0.258301,1.912212,-1.370451,0.541761,1.912212,-1.653911,0.258301,1.912212,-1.370451,0.541761,6.404386,2.0,
binance_um,STRAXUSDT,20240120,6647,1.0,1.958867,-1.402339,0.556528,1.958867,-1.528972,0.429895,1.958867,-1.402339,0.556528,1.958867,-1.528972,0.429895,5.215981,2.0,
binance_um,STRAXUSDT,20240121,4015,1.0,1.599501,-1.394257,0.205244,1.599501,-0.995469,0.604032,1.599501,-1.394257,0.205244,1.599501,-0.995469,0.604032,3.640178,2.0,
binance_um,STRAXUSDT,20240122,5325,1.0,1.743107,-1.361457,0.38165,1.743107,-1.513376,0.229731,1.743107,-1.361457,0.38165,1.743107,-1.513376,0.229731,5.427605,2.0,
binance_um,STRAXUSDT,20240123,5721,1.0,1.835561,-1.86787,-0.032308,1.835561,-2.037059,-0.201498,1.835561,-1.86787,-0.032308,1.835561,-2.037059,-0.201498,6.604626,2.0,
binance_um,STRAXUSDT,20240124,4612,1.0,1.737346,-1.828854,-0.091509,1.737346,-1.254787,0.482559,1.737346,-1.828854,-0.091509,1.737346,-1.254787,0.482559,5.465215,2.0,
binance_um,STRAXUSDT,20240125,6231,1.0,1.723497,-1.679934,0.043563,1.723497,-1.931973,-0.208475,1.723497,-1.679934,0.043563,1.723497,-1.931973,-0.208475,5.991535,2.0,
binance_um,STRAXUSDT,20240126,2750,1.0,1.533744,-1.395322,0.138422,1.533744,-1.379454,0.15429,1.533744,-1.395322,0.138422,1.533744,-1.379454,0.15429,3.413242,2.0,
binance_um,STRAXUSDT,20240127,1511,1.0,1.343793,-1.523399,-0.179607,1.343793,-1.381119,-0.037326,1.343793,-1.523399,-0.179607,1.343793,-1.381119,-0.037326,2.651646,2.0,
binance_um,STRAXUSDT,20240128,5546,1.0,1.792465,-1.890928,-0.098462,1.792465,-1.806038,-0.013573,1.792465,-1.890928,-0.098462,1.792465,-1.806038,-0.013573,5.498698,2.0,
binance_um,STRAXUSDT,20240129,3043,1.0,1.670946,-1.468259,0.202686,1.670946,-1.678087,-0.007142,1.670946,-1.468259,0.202686,1.670946,-1.678087,-0.007142,3.910976,2.0,
binance_um,STRAXUSDT,20240130,3263,1.0,1.61784,-1.551765,0.066074,1.61784,-1.877589,-0.25975,1.61784,-1.551765,0.066074,1.61784,-1.877589,-0.25975,3.844081,2.0,
binance_um,STRAXUSDT,20240131,2437,1.0,1.494316,-1.473348,0.020967,1.494316,-1.630869,-0.136554,1.494316,-1.473348,0.020967,1.494316,-1.630869,-0.136554,4.150273,2.0,
binance_um,STRAXUSDT,20240201,1870,1.0,1.416682,-1.754073,-0.337391,1.416682,-1.610164,-0.193483,1.416682,-1.754073,-0.337391,1.416682,-1.610164,-0.193483,3.636347,2.0,
binance_um,STRAXUSDT,20240202,2476,1.0,1.503392,-1.634526,-0.131134,1.503392,-1.761325,-0.257934,1.503392,-1.634526,-0.131134,1.503392,-1.761325,-0.257934,3.427494,2.0,
binance_um,STRAXUSDT,20240203,1285,1.0,1.191564,-1.265796,-0.074232,1.191564,-1.423727,-0.232163,1.191564,-1.265796,-0.074232,1.191564,-1.423727,-0.232163,2.098084,2.0,
binance_um,STRAXUSDT,20240204,1316,1.0,1.312063,-1.693423,-0.38136,1.312063,-2.007529,-0.695466,1.312063,-1.693423,-0.38136,1.312063,-2.007529,-0.695466,2.650989,2.0,
binance_um,STRAXUSDT,20240205,1624,1.0,1.440247,-1.523815,-0.083568,1.440247,-1.719716,-0.279469,1.440247,-1.523815,-0.083568,1.440247,-1.719716,-0.279469,3.094253,2.0,
binance_um,STRAXUSDT,20240206,2759,1.0,1.547789,-1.929957,-0.382169,1.547789,-1.768603,-0.220815,1.547789,-1.929957,-0.382169,1.547789,-1.768603,-0.220815,3.688654,2.0,
binance_um,STRAXUSDT,20240207,3917,1.0,1.763192,-1.907486,-0.144294,1.763192,-1.74366,0.019532,1.763192,-1.907486,-0.144294,1.763192,-1.74366,0.019532,5.37624,2.0,
binance_um,STRAXUSDT,20240208,2024,1.0,1.301601,-1.45295,-0.151348,1.301601,-1.76606,-0.464459,1.301601,-1.45295,-0.151348,1.301601,-1.76606,-0.464459,2.634552,2.0,
binance_um,STRAXUSDT,20240209,1468,1.0,1.287978,-1.582,-0.294022,1.287978,-1.76813,-0.480152,1.287978,-1.582,-0.294022,1.287978,-1.76813,-0.480152,2.408532,2.0,
binance_um,STRAXUSDT,20240210,1216,1.0,1.208895,-1.333567,-0.124672,1.208895,-1.572367,-0.363472,1.208895,-1.333567,-0.124672,1.208895,-1.572367,-0.363472,1.978673,2.0,
binance_um,STRAXUSDT,20240211,5226,1.0,1.556737,-1.219239,0.337498,1.556737,-0.810657,0.74608,1.556737,-1.219239,0.337498,1.556737,-0.810657,0.74608,4.378729,2.0,
binance_um,STRAXUSDT,20240212,2176,1.0,1.399115,-1.780193,-0.381078,1.399115,-2.032413,-0.633299,1.399115,-1.780193,-0.381078,1.399115,-2.032413,-0.633299,3.263285,2.0,
binance_um,STRAXUSDT,20240213,2303,1.0,1.371117,-1.557522,-0.186405,1.371117,-1.674992,-0.303875,1.371117,-1.557522,-0.186405,1.371117,-1.674992,-0.303875,3.723933,2.0,
binance_um,STRAXUSDT,20240214,1642,1.0,1.221302,-1.486586,-0.265284,1.221302,-1.315935,-0.094633,1.221302,-1.486586,-0.265284,1.221302,-1.315935,-0.094633,2.569359,2.0,
binance_um,STRAXUSDT,20240215,3500,1.0,1.458034,-1.593505,-0.135471,1.458034,-0.954867,0.503168,1.458034,-1.593505,-0.135471,1.458034,-0.954867,0.503168,4.676829,2.0,
binance_um,STRAXUSDT,20240216,5662,1.0,1.643184,-2.236856,-0.593671,1.643184,-2.173774,-0.530589,1.643184,-2.236856,-0.593671,1.643184,-2.173774,-0.530589,6.353165,2.0,
binance_um,STRAXUSDT,20240217,2681,1.0,1.383765,-1.614379,-0.230614,1.383765,-1.744527,-0.360762,1.383765,-1.614379,-0.230614,1.383765,-1.744527,-0.360762,3.934676,2.0,
binance_um,STRAXUSDT,20240218,1989,1.0,1.356969,-1.509372,-0.152403,1.356969,-1.287511,0.069458,1.356969,-1.509372,-0.152403,1.356969,-1.287511,0.069458,3.473384,2.0,
binance_um,STRAXUSDT,20240219,2085,1.0,1.246307,-1.262899,-0.016592,1.246307,-1.201872,0.044435,1.246307,-1.262899,-0.016592,1.246307,-1.201872,0.044435,3.174109,2.0,
binance_um,STRAXUSDT,20240220,4023,1.0,1.618506,-1.359606,0.2589,1.618506,-1.540908,0.077598,1.618506,-1.359606,0.2589,1.618506,-1.540908,0.077598,5.389625,2.0,
binance_um,STRAXUSDT,20240221,2421,1.0,1.319498,-1.253978,0.06552,1.319498,-0.89048,0.429019,1.319498,-1.253978,0.06552,1.319498,-0.89048,0.429019,4.372128,2.0,
binance_um,STRAXUSDT,20240222,2198,1.0,1.544933,-1.293354,0.251578,1.544933,-1.200827,0.344106,1.544933,-1.293354,0.251578,1.544933,-1.200827,0.344106,4.159832,2.0,
binance_um,STRAXUSDT,20240223,2982,1.0,1.365187,-1.725659,-0.360473,1.365187,-1.541327,-0.176141,1.365187,-1.725659,-0.360473,1.365187,-1.541327,-0.176141,4.62401,2.0,
binance_um,STRAXUSDT,20240224,1944,1.0,1.331673,-1.857939,-0.526266,1.331673,-1.655374,-0.323701,1.331673,-1.857939,-0.526266,1.331673,-1.655374,-0.323701,3.601212,2.0,
binance_um,STRAXUSDT,20240225,7090,1.0,1.824103,-1.846779,-0.022676,1.824103,-1.826936,-0.002833,1.824103,-1.846779,-0.022676,1.824103,-1.826936,-0.002833,7.72196,2.0,
binance_um,STRAXUSDT,20240226,4977,1.0,1.785447,-1.917361,-0.131914,1.785447,-2.213756,-0.428309,1.785447,-1.917361,-0.131914,1.785447,-2.213756,-0.428309,6.370973,2.0,
binance_um,STRAXUSDT,20240227,3421,1.0,1.584392,-1.348643,0.23575,1.584392,-1.99997,-0.415578,1.584392,-1.348643,0.23575,1.584392,-1.99997,-0.415578,5.152993,2.0,
binance_um,STRAXUSDT,20240228,6002,1.0,1.97432,-2.328593,-0.354273,1.97432,-2.595738,-0.621418,1.97432,-2.328593,-0.354273,1.97432,-2.595738,-0.621418,11.322089,2.0,
binance_um,STRAXUSDT,20240229,16865,1.0,2.344228,-2.406853,-0.062625,2.344228,-3.249162,-0.904934,2.344228,-2.406853,-0.062625,2.344228,-3.249162,-0.904934,14.450841,2.0,
binance_um,STRAXUSDT,20240301,12151,1.0,1.74281,-1.647889,0.094921,1.74281,-2.278162,-0.535352,1.74281,-1.647889,0.094921,1.74281,-2.278162,-0.535352,9.825647,2.0,
binance_um,STRAXUSDT,20240302,5044,1.0,1.279636,-1.451397,-0.171761,1.279636,-0.924862,0.354774,1.279636,-1.451397,-0.171761,1.279636,-0.924862,0.354774,5.502649,2.0,
binance_um,STRAXUSDT,20240303,17198,1.0,2.412913,-3.269324,-0.856411,2.412913,-3.645728,-1.232815,2.412913,-3.269324,-0.856411,2.412913,-3.645728,-1.232815,15.797606,2.0,
binance_um,STRAXUSDT,20240304,8635,1.0,1.467981,-1.940876,-0.472895,1.467981,-2.038436,-0.570455,1.467981,-1.940876,-0.472895,1.467981,-2.038436,-0.570455,8.652788,2.0,
binance_um,STRAXUSDT,20240305,19124,1.0,2.505748,-2.191851,0.313897,2.505748,-1.146191,1.359557,2.505748,-2.191851,0.313897,2.505748,-1.146191,1.359557,16.267137,2.0,
binance_um,STRAXUSDT,20240306,16961,1.0,1.988983,-2.630061,-0.641078,1.988983,-3.790478,-1.801495,1.988983,-2.630061,-0.641078,1.988983,-3.790478,-1.801495,13.991646,2.0,
binance_um,STRAXUSDT,20240307,6990,1.0,1.184014,-1.525574,-0.34156,1.184014,-1.040223,0.143791,1.184014,-1.525574,-0.34156,1.184014,-1.040223,0.143791,5.884463,2.0,
binance_um,STRAXUSDT,20240308,9229,1.0,1.963789,-2.817534,-0.853745,1.963789,-2.974286,-1.010497,1.963789,-2.817534,-0.853745,1.963789,-2.974286,-1.010497,13.268783,2.0,
binance_um,STRAXUSDT,20240309,6533,1.0,1.287704,-1.414924,-0.12722,1.287704,-1.556594,-0.26889,1.287704,-1.414924,-0.12722,1.287704,-1.556594,-0.26889,4.955536,2.0,
binance_um,STRAXUSDT,20240310,4680,1.0,1.003288,-1.36037,-0.357081,1.003288,-1.174003,-0.170715,1.003288,-1.36037,-0.357081,1.003288,-1.174003,-0.170715,4.214408,2.0,
binance_um,STRAXUSDT,20240311,7251,1.0,1.473684,-2.106945,-0.633262,1.473684,-1.895555,-0.421871,1.473684,-2.106945,-0.633262,1.473684,-1.895555,-0.421871,7.33815,2.0,
binance_um,STRAXUSDT,20240312,7698,1.0,1.398062,-1.870471,-0.472409,1.398062,-2.100353,-0.702291,1.398062,-1.870471,-0.472409,1.398062,-2.100353,-0.702291,7.402256,2.0,
binance_um,STRAXUSDT,20240313,5404,1.0,1.202883,-1.376509,-0.173626,1.202883,-1.469737,-0.266854,1.202883,-1.376509,-0.173626,1.202883,-1.469737,-0.266854,5.085422,2.0,
binance_um,STRAXUSDT,20240314,10342,1.0,1.474257,-1.564379,-0.090122,1.474257,-0.966928,0.507328,1.474257,-1.564379,-0.090122,1.474257,-0.966928,0.507328,9.601016,2.0,
binance_um,STRAXUSDT,20240315,8881,1.0,1.856112,-2.003038,-0.146926,1.856112,-1.54083,0.315282,1.856112,-2.003038,-0.146926,1.856112,-1.54083,0.315282,14.158478,2.0,
binance_um,TOMOUSDT,20230516,2771,1.0,0.749426,-1.204002,-0.454576,0.749426,-1.321195,-0.571769,0.749426,-1.204002,-0.454576,0.749426,-1.321195,-0.571769,4.267992,2.0,
binance_um,TOMOUSDT,20230517,21550,1.0,1.067386,-1.431354,-0.363968,1.067386,-0.767744,0.299642,1.067386,-1.431354,-0.363968,1.067386,-0.767744,0.299642,12.916138,2.0,
binance_um,TOMOUSDT,20230518,21925,1.0,0.675687,-0.916804,-0.241117,0.675687,-0.793271,-0.117584,0.675687,-0.916804,-0.241117,0.675687,-0.793271,-0.117584,7.872413,2.0,
binance_um,TOMOUSDT,20230519,14728,1.0,0.657845,-1.084472,-0.426627,0.657845,-1.261802,-0.603958,0.657845,-1.084472,-0.426627,0.657845,-1.261802,-0.603958,6.308549,2.0,
binance_um,TOMOUSDT,20230520,9980,1.0,0.625893,-1.298304,-0.672412,0.625893,-1.151211,-0.525318,0.625893,-1.298304,-0.672412,0.625893,-1.151211,-0.525318,5.295859,2.0,
binance_um,TOMOUSDT,20230521,10393,1.0,0.613721,-1.019063,-0.405342,0.613721,-0.936714,-0.322993,0.613721,-1.019063,-0.405342,0.613721,-0.936714,-0.322993,4.551955,2.0,
binance_um,TOMOUSDT,20230522,22531,1.0,0.706892,-0.784084,-0.077192,0.706892,-0.734757,-0.027866,0.706892,-0.784084,-0.077192,0.706892,-0.734757,-0.027866,8.111303,2.0,
binance_um,TOMOUSDT,20230523,31827,1.0,0.786165,-1.492706,-0.706541,0.786165,-1.534734,-0.748569,0.786165,-1.492706,-0.706541,0.786165,-1.534734,-0.748569,11.288396,2.0,
binance_um,TOMOUSDT,20230524,29411,1.0,0.779221,-1.5781,-0.798879,0.779221,-1.776924,-0.997703,0.779221,-1.5781,-0.798879,0.779221,-1.776924,-0.997703,10.844322,2.0,
binance_um,TOMOUSDT,20230525,23792,1.0,0.67393,-1.306774,-0.632844,0.67393,-1.449479,-0.775549,0.67393,-1.306774,-0.632844,0.67393,-1.449479,-0.775549,8.178292,2.0,
binance_um,TOMOUSDT,20230526,11522,1.0,0.548623,-1.235775,-0.687152,0.548623,-1.338346,-0.789723,0.548623,-1.235775,-0.687152,0.548623,-1.338346,-0.789723,4.997286,2.0,
binance_um,TOMOUSDT,20230527,13329,1.0,0.570089,-1.47369,-0.903601,0.570089,-1.420437,-0.850348,0.570089,-1.47369,-0.903601,0.570089,-1.420437,-0.850348,6.098999,2.0,
binance_um,TOMOUSDT,20230528,45202,1.0,1.702866,-2.510306,-0.80744,1.702866,-1.060871,0.641995,1.702866,-2.510306,-0.80744,1.702866,-1.060871,0.641995,35.975949,2.0,
binance_um,TOMOUSDT,20230529,75145,1.0,0.672882,-0.971671,-0.298789,0.672882,-0.846185,-0.173303,0.672882,-0.971671,-0.298789,0.672882,-0.846185,-0.173303,12.939274,2.0,
binance_um,TOMOUSDT,20230530,25688,1.0,0.525259,-1.168019,-0.64276,0.525259,-1.075534,-0.550275,0.525259,-1.168019,-0.64276,0.525259,-1.075534,-0.550275,7.903534,2.0,
binance_um,TOMOUSDT,20230531,22966,1.0,0.652913,-1.33312,-0.680206,0.652913,-1.26836,-0.615446,0.652913,-1.33312,-0.680206,0.652913,-1.26836,-0.615446,7.985709,2.0,
binance_um,TOMOUSDT,20230601,12435,1.0,0.55277,-1.118001,-0.565231,0.55277,-0.981526,-0.428756,0.55277,-1.118001,-0.565231,0.55277,-0.981526,-0.428756,5.0795,2.0,
binance_um,TOMOUSDT,20230602,11342,1.0,0.537245,-1.284281,-0.747036,0.537245,-1.202454,-0.665209,0.537245,-1.284281,-0.747036,0.537245,-1.202454,-0.665209,5.108936,2.0,
binance_um,TOMOUSDT,20230603,9658,1.0,0.547055,-1.375735,-0.82868,0.547055,-1.216071,-0.669016,0.547055,-1.375735,-0.82868,0.547055,-1.216071,-0.669016,5.153774,2.0,
binance_um,TOMOUSDT,20230604,15443,1.0,0.627162,-1.234427,-0.607265,0.627162,-1.239359,-0.612197,0.627162,-1.234427,-0.607265,0.627162,-1.239359,-0.612197,6.391865,2.0,
binance_um,TOMOUSDT,20230605,17431,1.0,1.742678,-1.96878,-0.226102,1.742678,-1.860636,-0.117958,1.742678,-1.96878,-0.226102,1.742678,-1.860636,-0.117958,10.566359,2.0,
binance_um,TOMOUSDT,20230606,48489,1.0,0.95789,-1.242613,-0.284724,0.95789,-1.423829,-0.465939,0.95789,-1.242613,-0.284724,0.95789,-1.423829,-0.465939,12.072106,2.0,
binance_um,TOMOUSDT,20230607,24403,1.0,0.615057,-0.958876,-0.343819,0.615057,-0.791405,-0.176348,0.615057,-0.958876,-0.343819,0.615057,-0.791405,-0.176348,7.609379,2.0,
binance_um,TOMOUSDT,20230608,70995,1.0,0.795836,-0.932162,-0.136326,0.795836,-0.658427,0.137408,0.795836,-0.932162,-0.136326,0.795836,-0.658427,0.137408,14.525489,2.0,
binance_um,TOMOUSDT,20230609,49178,1.0,0.602472,-0.961817,-0.359345,0.602472,-0.81064,-0.208169,0.602472,-0.961817,-0.359345,0.602472,-0.81064,-0.208169,10.547894,2.0,
binance_um,TOMOUSDT,20230610,69604,1.0,0.991797,-1.018249,-0.026452,0.991797,-0.673532,0.318265,0.991797,-1.018249,-0.026452,0.991797,-0.673532,0.318265,16.672594,2.0,
binance_um,TOMOUSDT,20230611,43942,1.0,0.671875,-1.118613,-0.446738,0.671875,-1.015191,-0.343317,0.671875,-1.118613,-0.446738,0.671875,-1.015191,-0.343317,10.318245,2.0,
binance_um,TOMOUSDT,20230612,61919,1.0,0.686828,-0.946895,-0.260067,0.686828,-1.019676,-0.332848,0.686828,-0.946895,-0.260067,0.686828,-1.019676,-0.332848,14.995139,2.0,
binance_um,TOMOUSDT,20230613,34302,1.0,0.555243,-0.800144,-0.244901,0.555243,-0.448622,0.106621,0.555243,-0.800144,-0.244901,0.555243,-0.448622,0.106621,8.667005,2.0,
binance_um,TOMOUSDT,20230614,65464,1.0,0.692735,-1.017256,-0.324521,0.692735,-0.961531,-0.268796,0.692735,-1.017256,-0.324521,0.692735,-0.961531,-0.268796,11.751746,2.0,
binance_um,TOMOUSDT,20230615,28948,1.0,0.522167,-0.75984,-0.237673,0.522167,-0.580699,-0.058531,0.522167,-0.75984,-0.237673,0.522167,-0.580699,-0.058531,7.454722,2.0,
binance_um,TOMOUSDT,20230616,24727,1.0,0.483756,-0.931631,-0.447874,0.483756,-0.771214,-0.287458,0.483756,-0.931631,-0.447874,0.483756,-0.771214,-0.287458,6.579537,2.0,
binance_um,TOMOUSDT,20230617,18588,1.0,0.506612,-1.018961,-0.512349,0.506612,-0.97898,-0.472368,0.506612,-1.018961,-0.512349,0.506612,-0.97898,-0.472368,6.577752,2.0,
binance_um,TOMOUSDT,20230618,28206,1.0,0.567739,-0.807268,-0.239529,0.567739,-0.90454,-0.336801,0.567739,-0.807268,-0.239529,0.567739,-0.90454,-0.336801,7.69681,2.0,
binance_um,TOMOUSDT,20230619,31843,1.0,0.616843,-0.888885,-0.272042,0.616843,-0.78879,-0.171947,0.616843,-0.888885,-0.272042,0.616843,-0.78879,-0.171947,8.34074,2.0,
binance_um,TOMOUSDT,20230620,41307,1.0,0.843853,-1.143874,-0.30002,0.843853,-0.918661,-0.074807,0.843853,-1.143874,-0.30002,0.843853,-0.918661,-0.074807,14.206137,2.0,
binance_um,TOMOUSDT,20230621,28200,1.0,0.72029,-1.229861,-0.50957,0.72029,-0.986649,-0.266359,0.72029,-1.229861,-0.50957,0.72029,-0.986649,-0.266359,9.728265,2.0,
binance_um,TOMOUSDT,20230622,26669,1.0,0.722092,-1.07509,-0.352999,0.722092,-1.001773,-0.279681,0.722092,-1.07509,-0.352999,0.722092,-1.001773,-0.279681,9.030427,2.0,
binance_um,TOMOUSDT,20230623,24654,1.0,0.644471,-1.083601,-0.43913,0.644471,-1.010894,-0.366424,0.644471,-1.083601,-0.43913,0.644471,-1.010894,-0.366424,7.947843,2.0,
binance_um,TOMOUSDT,20230624,40369,1.0,0.71927,-1.42208,-0.70281,0.71927,-1.254132,-0.534861,0.71927,-1.42208,-0.70281,0.71927,-1.254132,-0.534861,12.054872,2.0,
binance_um,TOMOUSDT,20230625,20190,1.0,0.546693,-1.202644,-0.655951,0.546693,-1.362379,-0.815687,0.546693,-1.202644,-0.655951,0.546693,-1.362379,-0.815687,7.320197,2.0,
binance_um,TOMOUSDT,20230626,32027,1.0,0.688651,-1.273741,-0.58509,0.688651,-1.233203,-0.544553,0.688651,-1.273741,-0.58509,0.688651,-1.233203,-0.544553,9.20183,2.0,
binance_um,TOMOUSDT,20230627,26061,1.0,0.553661,-1.02577,-0.472109,0.553661,-0.937128,-0.383467,0.553661,-1.02577,-0.472109,0.553661,-0.937128,-0.383467,7.304958,2.0,
