coin,date,level,mean_markout_bp,n_fills,n_opportunities
DOGE,20240129,1,-1.59339711655543,754,574338
DOGE,20240129,2,-1.5033705156822958,184,574338
DOGE,20240129,3,-2.33518360286664,100,574338
DOGE,20240129,4,-5.111257890833212,70,574338
DOGE,20240129,5,-5.826300323000433,41,574338
DOGE,20240204,1,-3.1657554675033532,119,440937
DOGE,20240204,2,1.194734797240713,31,440937
DOGE,20240204,3,-1.1379432382817911,13,440937
DOGE,20240204,4,-4.788336788030168,8,440937
DOGE,20240204,5,-23.55477892741439,5,440937
DOGE,20240320,1,-0.5880082033694721,7182,804773
DOGE,20240320,2,-1.2922258368528354,2131,804773
DOGE,20240320,3,-1.0049475748891183,1289,804773
DOGE,20240320,4,-1.760804223667304,901,804773
DOGE,20240320,5,-1.875240372278033,628,804773
DOGE,20240507,1,-0.5174757055268344,1866,777474
DOGE,20240507,2,-0.23579129145702038,430,777474
DOGE,20240507,3,1.307524745250015,258,777474
DOGE,20240507,4,0.752154039045439,192,777474
DOGE,20240507,5,2.234429583269523,119,777474
DOGE,20240510,1,-0.13268995822017782,1576,764048
DOGE,20240510,2,0.12010921479688566,399,764048
DOGE,20240510,3,2.2865000322060305,226,764048
DOGE,20240510,4,1.904737758319208,158,764048
DOGE,20240510,5,3.9095922084435863,109,764048
DOGE,20240808,1,-1.0668708442773667,2757,792244
DOGE,20240808,2,-1.549178046607261,294,792244
DOGE,20240808,3,-1.663024586144087,98,792244
DOGE,20240808,4,-2.6054003594088004,37,792244
DOGE,20240808,5,0.7620048636306083,17,792244
DOGE,20240829,1,-1.2982173915485222,709,739495
DOGE,20240829,2,-0.21666346064628964,47,739495
DOGE,20240829,3,-3.4036196071500497,24,739495
DOGE,20240829,4,1.3843037256698631,15,739495
DOGE,20240829,5,0.49699172121654583,5,739495
DOGE,20240901,1,-1.1907252431045299,735,722066
DOGE,20240901,2,-0.872106401339433,74,722066
DOGE,20240901,3,1.0745651463682413,38,722066
DOGE,20240901,4,1.186772528189214,23,722066
DOGE,20240901,5,2.3450557170620008,15,722066
DOGE,20241109,1,-0.6120732169745191,7294,772058
DOGE,20241109,2,-0.05363067598052272,1701,772058
DOGE,20241109,3,0.07323151269351286,1104,772058
DOGE,20241109,4,0.6915395260878477,822,772058
DOGE,20241109,5,0.9829819156598493,596,772058
DOGE,20241115,1,-0.36232514085307727,16211,807122
DOGE,20241115,2,0.08868929999291403,5112,807122
DOGE,20241115,3,0.3950386113646415,3578,807122
DOGE,20241115,4,0.4099300377950105,2742,807122
DOGE,20241115,5,0.6134464498470056,2339,807122
DOGE,20241203,1,-0.6865748127044566,9768,797760
DOGE,20241203,2,-0.7337551347368062,2898,797760
DOGE,20241203,3,-0.9441188932307021,2252,797760
DOGE,20241203,4,-0.48485574585688174,1706,797760
DOGE,20241203,5,-0.16953954362464735,1462,797760
DOGE,20241206,1,-0.5971936121028458,7427,791683
DOGE,20241206,2,-0.33904894218985426,1761,791683
DOGE,20241206,3,-0.46794433070521924,1440,791683
DOGE,20241206,4,-0.26835022009163306,1108,791683
DOGE,20241206,5,0.3859829319931871,847,791683
DOGE,20241209,1,-1.1099796626489762,17021,804424
DOGE,20241209,2,-1.3559778369715543,5646,804424
DOGE,20241209,3,-1.2933392784840285,4851,804424
DOGE,20241209,4,-1.9165401347088988,3862,804424
DOGE,20241209,5,-1.1585814992676993,3325,804424
DOGE,20241221,1,-0.7914318384576204,11518,816801
DOGE,20241221,2,-0.591355095286799,3655,816801
DOGE,20241221,3,-0.7348699801069717,2906,816801
DOGE,20241221,4,-0.7794065566837524,2395,816801
DOGE,20241221,5,-0.16468938658094606,2015,816801
DOGE,20250114,1,-0.25658984323645034,4996,782311
DOGE,20250114,2,0.38498768620526774,1423,782311
DOGE,20250114,3,0.49214148485291753,1095,782311
DOGE,20250114,4,1.2679976249204017,879,782311
DOGE,20250114,5,1.2630577579982099,765,782311
DOGE,20250719,1,-0.5029531584501628,7978,820710
DOGE,20250719,2,-0.1842194417735082,3030,820710
DOGE,20250719,3,-0.09601574236304683,2338,820710
DOGE,20250719,4,-0.12036016932528387,1614,820710
DOGE,20250719,5,-0.1022871383248714,1099,820710
DOGE,20250722,1,-0.6269148662549701,7913,822388
DOGE,20250722,2,-0.5314928289736294,2573,822388
DOGE,20250722,3,-0.5927988751774314,2029,822388
DOGE,20250722,4,-0.04092327166254406,1442,822388
DOGE,20250722,5,-0.018452326292693555,988,822388
ETH,20230428,1,-1.0281275870880242,1297,582890
ETH,20230428,2,-1.5801638681539996,673,582890
ETH,20230428,3,-1.8920330046789866,369,582890
ETH,20230428,4,-1.9051138504745446,268,582890
ETH,20230428,5,-1.0175273979083448,203,582890
ETH,20230507,1,-1.1014351466366912,1012,528964
ETH,20230507,2,-1.3408864271595458,604,528964
ETH,20230507,3,-4.413871938533923,381,528964
ETH,20230507,4,-1.2158000213634603,215,528964
ETH,20230507,5,-1.683370036053404,170,528964
ETH,20230615,1,-0.608414977292756,1012,532326
ETH,20230615,2,-1.3408750770983098,661,532326
ETH,20230615,3,-1.2798769083390524,321,532326
ETH,20230615,4,-0.46677980735014674,193,532326
ETH,20230615,5,-0.29376733691305174,137,532326
ETH,20230703,1,-1.7130590462951691,988,601363
ETH,20230703,2,-1.696538223111475,441,601363
ETH,20230703,3,-1.3962007484319936,258,601363
ETH,20230703,4,-1.794739822051099,154,601363
ETH,20230703,5,-1.5610096304144438,104,601363
ETH,20230709,1,-1.6904489365025899,342,412446
ETH,20230709,2,-1.66380591271863,189,412446
ETH,20230709,3,-1.0194228502028613,97,412446
ETH,20230709,4,-0.8130191249343999,72,412446
ETH,20230709,5,-0.3363513477963688,45,412446
ETH,20230907,1,-1.8799444478586118,578,464352
ETH,20230907,2,-2.1245989007813595,305,464352
ETH,20230907,3,-2.0579987813249403,193,464352
ETH,20230907,4,-1.8005705243467742,128,464352
ETH,20230907,5,-4.3635245319765525,72,464352
ETH,20230928,1,-1.3436981262297463,1125,558331
ETH,20230928,2,-1.8849994741891591,672,558331
ETH,20230928,3,-1.417743553609026,391,558331
ETH,20230928,4,-1.5052885001668503,285,558331
ETH,20230928,5,-1.4423088854189465,256,558331
ETH,20231203,1,-1.3704122055063408,1132,612155
ETH,20231203,2,-1.748258473071495,400,612155
ETH,20231203,3,-1.338414515152325,254,612155
ETH,20231203,4,-0.8740789832066618,174,612155
ETH,20231203,5,0.7133205820647217,146,612155
ETH,20231206,1,-0.6720186988694261,1987,709880
ETH,20231206,2,-0.9852428153728094,623,709880
ETH,20231206,3,-0.7208844826135427,432,709880
ETH,20231206,4,-1.0172252300753695,267,709880
ETH,20231206,5,-0.43327719820829297,290,709880
ETH,20231227,1,-0.44519863959059375,2716,707104
ETH,20231227,2,-0.4711672290366825,730,707104
ETH,20231227,3,-0.8225046741185971,491,707104
ETH,20231227,4,-0.3385439966176835,353,707104
ETH,20231227,5,-0.6398379354027716,310,707104
ETH,20240311,1,-0.7093654886566841,6035,768633
ETH,20240311,2,-0.6290433183327235,1382,768633
ETH,20240311,3,0.48261545667422734,936,768633
ETH,20240311,4,-0.25220776247010174,643,768633
ETH,20240311,5,0.39967842722993835,553,768633
ETH,20240314,1,-0.308177904904684,6949,771888
ETH,20240314,2,0.47727929711496875,1737,771888
ETH,20240314,3,-0.16685212310756511,998,771888
ETH,20240314,4,0.5475289839232937,786,771888
ETH,20240314,5,-0.19004542096238994,727,771888
ETH,20240425,1,-0.7319578487071053,3974,739934
ETH,20240425,2,0.0264431338745355,866,739934
ETH,20240425,3,-0.037990346711328345,589,739934
ETH,20240425,4,0.3032561733987764,454,739934
ETH,20240425,5,-0.005554590978327587,311,739934
ETH,20240513,1,-0.5696719792639278,2149,724413
ETH,20240513,2,-0.783378900313786,539,724413
ETH,20240513,3,-0.17792675210974426,438,724413
ETH,20240513,4,-0.7993713796221015,347,724413
ETH,20240513,5,-0.11276739118572084,236,724413
ETH,20240811,1,-1.217976124729491,3578,749094
ETH,20240811,2,-0.5032384873666551,887,749094
ETH,20240811,3,-1.537966377018385,637,749094
ETH,20240811,4,-1.6292995766046667,490,749094
ETH,20240811,5,-0.6767813089975734,446,749094
ETH,20240817,1,-0.9320345394111531,642,631718
ETH,20240817,2,-1.0212911497270172,108,631718
ETH,20240817,3,-0.8263314232116893,117,631718
ETH,20240817,4,-1.7571569222354402,89,631718
ETH,20240817,5,-1.1062946277415002,64,631718
ETH,20240901,1,-0.7585033957770108,2776,691942
ETH,20240901,2,-0.6196905422546313,722,691942
ETH,20240901,3,0.05041383219101982,541,691942
ETH,20240901,4,-0.6954152728864865,539,691942
ETH,20240901,5,-0.9422269138986153,406,691942
ETH,20241022,1,-1.0103275215862313,2059,654636
ETH,20241022,2,-0.9818297570299257,356,654636
ETH,20241022,3,-1.139071554653277,442,654636
ETH,20241022,4,-0.9515015886373347,427,654636
ETH,20241022,5,-1.0275459943352916,415,654636
ETH,20241118,1,-0.5042669285978242,4772,760446
ETH,20241118,2,-0.2626127567205216,1019,760446
ETH,20241118,3,-0.6922657981196337,997,760446
ETH,20241118,4,-0.7900634347822834,927,760446
ETH,20241118,5,-0.06949102662760785,783,760446
ETH,20241215,1,-0.8981621001609384,2731,619279
ETH,20241215,2,-0.9082888735313454,451,619279
ETH,20241215,3,-0.5219591025887113,426,619279
ETH,20241215,4,-0.4939799283373171,323,619279
ETH,20241215,5,-0.8915664279427915,307,619279
ETH,20241218,1,-1.0863371892403575,10016,741703
ETH,20241218,2,-0.8425157229069212,2136,741703
ETH,20241218,3,-2.4662243554680834,1796,741703
ETH,20241218,4,-1.0845932643400094,1462,741703
ETH,20241218,5,-1.2908008897987922,1489,741703
ETH,20241230,1,-0.7023982198739168,6756,691888
ETH,20241230,2,-0.7748241067388186,1217,691888
ETH,20241230,3,-1.010129819269625,983,691888
ETH,20241230,4,-0.7599306481041737,913,691888
ETH,20241230,5,-0.8204905667315405,905,691888
ETH,20250129,1,-0.5926589341822036,4771,712684
ETH,20250129,2,-0.6433011404221225,1301,712684
ETH,20250129,3,-0.2880808531043629,1178,712684
ETH,20250129,4,-1.2879806554821556,1116,712684
ETH,20250129,5,-0.5838318863270561,1044,712684
ETH,20250719,1,-0.7716844134935167,2140,708787
ETH,20250719,2,-0.09046444036787968,636,708787
ETH,20250719,3,-0.5356511626415565,452,708787
ETH,20250719,4,-0.15006974129308934,501,708787
ETH,20250719,5,-0.6199368499514063,427,708787
HYPE,20250102,1,-0.25446729970170995,3384,507113
HYPE,20250102,2,-0.2543364529849138,1002,507113
HYPE,20250102,3,0.3008211230292177,734,507113
HYPE,20250102,4,-0.9889208958636174,571,507113
HYPE,20250102,5,-0.6268159121300853,417,507113
HYPE,20250201,1,-1.5158356212539879,4174,538566
HYPE,20250201,2,-2.141236035424376,1288,538566
HYPE,20250201,3,-0.6391912292122657,985,538566
HYPE,20250201,4,-0.45098258336526587,771,538566
HYPE,20250201,5,-0.44077043518674963,693,538566
HYPE,20250204,1,-1.1114876198715482,7344,631977
HYPE,20250204,2,0.0287483374880501,1874,631977
HYPE,20250204,3,-0.1664019783930011,1346,631977
HYPE,20250204,4,-0.7389719380167081,1198,631977
HYPE,20250204,5,-0.2173620378248132,975,631977
HYPE,20250502,1,-0.7863413017220896,1085,453416
HYPE,20250502,2,-0.37521062854372494,378,453416
HYPE,20250502,3,-0.914774406252514,336,453416
HYPE,20250502,4,-0.3384869317820159,245,453416
HYPE,20250502,5,-1.687100167243547,182,453416
LINK,20230425,1,-1.3523197108581717,136,464634
LINK,20230425,2,-1.3035862506351816,29,464634
LINK,20230425,3,0.08278040555876427,14,464634
LINK,20230425,4,3.988684604980346,2,464634
LINK,20230425,5,,0,464634
LINK,20230501,1,-4.330687841859598,202,453903
LINK,20230501,2,-1.4432908584585844,53,453903
LINK,20230501,3,5.210487143192876,15,453903
LINK,20230501,4,-3.524400646483665,11,453903
LINK,20230501,5,4.158840443928992,6,453903
LINK,20230525,1,-0.6778889368827866,80,438658
LINK,20230525,2,3.7670906247702964,26,438658
LINK,20230525,3,20.179468833696692,2,438658
LINK,20230525,4,8.198960162919228,2,438658
LINK,20230525,5,12.128708657786353,2,438658
LINK,20230531,1,-0.15815097651405965,119,471825
LINK,20230531,2,0.5704175291680412,25,471825
LINK,20230531,3,-0.15626579520965184,9,471825
LINK,20230531,4,19.526673435913732,1,471825
LINK,20230531,5,15.324791871433296,2,471825
LINK,20230603,1,-0.2831402560504167,22,361209
LINK,20230603,2,0.33127858278555333,7,361209
LINK,20230603,3,0.7782313759368377,3,361209
LINK,20230603,4,,0,361209
LINK,20230603,5,,0,361209
LINK,20230618,1,-4.5418990189871336,89,311579
LINK,20230618,2,-0.3737239509597042,26,311579
LINK,20230618,3,16.599471592759276,14,311579
LINK,20230618,4,60.501514647722885,5,311579
LINK,20230618,5,13.194494376279273,4,311579
LINK,20230630,1,-5.421900384114248,708,588868
LINK,20230630,2,-5.469910355763686,257,588868
LINK,20230630,3,-5.718925152853302,130,588868
LINK,20230630,4,0.11940503410829029,62,588868
LINK,20230630,5,-2.746732192261125,30,588868
LINK,20230718,1,-0.14060924858796778,258,511776
LINK,20230718,2,-0.010643714883814551,72,511776
LINK,20230718,3,-2.5439436968534297,25,511776
LINK,20230718,4,3.887042247148765,10,511776
LINK,20230718,5,7.252238309511426,6,511776
LINK,20230802,1,1.4795510403680576,280,439818
LINK,20230802,2,1.5897164412762976,98,439818
LINK,20230802,3,2.9677545018254636,38,439818
LINK,20230802,4,3.691889173560314,19,439818
LINK,20230802,5,4.013477274511806,11,439818
LINK,20240117,1,-0.9287242543054378,1118,642015
LINK,20240117,2,-0.5134335634026649,460,642015
LINK,20240117,3,-0.40580670911316324,284,642015
LINK,20240117,4,-0.6490651844907912,199,642015
LINK,20240117,5,-0.5512694832094063,157,642015
LINK,20240314,1,0.29306855657993014,3044,687030
LINK,20240314,2,0.41572816759489784,984,687030
LINK,20240314,3,1.1656348611846847,568,687030
LINK,20240314,4,1.0870790400037353,411,687030
LINK,20240314,5,1.0720376272995187,298,687030
LINK,20240320,1,-0.17645174374849484,2346,750891
LINK,20240320,2,0.6480453629173415,687,750891
LINK,20240320,3,0.21386112759683204,455,750891
LINK,20240320,4,1.9789418402410668,319,750891
LINK,20240320,5,1.1436810265760347,214,750891
LINK,20240407,1,-0.21467654834000685,260,455541
LINK,20240407,2,-1.3826744775414368,65,455541
LINK,20240407,3,0.35135079197318725,48,455541
LINK,20240407,4,-0.7816333439814394,25,455541
LINK,20240407,5,-1.0970880872646054,21,455541
LINK,20240618,1,-2.8721870122412847,2518,716389
LINK,20240618,2,-5.887778548075597,848,716389
LINK,20240618,3,-6.81257676751146,563,716389
LINK,20240618,4,-9.354625090372366,423,716389
LINK,20240618,5,-13.686116685439876,314,716389
LINK,20240709,1,-0.3389871785085912,955,693631
LINK,20240709,2,1.7908442051999367,287,693631
LINK,20240709,3,2.3223568410388253,166,693631
LINK,20240709,4,3.5384970282031842,84,693631
LINK,20240709,5,2.792930172510126,61,693631
LINK,20240730,1,-0.6620744828063699,627,639925
LINK,20240730,2,-0.08120450270822509,105,639925
LINK,20240730,3,-0.9534465026834716,43,639925
LINK,20240730,4,0.34014294649572335,9,639925
LINK,20240730,5,-7.317802622906278,3,639925
LINK,20240805,1,-1.9217845981976123,8015,800879
LINK,20240805,2,-3.551443192103836,2899,800879
LINK,20240805,3,-4.364808635274123,1642,800879
LINK,20240805,4,-5.88734991739898,1057,800879
LINK,20240805,5,-5.788830601171697,723,800879
LINK,20241004,1,-0.9313600413339389,450,662553
LINK,20241004,2,-0.6119381821595825,67,662553
LINK,20241004,3,-3.0913798165475024,28,662553
LINK,20241004,4,-1.0409783743557186,22,662553
LINK,20241004,5,-5.653145315332531,7,662553
LINK,20241112,1,-0.7694869045808195,3509,787967
LINK,20241112,2,-1.1974258415192554,1126,787967
LINK,20241112,3,-0.8784985532473223,694,787967
LINK,20241112,4,1.185685584722155,433,787967
LINK,20241112,5,0.3417023643286632,264,787967
LINK,20241121,1,-0.42816209579809184,2386,743026
LINK,20241121,2,0.4957908290409679,583,743026
LINK,20241121,3,1.0700142740688612,369,743026
LINK,20241121,4,1.3097777326013689,242,743026
LINK,20241121,5,1.443246557468725,169,743026
LINK,20241212,1,0.02291452206890325,10757,795187
LINK,20241212,2,0.8629575889457956,3621,795187
LINK,20241212,3,0.8127851561811862,3025,795187
LINK,20241212,4,0.5686087167666445,2627,795187
LINK,20241212,5,1.52041674042699,2094,795187
LINK,20250102,1,-0.7883615506343915,1474,769354
LINK,20250102,2,-0.014585597968047617,620,769354
LINK,20250102,3,0.07719806038594952,474,769354
LINK,20250102,4,0.8973209464022284,300,769354
LINK,20250102,5,0.5699813869627292,185,769354
LINK,20250120,1,-0.4836919546484444,11351,791848
LINK,20250120,2,-0.06167647405312978,5316,791848
LINK,20250120,3,-0.29046307303166186,4488,791848
LINK,20250120,4,-0.5732425829558796,3882,791848
LINK,20250120,5,-0.16064729631835312,3053,791848
LINK,20250126,1,-0.9068838014990204,1196,698919
LINK,20250126,2,-0.4217266558902906,436,698919
LINK,20250126,3,-0.5606636612037279,336,698919
LINK,20250126,4,-0.03243906545625223,286,698919
LINK,20250126,5,0.6185356702096407,221,698919
LTC,20230501,1,-3.431097907316227,343,553064
LTC,20230501,2,-2.1256381240217848,152,553064
LTC,20230501,3,-17.89609155583022,34,553064
LTC,20230501,4,-7.045515107598919,23,553064
LTC,20230501,5,-19.38106137424075,16,553064
LTC,20230510,1,-2.7574233041780096,742,615061
LTC,20230510,2,-6.367890839877492,345,615061
LTC,20230510,3,-11.90473578132163,115,615061
LTC,20230510,4,-10.64149074805843,70,615061
LTC,20230510,5,-11.957059967944078,31,615061
LTC,20230522,1,-0.3860128156655657,84,490233
LTC,20230522,2,-0.46721241711574363,15,490233
LTC,20230522,3,2.75163722414743,1,490233
LTC,20230522,4,0.8166592059104788,4,490233
LTC,20230522,5,2.195856855509301,4,490233
LTC,20230531,1,-1.7547870812838293,204,434993
LTC,20230531,2,-2.5729296725615463,74,434993
LTC,20230531,3,6.381101733464601,31,434993
LTC,20230531,4,6.605561745012092,14,434993
LTC,20230531,5,3.2093619198543615,12,434993
LTC,20230603,1,0.7128024915869132,138,415132
LTC,20230603,2,2.4827014222607597,23,415132
LTC,20230603,3,2.5091809166557324,8,415132
LTC,20230603,4,-3.5886348271101234,3,415132
LTC,20230603,5,4.672733807509595,2,415132
LTC,20230609,1,-0.093872781200483,133,448998
LTC,20230609,2,-0.8308325541715224,48,448998
LTC,20230609,3,-1.384569459903387,20,448998
LTC,20230609,4,10.47453997875859,12,448998
LTC,20230609,5,-0.6200523030466171,3,448998
LTC,20230621,1,-1.5838507407642655,455,569720
LTC,20230621,2,-2.954869822397311,170,569720
LTC,20230621,3,-3.658318834525115,53,569720
LTC,20230621,4,0.5705182140587272,26,569720
LTC,20230621,5,9.149540531094086,13,569720
LTC,20230724,1,-18.274714897357935,395,467280
LTC,20230724,2,-28.98838218881166,168,467280
LTC,20230724,3,-28.818906351838205,119,467280
LTC,20230724,4,-44.95183805080112,60,467280
LTC,20230724,5,-68.64560369230242,38,467280
LTC,20231004,1,0.0842343398206554,20,431319
LTC,20231004,2,0.7830154577326468,3,431319
LTC,20231004,3,5.46182354202697,3,431319
LTC,20231004,4,6.259978207869619,2,431319
LTC,20231004,5,8.618663323669939,1,431319
LTC,20231112,1,-1.2293327458884427,178,531674
LTC,20231112,2,-0.8203721349688963,26,531674
LTC,20231112,3,-1.1808048588884248,15,531674
LTC,20231112,4,6.5455050851422625,5,531674
LTC,20231112,5,,0,531674
LTC,20231130,1,-1.5935358621431948,33,287290
LTC,20231130,2,1.1984216370789744,3,287290
LTC,20231130,3,18.06488908158104,1,287290
LTC,20231130,4,12.21176639609338,1,287290
LTC,20231130,5,,0,287290
LTC,20231218,1,4.870449216906253,166,407590
LTC,20231218,2,9.641962513699458,30,407590
LTC,20231218,3,17.67132592504388,17,407590
LTC,20231218,4,23.694093733864953,7,407590
LTC,20231218,5,32.11165914211325,3,407590
LTC,20240111,1,-0.013970242677439904,572,563784
LTC,20240111,2,0.9687850634256452,204,563784
LTC,20240111,3,0.7191745759989515,80,563784
LTC,20240111,4,5.2761789397492596,52,563784
LTC,20240111,5,1.5392379389925512,37,563784
LTC,20240320,1,-0.3645352545150503,1091,750753
LTC,20240320,2,0.04971367023416842,221,750753
LTC,20240320,3,-3.4170567427847156,67,750753
LTC,20240320,4,2.8072912012834084,29,750753
LTC,20240320,5,3.242292294958225,19,750753
LTC,20240630,1,-2.2835143554760795,109,438361
LTC,20240630,2,-0.24646573092294127,26,438361
LTC,20240630,3,-3.24158578955944,6,438361
LTC,20240630,4,2.078030182903109,3,438361
LTC,20240630,5,9.084075486153411,4,438361
LTC,20240802,1,-1.873233100401133,300,640221
LTC,20240802,2,-1.7066334975031152,38,640221
LTC,20240802,3,0.06547014294897711,22,640221
LTC,20240802,4,3.9541124873761238,17,640221
LTC,20240802,5,5.009382223494431,5,640221
LTC,20241127,1,-0.3246104239730279,1138,772629
LTC,20241127,2,0.7167520018812623,260,772629
LTC,20241127,3,1.1193301058745393,137,772629
LTC,20241127,4,3.1574446029744716,70,772629
LTC,20241127,5,2.2846609734245424,33,772629
LTC,20250228,1,1.027558201462592,4923,796191
LTC,20250228,2,1.7799357891447698,2012,796191
LTC,20250228,3,2.9138532168556575,1100,796191
LTC,20250228,4,2.0306791055779163,625,796191
LTC,20250228,5,5.036008081624642,371,796191
LTC,20250429,1,-0.7324907430115497,294,719712
LTC,20250429,2,0.04190242120917083,58,719712
LTC,20250429,3,-1.2604744260522784,34,719712
LTC,20250429,4,0.5920717549983792,16,719712
LTC,20250429,5,-0.12660822373678263,6,719712
LTC,20250716,1,-0.2265651369257931,662,757023
LTC,20250716,2,0.29695457208297915,151,757023
LTC,20250716,3,-0.2799329179915162,62,757023
LTC,20250716,4,1.0055682689423369,42,757023
LTC,20250716,5,0.5966331987714327,43,757023
LTC,20250816,1,-0.3827941716018811,235,672501
LTC,20250816,2,-0.007934341601605568,76,672501
LTC,20250816,3,1.3612019614750166,26,672501
LTC,20250816,4,3.1414830389631123,16,672501
LTC,20250816,5,2.136333552005889,12,672501
OP,20230410,1,-1.5580638624826988,391,530398
OP,20230410,2,-2.498496955843186,123,530398
OP,20230410,3,-1.6304418381023817,73,530398
OP,20230410,4,-5.213144866588293,43,530398
OP,20230410,5,-2.987808027472022,30,530398
OP,20230416,1,-0.3663126427650652,623,522155
OP,20230416,2,-1.7489360541665646,402,522155
OP,20230416,3,-0.9381877022296958,282,522155
OP,20230416,4,-0.5483658329438749,203,522155
OP,20230416,5,-2.30161809595747,144,522155
OP,20230419,1,-1.3232111592410378,1948,588583
OP,20230419,2,-1.4139398871924727,1218,588583
OP,20230419,3,-2.4827217112100546,835,588583
OP,20230419,4,-1.6390106623308762,703,588583
OP,20230419,5,-1.1996881991248123,513,588583
OP,20230428,1,-0.8993968783924371,697,535003
OP,20230428,2,-1.5835406147746673,543,535003
OP,20230428,3,-1.178837944346955,332,535003
OP,20230428,4,-0.2329681323039843,155,535003
OP,20230428,5,-1.2368475623621955,79,535003
OP,20230802,1,-0.7983312351957637,827,580764
OP,20230802,2,-0.8182873079615554,227,580764
OP,20230802,3,0.7343271298013213,169,580764
OP,20230802,4,1.562676800932316,93,580764
OP,20230802,5,-2.4334842325480923,73,580764
OP,20230817,1,-4.69569445949582,1530,568189
OP,20230817,2,-2.7426952909525415,602,568189
OP,20230817,3,-3.1793600036026635,448,568189
OP,20230817,4,-8.290613186815143,292,568189
OP,20230817,5,-7.016813281659144,222,568189
OP,20230922,1,-2.2628187922298353,92,420038
OP,20230922,2,-2.4619499782210124,31,420038
OP,20230922,3,-1.4815790890460647,24,420038
OP,20230922,4,-0.40212113964559243,18,420038
OP,20230922,5,-1.2513273542525383,9,420038
OP,20230925,1,-0.9709185432750493,90,453510
OP,20230925,2,-0.5549647348459671,26,453510
OP,20230925,3,-1.6246359050418064,19,453510
OP,20230925,4,-3.5983592567316522,11,453510
OP,20230925,5,1.9720608220296847,4,453510
OP,20231025,1,-1.4914094657592285,310,606746
OP,20231025,2,-2.3104982377537353,74,606746
OP,20231025,3,-2.034126094446083,49,606746
OP,20231025,4,-0.8349905696420828,32,606746
OP,20231025,5,-0.4475102679063041,21,606746
OP,20231209,1,-0.8871273239343135,1847,521223
OP,20231209,2,-1.4135970795449937,1074,521223
OP,20231209,3,-0.6992632455797054,755,521223
OP,20231209,4,-0.028944373340415077,570,521223
OP,20231209,5,-2.5619943067937587,382,521223
OP,20231224,1,0.11410431282357807,4303,619963
OP,20231224,2,-0.20923585394134234,1660,619963
OP,20231224,3,-0.2683576026458582,1106,619963
OP,20231224,4,-0.43029460399667646,893,619963
OP,20231224,5,1.4558497337399643,764,619963
OP,20240102,1,-0.7899908406391094,2130,622474
OP,20240102,2,-0.9586149623057849,803,622474
OP,20240102,3,-0.6355717878328315,440,622474
OP,20240102,4,-0.3308925194181621,341,622474
OP,20240102,5,-1.082977963218849,306,622474
OP,20240126,1,-0.6682240444957209,1070,596571
OP,20240126,2,-0.7904484740933764,314,596571
OP,20240126,3,-0.068736647450599,177,596571
OP,20240126,4,-0.10335962524537524,154,596571
OP,20240126,5,-2.901324600112371,141,596571
OP,20240213,1,-1.038216904520836,1406,532454
OP,20240213,2,-1.108632551771011,559,532454
OP,20240213,3,-1.2193305956057712,406,532454
OP,20240213,4,0.8074404515988819,264,532454
OP,20240213,5,0.23599113445669417,228,532454
OP,20240219,1,-0.8371776809102224,1301,545260
OP,20240219,2,-0.47542000009398055,328,545260
OP,20240219,3,-0.9083694312724425,212,545260
OP,20240219,4,-0.9137438650270493,143,545260
OP,20240219,5,1.6146453526549835,121,545260
OP,20240317,1,0.16648900000079103,1110,597398
OP,20240317,2,-0.1946300226512236,289,597398
OP,20240317,3,0.6487133277342242,195,597398
OP,20240317,4,-0.12264984682037722,163,597398
OP,20240317,5,0.8305974143063063,137,597398
OP,20240320,1,-0.7425075612224499,3142,709866
OP,20240320,2,-0.6436791116462276,962,709866
OP,20240320,3,1.307643701726099,712,709866
OP,20240320,4,2.344072984407276,628,709866
OP,20240320,5,0.3605000929079369,499,709866
OP,20240522,1,-0.8087282755933346,1993,686978
OP,20240522,2,-0.6382062571142197,589,686978
OP,20240522,3,-0.047201938747585784,428,686978
OP,20240522,4,-0.26772150460764116,316,686978
OP,20240522,5,0.6220422798816254,259,686978
OP,20240808,1,-0.6348852922960826,1511,759267
OP,20240808,2,-0.23195675077302833,417,759267
OP,20240808,3,2.042646345938631,196,759267
OP,20240808,4,0.785883736937756,93,759267
OP,20240808,5,0.4144344538083379,43,759267
OP,20241218,1,-0.8461619757736871,1982,763745
OP,20241218,2,-0.2259352448147932,777,763745
OP,20241218,3,-1.5610156620856541,697,763745
OP,20241218,4,-2.790246543019341,598,763745
OP,20241218,5,-3.101465363015146,487,763745
OP,20241221,1,-0.5184983297251341,1560,785209
OP,20241221,2,-0.7749030035243955,582,785209
OP,20241221,3,-0.4342265407940239,510,785209
OP,20241221,4,0.9486776290666061,320,785209
OP,20241221,5,0.17885620409890665,267,785209
OP,20250216,1,-0.09292164016391316,419,707381
OP,20250216,2,0.3129631464047036,120,707381
OP,20250216,3,-0.12542824428568752,24,707381
OP,20250216,4,0.5128546689787365,15,707381
OP,20250216,5,5.250463521129175,14,707381
OP,20250222,1,-1.0137385890704977,437,401570
OP,20250222,2,-0.31157757575388434,147,401570
OP,20250222,3,2.3141815622511497,48,401570
OP,20250222,4,0.2502270100490081,20,401570
OP,20250222,5,1.5753818913091977,17,401570
OP,20250225,1,0.32600068323682097,1574,744100
OP,20250225,2,1.506291817582621,720,744100
OP,20250225,3,1.922307198420115,316,744100
