coin,date,matched_peak_lag_ms,matched_peak_corr,raw_peak_lag_ms,raw_peak_corr,bybit_cadence_ms,hl_cadence_ms
SUI,20250807,500,0.18268293957472614,500,0.19751758796459107,100.0,541.0
SUI,20250808,500,0.1798549392593256,750,0.21281243663162266,100.0,541.0
SUI,20250809,500,0.18837740664288075,500,0.2050801757827904,100.0,541.0
SUI,20250810,500,0.1913927363439891,750,0.20951107887358397,100.0,541.0
SUI,20250811,750,0.1738456305284633,750,0.1971567553844052,100.0,541.0
SUI,20250812,750,0.17482150476105965,750,0.19579115556012502,100.0,541.0
SUI,20250813,750,0.1755170957551807,750,0.19091983533601017,100.0,541.0
SUI,20250814,750,0.16608855414188634,750,0.17058838931892126,100.0,542.0
SUI,20250815,500,0.20442668547419193,750,0.2296134202294629,100.0,541.0
SUI,20250816,250,0.21734265093947377,500,0.2549987754870094,100.0,543.0
SUI,20250817,500,0.20361355604246492,500,0.23372219106136372,100.0,542.0
SUI,20250818,500,0.19684982705586715,750,0.23334329607857746,100.0,542.0
SUI,20250819,500,0.21432191920310967,750,0.25358867563065524,100.0,541.0
SUI,20250820,500,0.20054151699682532,500,0.23000926485616893,100.0,542.0
XRP,20250727,500,0.21518704212719544,750,0.24989289704278878,100.0,540.0
XRP,20250728,500,0.22384815442184092,750,0.26498374289169424,100.0,540.0
XRP,20250729,750,0.20901267789491504,750,0.2630632401119537,100.0,540.0
XRP,20250730,500,0.1905097857430132,750,0.2180354118154999,100.0,540.0
XRP,20250731,500,0.19047177710016977,750,0.21831531886527028,100.0,541.0
XRP,20250801,750,0.1952327224835469,1000,0.20963467566988847,100.0,541.0
XRP,20250802,750,0.20309965016725334,750,0.2369935074106491,100.0,541.0
XRP,20250803,500,0.22158147958886343,750,0.2538302821397733,100.0,540.0
XRP,20250804,500,0.21442767614698272,750,0.247007045303681,100.0,540.0
XRP,20250805,500,0.2074237875512373,750,0.23933507166342366,100.0,540.0
XRP,20250806,500,0.21176110055655017,750,0.24707638001568635,100.0,540.0
XRP,20250807,500,0.22617018263833172,750,0.2649533578370885,100.0,540.0
XRP,20250808,500,0.21087680192524733,750,0.24671087389408577,100.0,540.0
XRP,20250809,250,0.20352769708030063,500,0.23921870300962492,100.0,540.0
XRP,20250810,500,0.20760342059427578,500,0.23388640747535885,100.0,540.0
XRP,20250811,500,0.20816010651797104,750,0.23889820706497275,100.0,540.0
XRP,20250812,500,0.20619434225029992,750,0.23049957333497414,100.0,540.0
XRP,20250813,500,0.20595508381383504,750,0.2375875138281651,100.0,540.0
XRP,20250814,500,0.15832377422147878,750,0.19335641857965416,100.0,541.0
XRP,20250815,500,0.19440589340113598,750,0.23053752300295433,100.0,540.0
XRP,20250816,500,0.2211018054878353,500,0.252987722012886,100.0,541.0
XRP,20250817,500,0.18395529185728832,750,0.22346325826834942,100.0,540.0
XRP,20250818,500,0.2129743394372526,750,0.2560073744445093,100.0,540.0
XRP,20250819,500,0.20361260773989404,750,0.24832748527606016,100.0,540.0
XRP,20250820,500,0.20844286295189898,750,0.2403419621117818,100.0,540.0
