coin,date,n_fills,mean_fill_size,spread_capture_bp_10s,adverse_select_bp_10s,net_markout_bp_10s,spread_capture_bp_60s,adverse_select_bp_60s,net_markout_bp_60s,spread_capture_szw_bp_10s,adverse_select_szw_bp_10s,net_markout_szw_bp_10s,spread_capture_szw_bp_60s,adverse_select_szw_bp_60s,net_markout_szw_bp_60s,rv_10s_bp
SOLUSDT,20230521,7042,1.0,0.4113680470463866,-0.9989499254641742,-0.5875818784177876,0.4113680470463866,-1.1856382930877212,-0.7742702460413345,0.4113680470463866,-0.9989499254641742,-0.5875818784177876,0.4113680470463866,-1.1856382930877212,-0.7742702460413345,2.852136249891422
SOLUSDT,20230522,7547,1.0,0.3300332119305885,-0.7096946416480834,-0.3796614297174948,0.3300332119305885,-0.6980976467779192,-0.3680644348473307,0.3300332119305885,-0.7096946416480834,-0.3796614297174948,0.3300332119305885,-0.6980976467779192,-0.3680644348473307,2.585052752777985
SOLUSDT,20230523,8408,1.0,0.3250208957321036,-0.7717179842284118,-0.4466970884963079,0.3250208957321036,-0.7097213252295619,-0.3847004294974581,0.3250208957321036,-0.7717179842284118,-0.4466970884963079,0.3250208957321036,-0.7097213252295619,-0.3847004294974581,2.608408264323801
SOLUSDT,20230524,11452,1.0,0.456139565288228,-0.7856595940776324,-0.3295200287894044,0.456139565288228,-0.7716820022953391,-0.3155424370071108,0.456139565288228,-0.7856595940776324,-0.3295200287894044,0.456139565288228,-0.7716820022953391,-0.3155424370071108,3.82553566825395
SOLUSDT,20230525,7618,1.0,0.3506019963855457,-0.7713709841519539,-0.4207689877664083,0.3506019963855457,-0.8285878404124447,-0.4779858440268989,0.3506019963855457,-0.7713709841519539,-0.4207689877664083,0.3506019963855457,-0.8285878404124447,-0.4779858440268989,2.6392223949891584
SOLUSDT,20230526,5549,1.0,0.3228193910690246,-0.6930267396271689,-0.3702073485581442,0.3228193910690246,-0.6557940796805102,-0.3329746886114854,0.3228193910690246,-0.6930267396271689,-0.3702073485581442,0.3228193910690246,-0.6557940796805102,-0.3329746886114854,1.9472532835747944
SOLUSDT,20230527,7323,1.0,0.3134947956008571,-0.6305495830395097,-0.3170547874386525,0.3134947956008571,-0.6909134068187299,-0.3774186112178726,0.3134947956008571,-0.6305495830395097,-0.3170547874386525,0.3134947956008571,-0.6909134068187299,-0.3774186112178726,2.483610347741309
SOLUSDT,20230528,11986,1.0,0.3273119494980564,-0.7537569634201059,-0.4264450139220494,0.3273119494980564,-0.816185726860054,-0.4888737773619975,0.3273119494980564,-0.7537569634201059,-0.4264450139220494,0.3273119494980564,-0.816185726860054,-0.4888737773619975,3.204074434827885
SOLUSDT,20230529,7390,1.0,0.3102920320035435,-0.8227929633624494,-0.512500931358906,0.3102920320035434,-0.7769401021486951,-0.4666480701451516,0.3102920320035435,-0.8227929633624494,-0.512500931358906,0.3102920320035434,-0.7769401021486951,-0.4666480701451516,2.4788834276501364
SOLUSDT,20230530,10948,1.0,0.3035303976782593,-0.844822080166335,-0.5412916824880758,0.3035303976782593,-0.9200880729959248,-0.6165576753176653,0.3035303976782593,-0.844822080166335,-0.5412916824880758,0.3035303976782593,-0.9200880729959248,-0.6165576753176653,3.352348004811432
SOLUSDT,20230531,8931,1.0,0.3765341174563996,-0.8856908577974882,-0.5091567403410885,0.3765341174563996,-0.949557684447404,-0.5730235669910044,0.3765341174563996,-0.8856908577974882,-0.5091567403410885,0.3765341174563996,-0.949557684447404,-0.5730235669910044,2.947353969249436
SOLUSDT,20230601,7585,1.0,0.3186972892720824,-0.7516692389761197,-0.4329719497040372,0.3186972892720824,-0.5603250769817023,-0.2416277877096198,0.3186972892720824,-0.7516692389761197,-0.4329719497040372,0.3186972892720824,-0.5603250769817023,-0.2416277877096198,2.602341714998512
SOLUSDT,20230602,8441,1.0,0.3164957699091091,-0.7216056701159737,-0.4051099002068646,0.3164957699091091,-0.555110107296671,-0.2386143373875619,0.3164957699091091,-0.7216056701159737,-0.4051099002068646,0.3164957699091091,-0.555110107296671,-0.2386143373875619,2.470684004082434
SOLUSDT,20230603,4257,1.0,0.2844348645654768,-0.7532019433793335,-0.4687670788138568,0.2844348645654768,-0.7884779445020581,-0.5040430799365814,0.2844348645654768,-0.7532019433793335,-0.4687670788138568,0.2844348645654768,-0.7884779445020581,-0.5040430799365814,1.7300057922308478
SOLUSDT,20230604,10238,1.0,0.289342740566069,-0.7999409407462921,-0.510598200180223,0.289342740566069,-0.8483971993869842,-0.5590544588209152,0.289342740566069,-0.7999409407462921,-0.510598200180223,0.289342740566069,-0.8483971993869842,-0.5590544588209152,3.045578233287248
SOLUSDT,20230605,19314,1.0,0.7590349138007996,-0.6766161235750633,0.0824187902257362,0.7590349138007996,-0.5652384020576285,0.1937965117431709,0.7590349138007996,-0.6766161235750633,0.0824187902257362,0.7590349138007996,-0.5652384020576285,0.1937965117431709,5.553721153153594
SOLUSDT,20230606,14480,1.0,0.3478732856912934,-0.7769241343490704,-0.4290508486577771,0.3478732856912934,-0.9369438790845608,-0.5890705933932672,0.3478732856912934,-0.7769241343490704,-0.4290508486577771,0.3478732856912934,-0.9369438790845608,-0.5890705933932672,4.125840859164507
SOLUSDT,20230607,14722,1.0,0.3233375776349519,-0.8558087012561325,-0.5324711236211803,0.3233375776349519,-0.9800781965203148,-0.6567406188853628,0.3233375776349519,-0.8558087012561325,-0.5324711236211803,0.3233375776349519,-0.9800781965203148,-0.6567406188853628,4.157128592581758
SOLUSDT,20230608,11476,1.0,0.3273454742828331,-0.8701181064133464,-0.5427726321305133,0.3273454742828331,-0.9466215197596048,-0.6192760454767718,0.3273454742828331,-0.8701181064133464,-0.5427726321305133,0.3273454742828331,-0.9466215197596048,-0.6192760454767718,3.6937748101457455
SOLUSDT,20230609,21433,1.0,0.3562477522962628,-0.8753886711900739,-0.5191409188938111,0.3562477522962628,-0.9381285581715572,-0.5818808058752942,0.3562477522962628,-0.8753886711900739,-0.5191409188938111,0.3562477522962628,-0.9381285581715572,-0.5818808058752942,4.938290509993053
SOLUSDT,20230610,81885,1.0,0.7868785752481572,-1.3848459601095355,-0.5979673848613783,0.7868785752481574,-1.4957843619100948,-0.7089057866619378,0.7868785752481572,-1.3848459601095355,-0.5979673848613783,0.7868785752481574,-1.4957843619100948,-0.7089057866619378,18.5207885177722
SOLUSDT,20230611,24931,1.0,0.4214247248108365,-0.9520685677971892,-0.5306438429863527,0.4214247248108365,-0.8056575575669658,-0.3842328327561293,0.4214247248108365,-0.9520685677971892,-0.5306438429863527,0.4214247248108365,-0.8056575575669658,-0.3842328327561293,6.743680059880646
SOLUSDT,20230612,21651,1.0,0.4379814923346883,-1.0418008472964455,-0.603819354961757,0.4379814923346883,-0.8487682214080359,-0.4107867290733474,0.4379814923346883,-1.0418008472964455,-0.603819354961757,0.4379814923346883,-0.8487682214080359,-0.4107867290733474,6.390733189948551
SOLUSDT,20230613,21392,1.0,0.4684023902885571,-0.993403887977852,-0.5250014976892948,0.4684023902885571,-0.9213547477020282,-0.4529523574134712,0.4684023902885571,-0.993403887977852,-0.5250014976892948,0.4684023902885571,-0.9213547477020282,-0.4529523574134712,6.186214214944946
SOLUSDT,20230614,18692,1.0,0.6107619600164892,-1.3799096216852464,-0.769147661668757,0.6107619600164895,-0.8806335513513671,-0.2698715913348778,0.6107619600164892,-1.3799096216852464,-0.769147661668757,0.6107619600164895,-0.8806335513513671,-0.2698715913348778,6.783800717919875
SOLUSDT,20230615,20870,1.0,0.4473871226925264,-0.9164784817111248,-0.4690913590185983,0.4473871226925264,-0.80960238689051,-0.3622152641979835,0.4473871226925264,-0.9164784817111248,-0.4690913590185983,0.4473871226925264,-0.80960238689051,-0.3622152641979835,5.947176819642489
SOLUSDT,20230616,14996,1.0,0.4503577600416314,-0.8959681262009508,-0.4456103661593192,0.4503577600416314,-0.880803154829229,-0.4304453947875977,0.4503577600416314,-0.8959681262009508,-0.4456103661593192,0.4503577600416314,-0.880803154829229,-0.4304453947875977,4.678194765999261
SOLUSDT,20230617,11582,1.0,0.5026386418391899,-0.8001049923304195,-0.2974663504912295,0.5026386418391899,-1.0723433047355797,-0.5697046628963898,0.5026386418391899,-0.8001049923304195,-0.2974663504912295,0.5026386418391899,-1.0723433047355797,-0.5697046628963898,4.182659415145195
SOLUSDT,20230618,8258,1.0,0.4478844092364239,-0.9259303821184672,-0.4780459728820434,0.4478844092364239,-1.1018528185186234,-0.6539684092821996,0.4478844092364239,-0.9259303821184672,-0.4780459728820434,0.4478844092364239,-1.1018528185186234,-0.6539684092821996,3.5086302232582245
SOLUSDT,20230619,9076,1.0,0.4450342099678123,-0.9536694504222496,-0.5086352404544375,0.4450342099678123,-0.7742269346693946,-0.3291927247015823,0.4450342099678123,-0.9536694504222496,-0.5086352404544375,0.4450342099678123,-0.7742269346693946,-0.3291927247015823,3.5501158581466616
SOLUSDT,20230620,15003,1.0,0.4228530231128182,-0.8426093293519489,-0.4197563062391305,0.4228530231128182,-0.5917307728809674,-0.1688777497681491,0.4228530231128182,-0.8426093293519489,-0.4197563062391305,0.4228530231128182,-0.5917307728809674,-0.1688777497681491,4.33425095787999
SOLUSDT,20230621,17234,1.0,0.4430905901066928,-0.888141042439832,-0.4450504523331392,0.4430905901066927,-0.7553134481696518,-0.312222858062959,0.4430905901066928,-0.888141042439832,-0.4450504523331392,0.4430905901066927,-0.7553134481696518,-0.312222858062959,4.812655618545613
SOLUSDT,20230622,13410,1.0,0.4785531294607028,-0.9039167098361658,-0.4253635803754629,0.4785531294607028,-0.8580031122763548,-0.3794499828156519,0.4785531294607028,-0.9039167098361658,-0.4253635803754629,0.4785531294607028,-0.8580031122763548,-0.3794499828156519,4.663918006013696
SOLUSDT,20230623,15256,1.0,0.4569348402730892,-0.9681264279990904,-0.5111915877260014,0.4569348402730893,-0.6875201705909114,-0.2305853303178223,0.4569348402730892,-0.9681264279990904,-0.5111915877260014,0.4569348402730893,-0.6875201705909114,-0.2305853303178223,4.758438074706462
SOLUSDT,20230624,11761,1.0,0.4509895036282865,-1.122986628915532,-0.6719971252872454,0.4509895036282865,-1.1075875152108687,-0.6565980115825822,0.4509895036282865,-1.122986628915532,-0.6719971252872454,0.4509895036282865,-1.1075875152108687,-0.6565980115825822,4.871113467021907
SOLUSDT,20230625,11218,1.0,0.3861641014116073,-0.9606122367068408,-0.5744481352952333,0.3861641014116073,-0.9014517020552116,-0.5152876006436042,0.3861641014116073,-0.9606122367068408,-0.5744481352952333,0.3861641014116073,-0.9014517020552116,-0.5152876006436042,4.53214325438478
SOLUSDT,20230626,11926,1.0,0.4677200560642561,-0.8848188354800929,-0.417098779415837,0.4677200560642561,-0.8630907767322853,-0.3953707206680289,0.4677200560642561,-0.8848188354800929,-0.417098779415837,0.4677200560642561,-0.8630907767322853,-0.3953707206680289,4.498906435091492
SOLUSDT,20230627,10122,1.0,0.3941500899333988,-0.8284426430181875,-0.4342925530847886,0.3941500899333988,-0.7386493641084717,-0.3444992741750729,0.3941500899333988,-0.8284426430181875,-0.4342925530847886,0.3941500899333988,-0.7386493641084717,-0.3444992741750729,3.755469485379914
SOLUSDT,20230628,14703,1.0,0.5203253457075926,-0.8072300669064114,-0.2869047211988189,0.5203253457075927,-0.8116650381698374,-0.2913396924622446,0.5203253457075926,-0.8072300669064114,-0.2869047211988189,0.5203253457075927,-0.8116650381698374,-0.2913396924622446,5.1522801489735945
SOLUSDT,20230629,31435,1.0,0.402250075417506,-0.7524143093456686,-0.3501642339281624,0.4022500754175061,-0.5762711672632066,-0.1740210918457006,0.402250075417506,-0.7524143093456686,-0.3501642339281624,0.4022500754175061,-0.5762711672632066,-0.1740210918457006,6.473386607857869
SOLUSDT,20230630,45875,1.0,0.5588143449262958,-0.9501650846347018,-0.391350739708406,0.5588143449262958,-0.7773478017219794,-0.2185334567956836,0.5588143449262958,-0.9501650846347018,-0.391350739708406,0.5588143449262958,-0.7773478017219794,-0.2185334567956836,9.715795178289856
SOLUSDT,20230701,12746,1.0,0.3516656630362144,-0.8556315361247263,-0.5039658730885118,0.3516656630362145,-0.5608259282674355,-0.2091602652312209,0.3516656630362144,-0.8556315361247263,-0.5039658730885118,0.3516656630362145,-0.5608259282674355,-0.2091602652312209,4.654874195406009
SOLUSDT,20230702,22789,1.0,0.4045416179941513,-0.8689922328879058,-0.4644506148937544,0.4045416179941514,-0.8451611133597491,-0.4406194953655976,0.4045416179941513,-0.8689922328879058,-0.4644506148937544,0.4045416179941514,-0.8451611133597491,-0.4406194953655976,6.410966238439471
SOLUSDT,20230703,12694,1.0,0.3433071478854053,-0.8787319424123866,-0.5354247945269814,0.3433071478854053,-0.7810071194710017,-0.4376999715855962,0.3433071478854053,-0.8787319424123866,-0.5354247945269814,0.3433071478854053,-0.7810071194710017,-0.4376999715855962,4.132233905403204
SOLUSDT,20230704,13342,1.0,0.346767341725561,-0.770417784818912,-0.4236504430933511,0.346767341725561,-0.8883192757872428,-0.5415519340616818,0.346767341725561,-0.770417784818912,-0.4236504430933511,0.346767341725561,-0.8883192757872428,-0.5415519340616818,4.3424967797434535
SOLUSDT,20230705,11981,1.0,0.4912235595414679,-1.0333068910342862,-0.5420833314928184,0.4912235595414679,-0.6822434165921848,-0.191019857050717,0.4912235595414679,-1.0333068910342862,-0.5420833314928184,0.4912235595414679,-0.6822434165921848,-0.191019857050717,4.520503610165092
SOLUSDT,20230706,40956,1.0,0.3888341058409776,-0.8287838212673097,-0.4399497154263318,0.3888341058409776,-0.8395892235907484,-0.4507551177497708,0.3888341058409776,-0.8287838212673097,-0.4399497154263318,0.3888341058409776,-0.8395892235907484,-0.4507551177497708,7.527579148779293
SOLUSDT,20230707,46753,1.0,0.4011699112333398,-0.8070047299700572,-0.4058348187367175,0.4011699112333398,-0.8954707006805404,-0.4943007894472005,0.4011699112333398,-0.8070047299700572,-0.4058348187367175,0.4011699112333398,-0.8954707006805404,-0.4943007894472005,8.275829285170502
SOLUSDT,20230708,37859,1.0,0.3053580407933896,-0.7703359441536152,-0.4649779033602256,0.3053580407933896,-0.677520563512183,-0.3721625227187933,0.3053580407933896,-0.7703359441536152,-0.4649779033602256,0.3053580407933896,-0.677520563512183,-0.3721625227187933,5.782625788166177
SOLUSDT,20230709,20311,1.0,0.3105010117898863,-0.7338093907180315,-0.423308378928145,0.3105010117898863,-0.6183298861485289,-0.3078288743586425,0.3105010117898863,-0.7338093907180315,-0.423308378928145,0.3105010117898863,-0.6183298861485289,-0.3078288743586425,4.324939771792451
SOLUSDT,20230710,24685,1.0,0.3406622656247401,-0.8087091388632013,-0.468046873238461,0.3406622656247401,-0.8469867394545425,-0.5063244738298023,0.3406622656247401,-0.8087091388632013,-0.468046873238461,0.3406622656247401,-0.8469867394545425,-0.5063244738298023,5.308170768013378
SOLUSDT,20230711,22792,1.0,0.2885710318690352,-0.766931059642567,-0.4783600277735317,0.2885710318690352,-0.6765686432200256,-0.3879976113509905,0.2885710318690352,-0.766931059642567,-0.4783600277735317,0.2885710318690352,-0.6765686432200256,-0.3879976113509905,4.60837242381425
SOLUSDT,20230712,21073,1.0,0.3697372011797176,-0.7181598775762726,-0.3484226763965549,0.3697372011797176,-0.8734341973271414,-0.5036969961474241,0.3697372011797176,-0.7181598775762726,-0.3484226763965549,0.3697372011797176,-0.8734341973271414,-0.5036969961474241,4.934854602094108
SOLUSDT,20230713,53630,1.0,0.5285954491708048,-0.985311497616472,-0.4567160484456672,0.5285954491708048,-0.8437562574834434,-0.3151608083126387,0.5285954491708048,-0.985311497616472,-0.4567160484456672,0.5285954491708048,-0.8437562574834434,-0.3151608083126387,10.63757135255121
SOLUSDT,20230714,81798,1.0,0.5330198032209087,-1.0469304203868228,-0.5139106171659139,0.5330198032209087,-0.9841679536022312,-0.4511481503813225,0.5330198032209087,-1.0469304203868228,-0.5139106171659139,0.5330198032209087,-0.9841679536022312,-0.4511481503813225,13.470767047521417
SOLUSDT,20230715,51440,1.0,0.270333135788271,-0.8053284622738709,-0.5349953264856,0.2703331357882709,-0.735448867952797,-0.4651157321645258,0.270333135788271,-0.8053284622738709,-0.5349953264856,0.2703331357882709,-0.735448867952797,-0.4651157321645258,7.967771896675406
SOLUSDT,20230716,29647,1.0,0.2740457179680645,-0.8610730088642333,-0.587027290896169,0.2740457179680645,-0.6823105315937308,-0.4082648136256664,0.2740457179680645,-0.8610730088642333,-0.587027290896169,0.2740457179680645,-0.6823105315937308,-0.4082648136256664,5.951113947134835
SOLUSDT,20230717,35941,1.0,0.3060319915322577,-0.8270059516001346,-0.5209739600678769,0.3060319915322577,-0.7830011522879403,-0.4769691607556825,0.3060319915322577,-0.8270059516001346,-0.5209739600678769,0.3060319915322577,-0.7830011522879403,-0.4769691607556825,7.193390499286466
SOLUSDT,20230718,29544,1.0,0.2914965282207448,-0.7620185481163039,-0.470522019895559,0.2914965282207448,-0.7195149735599341,-0.4280184453391893,0.2914965282207448,-0.7620185481163039,-0.470522019895559,0.2914965282207448,-0.7195149735599341,-0.4280184453391893,5.930670240416849
SOLUSDT,20230719,26390,1.0,0.2537853320417117,-0.6797475348150721,-0.4259622027733603,0.2537853320417116,-0.6452829005620793,-0.3914975685203676,0.2537853320417117,-0.6797475348150721,-0.4259622027733603,0.2537853320417116,-0.6452829005620793,-0.3914975685203676,5.161323197740363
SOLUSDT,20230720,23902,1.0,0.2876060687377011,-0.7226594574494007,-0.4350533887116996,0.2876060687377011,-0.7583789297660445,-0.4707728610283433,0.2876060687377011,-0.7226594574494007,-0.4350533887116996,0.2876060687377011,-0.7583789297660445,-0.4707728610283433,4.927285579444171
SOLUSDT,20230721,16521,1.0,0.2575884419155589,-0.7766814317316517,-0.5190929898160926,0.2575884419155589,-0.7540904757835152,-0.4965020338679562,0.2575884419155589,-0.7766814317316517,-0.5190929898160926,0.2575884419155589,-0.7540904757835152,-0.4965020338679562,3.9657720203412654
