venue,coin,date,rule,n_fills,spread_capture_bp_10s,adverse_select_bp_10s,net_markout_bp_10s,spread_capture_bp_60s,adverse_select_bp_60s,net_markout_bp_60s,n_trades,sign_accuracy,sign_accuracy_szw
bybit_perp,ARB,20230401,true,3314,1.95466,-1.650845,0.303815,1.95466,-2.113948,-0.159288,594336,1.0,1.0
bybit_perp,ARB,20230401,lee_ready,3562,1.967105,-1.899576,0.067529,1.967105,-2.214946,-0.247841,594336,0.980689,0.983093
bybit_perp,ARB,20230401,tick,2630,1.968302,-1.711753,0.256549,1.968302,-2.262226,-0.293924,594336,0.965419,0.947524
bybit_perp,ARB,20230404,true,3384,2.094719,-2.099927,-0.005207,2.094719,-1.748592,0.346127,722679,1.0,1.0
bybit_perp,ARB,20230404,lee_ready,3576,2.093174,-2.148497,-0.055322,2.093174,-1.822428,0.270746,722679,0.990604,0.989782
bybit_perp,ARB,20230404,tick,2694,2.099644,-2.130563,-0.030919,2.099644,-1.605454,0.49419,722679,0.962658,0.939151
bybit_perp,ARB,20230407,true,856,2.092745,-2.308058,-0.215314,2.092745,-2.025436,0.067309,338393,1.0,1.0
bybit_perp,ARB,20230407,lee_ready,885,2.091351,-2.255134,-0.163783,2.091351,-2.135795,-0.044444,338393,0.996371,0.992734
bybit_perp,ARB,20230407,tick,709,2.097763,-2.114087,-0.016325,2.097763,-1.41257,0.685193,338393,0.969503,0.934977
bybit_perp,ARB,20230410,true,4797,0.607127,-2.341819,-1.734692,0.607127,-2.534662,-1.927535,372508,1.0,1.0
bybit_perp,ARB,20230410,lee_ready,4894,0.61046,-2.352402,-1.741943,0.61046,-2.502026,-1.891566,372508,0.993281,0.990046
bybit_perp,ARB,20230410,tick,3834,0.617347,-2.222421,-1.605074,0.617347,-2.203192,-1.585845,372508,0.948307,0.941142
bybit_perp,ARB,20230413,true,11475,0.431595,-1.180212,-0.748617,0.431595,-0.738901,-0.307306,726786,1.0,1.0
bybit_perp,ARB,20230413,lee_ready,12298,0.435492,-1.20776,-0.772268,0.435492,-0.861282,-0.42579,726786,0.975199,0.9771
bybit_perp,ARB,20230413,tick,9981,0.438083,-1.295512,-0.857429,0.438083,-0.915466,-0.477383,726786,0.916654,0.922615
bybit_perp,ARB,20230416,true,14276,0.360809,-1.6876,-1.326791,0.360809,-2.031625,-1.670816,826193,1.0,1.0
bybit_perp,ARB,20230416,lee_ready,15915,0.363415,-1.697515,-1.334099,0.363415,-2.049232,-1.685817,826193,0.949089,0.973409
bybit_perp,ARB,20230416,tick,13279,0.365751,-1.674055,-1.308304,0.365751,-1.905018,-1.539267,826193,0.895522,0.923764
bybit_perp,ARB,20230419,true,16398,0.48439,-1.16528,-0.68089,0.48439,-1.037994,-0.553604,1120318,1.0,1.0
bybit_perp,ARB,20230419,lee_ready,18687,0.485341,-1.228418,-0.743077,0.485341,-1.092374,-0.607033,1120318,0.933539,0.957032
bybit_perp,ARB,20230419,tick,15368,0.486449,-1.228757,-0.742308,0.486449,-1.342534,-0.856085,1120318,0.897605,0.923183
bybit_perp,ARB,20230422,true,9047,0.367083,-1.308705,-0.941622,0.367083,-0.824531,-0.457448,646677,1.0,1.0
bybit_perp,ARB,20230422,lee_ready,10476,0.369205,-1.324997,-0.955792,0.369205,-0.930963,-0.561758,646677,0.94121,0.972982
bybit_perp,ARB,20230422,tick,8948,0.370683,-1.413096,-1.042413,0.370683,-0.94842,-0.577737,646677,0.883053,0.914324
bybit_perp,ARB,20230425,true,7637,0.404452,-1.605738,-1.201286,0.404452,-0.927638,-0.523185,512234,1.0,1.0
bybit_perp,ARB,20230425,lee_ready,8847,0.407235,-1.674888,-1.267653,0.407235,-1.106704,-0.699469,512234,0.938573,0.976944
bybit_perp,ARB,20230425,tick,7827,0.406886,-1.693495,-1.286609,0.406886,-0.992774,-0.585888,512234,0.860353,0.89632
bybit_perp,ARB,20230428,true,4900,0.38817,-1.242687,-0.854517,0.38817,-1.242855,-0.854685,471375,1.0,1.0
bybit_perp,ARB,20230428,lee_ready,6087,0.387394,-1.449118,-1.061725,0.387394,-1.121314,-0.73392,471375,0.922255,0.976567
bybit_perp,ARB,20230428,tick,5356,0.389681,-1.225184,-0.835503,0.389681,-1.215217,-0.825536,471375,0.884406,0.918587
bybit_perp,ARB,20230501,true,4222,0.40272,-1.384191,-0.98147,0.40272,-1.644657,-1.241936,457616,1.0,1.0
bybit_perp,ARB,20230501,lee_ready,5496,0.408751,-1.484522,-1.075771,0.408751,-1.749826,-1.341075,457616,0.91707,0.969271
bybit_perp,ARB,20230501,tick,4679,0.401116,-1.402609,-1.001493,0.401116,-1.703317,-1.302201,457616,0.930271,0.960973
bybit_perp,ARB,20230504,true,2471,0.379537,-1.370416,-0.990879,0.379537,-1.450872,-1.071335,274417,1.0,1.0
bybit_perp,ARB,20230504,lee_ready,3113,0.382867,-1.581636,-1.198769,0.382867,-1.661964,-1.279097,274417,0.929159,0.978256
bybit_perp,ARB,20230504,tick,2739,0.382487,-1.545359,-1.162872,0.382487,-1.612823,-1.230336,274417,0.943108,0.964435
bybit_perp,ARB,20230507,true,1894,0.410038,-1.792098,-1.38206,0.410038,-1.263847,-0.853809,228996,1.0,1.0
bybit_perp,ARB,20230507,lee_ready,2452,0.41101,-1.960619,-1.54961,0.41101,-1.424342,-1.013332,228996,0.912994,0.981874
bybit_perp,ARB,20230507,tick,2129,0.411585,-1.843597,-1.432012,0.411585,-1.37849,-0.966905,228996,0.924523,0.963588
bybit_perp,ARB,20230510,true,7363,0.511862,-2.181047,-1.669185,0.511862,-2.432918,-1.921056,618651,1.0,1.0
bybit_perp,ARB,20230510,lee_ready,9269,0.509417,-2.400441,-1.891023,0.509417,-2.88958,-2.380162,618651,0.866726,0.946146
bybit_perp,ARB,20230510,tick,7681,0.507631,-2.260975,-1.753343,0.507631,-2.805113,-2.297481,618651,0.902283,0.952762
bybit_perp,ARB,20230513,true,2301,0.438535,-1.660542,-1.222007,0.438535,-1.391199,-0.952665,228593,1.0,1.0
bybit_perp,ARB,20230513,lee_ready,3132,0.442757,-2.202889,-1.760132,0.442757,-2.09903,-1.656273,228593,0.927714,0.981687
bybit_perp,ARB,20230513,tick,2637,0.440937,-1.913513,-1.472576,0.440937,-1.791441,-1.350504,228593,0.941153,0.966698
bybit_perp,ARB,20230516,true,2283,0.440174,-1.676073,-1.235899,0.440174,-1.752091,-1.311917,227877,1.0,1.0
bybit_perp,ARB,20230516,lee_ready,3199,0.440597,-2.158944,-1.718347,0.440597,-2.235016,-1.79442,227877,0.932529,0.989296
bybit_perp,ARB,20230516,tick,2672,0.440616,-2.011263,-1.570647,0.440616,-2.22515,-1.784534,227877,0.944918,0.967908
bybit_perp,ARB,20230519,true,1299,0.44512,-2.176915,-1.731795,0.44512,-2.615662,-2.170541,182567,1.0,1.0
bybit_perp,ARB,20230519,lee_ready,2229,0.448606,-2.858503,-2.409896,0.448606,-4.127138,-3.678531,182567,0.927709,0.984534
bybit_perp,ARB,20230519,tick,1728,0.447813,-2.745741,-2.297929,0.447813,-3.655505,-3.207692,182567,0.937716,0.955782
bybit_perp,ARB,20230522,true,992,0.455858,-1.774846,-1.318989,0.455858,-1.853248,-1.39739,157381,1.0,1.0
bybit_perp,ARB,20230522,lee_ready,1773,0.456005,-2.259913,-1.803907,0.456005,-2.532448,-2.076442,157381,0.930176,0.983748
bybit_perp,ARB,20230522,tick,1342,0.456143,-2.177619,-1.721476,0.456143,-2.59417,-2.138027,157381,0.943894,0.978207
bybit_perp,ARB,20230525,true,1317,0.47271,-2.146466,-1.673756,0.47271,-2.938423,-2.465712,176764,1.0,1.0
bybit_perp,ARB,20230525,lee_ready,1968,0.472371,-2.315245,-1.842874,0.472371,-3.48714,-3.014768,176764,0.917913,0.981414
bybit_perp,ARB,20230525,tick,1595,0.473999,-2.2382,-1.764201,0.473999,-2.981413,-2.507414,176764,0.934517,0.97135
bybit_perp,ARB,20230528,true,1959,0.426613,-1.92586,-1.499247,0.426613,-1.723789,-1.297176,230971,1.0,1.0
bybit_perp,ARB,20230528,lee_ready,2750,0.428861,-2.305798,-1.876938,0.428861,-2.204621,-1.775761,230971,0.913119,0.964621
bybit_perp,ARB,20230528,tick,2290,0.42881,-2.125357,-1.696547,0.42881,-2.047367,-1.618557,230971,0.93103,0.952409
bybit_perp,ARB,20230531,true,1627,0.457552,-2.608689,-2.151137,0.457552,-2.499023,-2.041471,231535,1.0,1.0
bybit_perp,ARB,20230531,lee_ready,2450,0.457838,-2.667112,-2.209274,0.457838,-2.370727,-1.912889,231535,0.896236,0.949251
bybit_perp,ARB,20230531,tick,1959,0.456645,-2.174205,-1.71756,0.456645,-1.852823,-1.396178,231535,0.923601,0.948165
bybit_perp,ARB,20230603,true,1343,0.413847,-1.981771,-1.567924,0.413847,-2.097043,-1.683196,160787,1.0,1.0
bybit_perp,ARB,20230603,lee_ready,1851,0.415573,-1.934909,-1.519336,0.415573,-2.161994,-1.746421,160787,0.928222,0.981165
bybit_perp,ARB,20230603,tick,1590,0.416043,-2.033281,-1.617239,0.416043,-2.444342,-2.028299,160787,0.939877,0.959549
bybit_perp,ARB,20230606,true,2731,0.452291,-1.956818,-1.504527,0.452291,-3.211368,-2.759077,289529,1.0,1.0
bybit_perp,ARB,20230606,lee_ready,3928,0.45887,-2.193341,-1.734471,0.45887,-3.394748,-2.935878,289529,0.902911,0.97231
bybit_perp,ARB,20230606,tick,3198,0.456818,-1.989203,-1.532385,0.456818,-3.118781,-2.661963,289529,0.923044,0.959318
bybit_perp,ARB,20230609,true,1139,0.454678,-1.723153,-1.268475,0.454678,-1.904612,-1.449934,70865,1.0,1.0
bybit_perp,ARB,20230609,lee_ready,1415,0.458172,-1.938477,-1.480304,0.458172,-1.939379,-1.481207,70865,0.954293,0.977898
bybit_perp,ARB,20230609,tick,1288,0.457402,-2.005499,-1.548097,0.457402,-2.03596,-1.578558,70865,0.86408,0.905906
bybit_perp,ARB,20230612,true,2094,0.53192,-2.57248,-2.04056,0.53192,-3.375556,-2.843636,119627,1.0,1.0
bybit_perp,ARB,20230612,lee_ready,2855,0.531395,-2.968089,-2.436694,0.531395,-3.634585,-3.10319,119627,0.928478,0.979532
bybit_perp,ARB,20230612,tick,2683,0.532314,-2.956958,-2.424643,0.532314,-3.551394,-3.01908,119627,0.823267,0.88231
bybit_perp,ARB,20230615,true,2570,0.540847,-2.036202,-1.495356,0.540847,-1.533546,-0.992699,131820,1.0,1.0
bybit_perp,ARB,20230615,lee_ready,3370,0.543057,-2.173479,-1.630422,0.543057,-1.686078,-1.143021,131820,0.914679,0.967844
bybit_perp,ARB,20230615,tick,3143,0.542368,-2.095856,-1.553488,0.542368,-1.724751,-1.182384,131820,0.801813,0.867842
bybit_perp,ARB,20230618,true,2539,0.508399,-1.75644,-1.248041,0.508399,-1.664931,-1.156532,122500,1.0,1.0
bybit_perp,ARB,20230618,lee_ready,3023,0.51003,-1.921118,-1.411088,0.51003,-1.864125,-1.354094,122500,0.937739,0.975716
bybit_perp,ARB,20230618,tick,2692,0.511434,-1.993604,-1.48217,0.511434,-1.803609,-1.292175,122500,0.84782,0.897024
bybit_perp,ARB,20230621,true,5789,0.472775,-2.098059,-1.625283,0.472775,-2.794876,-2.322101,258049,1.0,1.0
bybit_perp,ARB,20230621,lee_ready,7459,0.474278,-2.201706,-1.727428,0.474278,-2.80781,-2.333532,258049,0.92906,0.969779
bybit_perp,ARB,20230621,tick,6659,0.476145,-2.233256,-1.757112,0.476145,-2.920739,-2.444594,258049,0.838403,0.890518
bybit_perp,ARB,20230624,true,2714,0.477714,-1.822533,-1.344819,0.477714,-1.743203,-1.265489,127213,1.0,1.0
bybit_perp,ARB,20230624,lee_ready,3500,0.478417,-2.10619,-1.627774,0.478417,-2.054645,-1.576229,127213,0.930235,0.968975
bybit_perp,ARB,20230624,tick,3205,0.476289,-2.029379,-1.55309,0.476289,-1.959239,-1.48295,127213,0.841565,0.885228
bybit_perp,ARB,20230627,true,5587,0.429344,-2.035253,-1.605909,0.429344,-1.865791,-1.436446,267898,1.0,1.0
bybit_perp,ARB,20230627,lee_ready,7151,0.430531,-2.225275,-1.794744,0.430531,-2.339844,-1.909312,267898,0.93851,0.97618
bybit_perp,ARB,20230627,tick,6315,0.431445,-2.270024,-1.838579,0.431445,-2.441531,-2.010086,267898,0.851623,0.910338
bybit_perp,ARB,20230630,true,6695,0.503897,-2.787179,-2.283282,0.503897,-2.927536,-2.423639,382454,1.0,1.0
bybit_perp,ARB,20230630,lee_ready,8474,0.50379,-2.764617,-2.260827,0.50379,-3.280237,-2.776447,382454,0.916824,0.946652
bybit_perp,ARB,20230630,tick,7331,0.499463,-2.766928,-2.267465,0.499463,-3.191074,-2.691611,382454,0.848455,0.89495
bybit_perp,ARB,20230703,true,2525,0.437522,-2.322284,-1.884762,0.437522,-2.021135,-1.583613,142244,1.0,1.0
bybit_perp,ARB,20230703,lee_ready,3130,0.439143,-2.387541,-1.948398,0.439143,-1.854816,-1.415673,142244,0.950325,0.98342
bybit_perp,ARB,20230703,tick,2928,0.439637,-2.366036,-1.926398,0.439637,-1.875338,-1.435701,142244,0.84914,0.891412
bybit_perp,ARB,20230706,true,3696,0.467902,-2.019166,-1.551263,0.467902,-2.127822,-1.65992,167614,1.0,1.0
bybit_perp,ARB,20230706,lee_ready,4634,0.4693,-2.228659,-1.75936,0.4693,-2.566846,-2.097546,167614,0.940488,0.977894
bybit_perp,ARB,20230706,tick,4199,0.470637,-2.283349,-1.812712,0.470637,-2.705171,-2.234534,167614,0.838784,0.88656
bybit_perp,ARB,20230709,true,1557,0.448429,-1.939643,-1.491214,0.448429,-1.858733,-1.410303,81912,1.0,1.0
bybit_perp,ARB,20230709,lee_ready,1840,0.449843,-1.997357,-1.547514,0.449843,-2.006314,-1.556471,81912,0.960921,0.989832
bybit_perp,ARB,20230709,tick,1678,0.449028,-2.022075,-1.573046,0.449028,-1.985832,-1.536804,81912,0.86223,0.886015
bybit_perp,ARB,20230712,true,1616,0.456339,-2.04493,-1.588591,0.456339,-2.313797,-1.857458,79803,1.0,1.0
bybit_perp,ARB,20230712,lee_ready,1942,0.459322,-2.165077,-1.705755,0.459322,-2.409162,-1.94984,79803,0.950829,0.982747
bybit_perp,ARB,20230712,tick,1798,0.455368,-2.06434,-1.608972,0.455368,-2.484861,-2.029493,79803,0.852462,0.852994
bybit_perp,ARB,20230715,true,5197,0.410919,-2.183918,-1.772998,0.410919,-2.212553,-1.801633,214856,1.0,1.0
bybit_perp,ARB,20230715,lee_ready,6378,0.411321,-2.426247,-2.014925,0.411321,-2.47222,-2.060898,214856,0.931768,0.970717
bybit_perp,ARB,20230715,tick,5739,0.412502,-2.479905,-2.067403,0.412502,-2.449563,-2.037062,214856,0.833074,0.87177
bybit_perp,ARB,20230718,true,5106,0.415471,-2.137744,-1.722273,0.415471,-2.483238,-2.067767,224455,1.0,1.0
bybit_perp,ARB,20230718,lee_ready,6684,0.416564,-2.377239,-1.960675,0.416564,-2.697797,-2.281233,224455,0.917427,0.971639
bybit_perp,ARB,20230718,tick,6101,0.416513,-2.347296,-1.930783,0.416513,-2.742717,-2.326205,224455,0.829387,0.87116
bybit_perp,ARB,20230721,true,2731,0.407105,-1.786823,-1.379718,0.407105,-1.666689,-1.259584,112851,1.0,1.0
bybit_perp,ARB,20230721,lee_ready,3457,0.407834,-1.997087,-1.589252,0.407834,-1.954891,-1.547057,112851,0.929394,0.976939
bybit_perp,ARB,20230721,tick,3262,0.407739,-2.000595,-1.592856,0.407739,-1.916317,-1.508578,112851,0.83184,0.889067
bybit_perp,ARB,20230724,true,2157,0.461339,-1.617548,-1.156209,0.461339,-1.348918,-0.887579,97802,1.0,1.0
bybit_perp,ARB,20230724,lee_ready,2587,0.457749,-1.903671,-1.445922,0.457749,-2.459748,-2.001999,97802,0.94084,0.97488
bybit_perp,ARB,20230724,tick,2316,0.457214,-1.964417,-1.507203,0.457214,-2.966195,-2.508981,97802,0.844369,0.884243
bybit_perp,ARB,20230727,true,1029,0.426883,-1.464628,-1.037745,0.426883,-1.625144,-1.198261,61393,1.0,1.0
bybit_perp,ARB,20230727,lee_ready,1250,0.426142,-1.606501,-1.180359,0.426142,-1.705362,-1.279219,61393,0.925904,0.982872
bybit_perp,ARB,20230727,tick,1189,0.427204,-1.617983,-1.190779,0.427204,-1.713404,-1.2862,61393,0.852899,0.895167
bybit_perp,ARB,20230730,true,900,0.478324,-1.630672,-1.152348,0.478324,-1.808424,-1.3301,61692,1.0,1.0
bybit_perp,ARB,20230730,lee_ready,1136,0.480812,-2.134893,-1.654081,0.480812,-2.341906,-1.861094,61692,0.942488,0.973685
bybit_perp,ARB,20230730,tick,1036,0.480285,-1.910622,-1.430337,0.480285,-1.428356,-0.948071,61692,0.860371,0.895664
bybit_perp,ARB,20230802,true,1539,0.444266,-1.609021,-1.164755,0.444266,-1.735859,-1.291593,75782,1.0,1.0
bybit_perp,ARB,20230802,lee_ready,1882,0.446436,-1.756928,-1.310492,0.446436,-1.873164,-1.426728,75782,0.947415,0.97971
bybit_perp,ARB,20230802,tick,1780,0.445716,-1.698854,-1.253139,0.445716,-1.87137,-1.425654,75782,0.860732,0.894905
bybit_perp,ARB,20230805,true,599,0.442116,-1.68939,-1.247274,0.442116,-1.393703,-0.951587,35519,1.0,1.0
bybit_perp,ARB,20230805,lee_ready,739,0.441596,-1.711206,-1.26961,0.441596,-1.410533,-0.968937,35519,0.956474,0.986706
bybit_perp,ARB,20230805,tick,703,0.442421,-1.690514,-1.248093,0.442421,-1.414991,-0.97257,35519,0.863172,0.889139
bybit_perp,ARB,20230808,true,1059,0.443427,-1.70025,-1.256823,0.443427,-1.377678,-0.934251,63055,1.0,1.0
bybit_perp,ARB,20230808,lee_ready,1279,0.442225,-1.88317,-1.440945,0.442225,-1.633792,-1.191567,63055,0.947506,0.983345
bybit_perp,ARB,20230808,tick,1222,0.442671,-1.857181,-1.41451,0.442671,-1.604449,-1.161778,63055,0.858314,0.898367
bybit_perp,ARB,20230811,true,432,0.436065,-1.316824,-0.880759,0.436065,-1.300649,-0.864584,27189,1.0,1.0
bybit_perp,ARB,20230811,lee_ready,496,0.446871,-1.405441,-0.95857,0.446871,-1.313131,-0.86626,27189,0.955754,0.980012
bybit_perp,ARB,20230811,tick,477,0.435673,-1.378059,-0.942386,0.435673,-1.295783,-0.86011,27189,0.838648,0.888815
bybit_perp,ARB,20230814,true,679,0.44694,-1.333577,-0.886637,0.44694,-1.429632,-0.982693,45417,1.0,1.0
bybit_perp,ARB,20230814,lee_ready,753,0.449541,-1.396602,-0.947061,0.449541,-1.555941,-1.1064,45417,0.966951,0.977329
bybit_perp,ARB,20230814,tick,719,0.448257,-1.454624,-1.006368,0.448257,-1.653973,-1.205716,45417,0.896911,0.925882
bybit_perp,ARB,20230817,true,3324,0.7874,-1.260062,-0.472662,0.7874,0.168102,0.955502,202279,1.0,1.0
bybit_perp,ARB,20230817,lee_ready,4480,0.752269,-1.878254,-1.125985,0.752269,-1.417005,-0.664736,202279,0.903885,0.938766
bybit_perp,ARB,20230817,tick,3917,0.747662,-1.673839,-0.926177,0.747662,-2.357669,-1.610007,202279,0.83194,0.864218
bybit_perp,ARB,20230820,true,776,0.500606,-1.992483,-1.491877,0.500606,-1.945755,-1.445149,37051,1.0,1.0
bybit_perp,ARB,20230820,lee_ready,934,0.503322,-2.009433,-1.506111,0.503322,-2.002776,-1.499454,37051,0.955737,0.992362
bybit_perp,ARB,20230820,tick,885,0.501532,-2.016022,-1.51449,0.501532,-2.058018,-1.556486,37051,0.852851,0.911038
bybit_perp,ARB,20230823,true,1287,0.516172,-1.669266,-1.153093,0.516172,-1.643473,-1.127301,70398,1.0,1.0
bybit_perp,ARB,20230823,lee_ready,1565,0.517218,-1.810442,-1.293224,0.517218,-2.15494,-1.637722,70398,0.951007,0.981063
bybit_perp,ARB,20230823,tick,1412,0.520496,-1.743183,-1.222688,0.520496,-2.108166,-1.587671,70398,0.842907,0.894006
bybit_perp,ARB,20230826,true,600,0.536647,-1.851358,-1.314711,0.536647,-2.108023,-1.571376,40912,1.0,1.0
bybit_perp,ARB,20230826,lee_ready,710,0.535383,-2.111696,-1.576313,0.535383,-2.421855,-1.886472,40912,0.968249,0.991264
bybit_perp,ARB,20230826,tick,660,0.535909,-2.130027,-1.594119,0.535909,-2.401013,-1.865105,40912,0.875367,0.923651
bybit_perp,ARB,20230829,true,2161,0.553355,-2.153062,-1.599708,0.553355,-2.149039,-1.595684,110662,1.0,1.0
bybit_perp,ARB,20230829,lee_ready,2738,0.553934,-2.332114,-1.778181,0.553934,-2.248144,-1.694211,110662,0.935235,0.964916
bybit_perp,ARB,20230829,tick,2370,0.552617,-2.320227,-1.767611,0.552617,-2.61355,-2.060934,110662,0.830321,0.864891
bybit_perp,ARB,20230901,true,1393,0.567736,-2.106136,-1.538401,0.567736,-2.270348,-1.702613,80455,1.0,1.0
bybit_perp,ARB,20230901,lee_ready,1737,0.570317,-2.203463,-1.633146,0.570317,-2.217097,-1.64678,80455,0.941048,0.971054
bybit_perp,ARB,20230901,tick,1541,0.569014,-2.131984,-1.56297,0.569014,-2.162761,-1.593747,80455,0.834765,0.866263
bybit_perp,ARB,20230904,true,1045,0.559589,-1.931323,-1.371735,0.559589,-2.028573,-1.468984,62381,1.0,1.0
bybit_perp,ARB,20230904,lee_ready,1263,0.560584,-2.080013,-1.519428,0.560584,-2.157672,-1.597088,62381,0.936359,0.979727
bybit_perp,ARB,20230904,tick,1202,0.56036,-2.105107,-1.544747,0.56036,-2.10444,-1.54408,62381,0.825027,0.881554
bybit_perp,ARB,20230907,true,907,0.564192,-1.931649,-1.367456,0.564192,-1.622069,-1.057876,46401,1.0,1.0
bybit_perp,ARB,20230907,lee_ready,1072,0.564198,-2.117158,-1.55296,0.564198,-1.733476,-1.169278,46401,0.953579,0.987632
bybit_perp,ARB,20230907,tick,1013,0.562251,-2.069671,-1.50742,0.562251,-1.665169,-1.102919,46401,0.841965,0.885769
bybit_perp,ARB,20230910,true,1554,0.616823,-3.197402,-2.580579,0.616823,-2.409148,-1.792325,90554,1.0,1.0
bybit_perp,ARB,20230910,lee_ready,1943,0.617317,-3.227634,-2.610316,0.617317,-2.880811,-2.263494,90554,0.932096,0.96269
bybit_perp,ARB,20230910,tick,1787,0.612442,-2.6317,-2.019257,0.612442,-1.912163,-1.299721,90554,0.853546,0.90985
bybit_perp,ARB,20230913,true,2873,0.744512,-2.214937,-1.470425,0.744512,-2.284266,-1.539753,150277,1.0,1.0
bybit_perp,ARB,20230913,lee_ready,3712,0.735185,-2.630663,-1.895478,0.735185,-3.022278,-2.287093,150277,0.91722,0.951482
bybit_perp,ARB,20230913,tick,3288,0.728735,-2.948017,-2.219282,0.728735,-3.332244,-2.603509,150277,0.845911,0.88245
bybit_perp,ARB,20230916,true,1346,0.617094,-3.007669,-2.390575,0.617094,-3.856121,-3.239027,65721,1.0,1.0
bybit_perp,ARB,20230916,lee_ready,1786,0.618265,-3.049036,-2.430771,0.618265,-4.312017,-3.693753,65721,0.942423,0.989568
bybit_perp,ARB,20230916,tick,1633,0.617689,-3.00342,-2.385731,0.617689,-4.276637,-3.658948,65721,0.835136,0.883151
bybit_perp,ARB,20230919,true,1420,0.607448,-2.086993,-1.479545,0.607448,-2.74584,-2.138392,75934,1.0,1.0
bybit_perp,ARB,20230919,lee_ready,1820,0.605701,-2.301236,-1.695536,0.605701,-3.078877,-2.473176,75934,0.948468,0.981824
bybit_perp,ARB,20230919,tick,1662,0.605008,-2.310069,-1.705061,0.605008,-3.152825,-2.547817,75934,0.842324,0.880445
bybit_perp,ARB,20230922,true,949,0.600217,-1.989252,-1.389035,0.600217,-2.099217,-1.499,55050,1.0,1.0
bybit_perp,ARB,20230922,lee_ready,1277,0.602558,-2.241853,-1.639294,0.602558,-2.47629,-1.873732,55050,0.933896,0.985098
bybit_perp,ARB,20230922,tick,1228,0.602332,-2.233952,-1.631621,0.602332,-2.540687,-1.938356,55050,0.817293,0.888592
bybit_perp,ARB,20230925,true,898,0.6292,-2.387491,-1.758291,0.6292,-2.328598,-1.699398,46269,1.0,1.0
bybit_perp,ARB,20230925,lee_ready,1164,0.629572,-2.422971,-1.793399,0.629572,-2.397068,-1.767495,46269,0.938447,0.988709
bybit_perp,ARB,20230925,tick,1078,0.628285,-2.369564,-1.74128,0.628285,-2.378767,-1.750482,46269,0.829756,0.878525
bybit_perp,ARB,20230928,true,1820,0.590739,-2.227903,-1.637164,0.590739,-2.025872,-1.435133,95593,1.0,1.0
bybit_perp,ARB,20230928,lee_ready,2431,0.592519,-2.601819,-2.0093,0.592519,-2.549589,-1.95707,95593,0.934336,0.976061
bybit_perp,ARB,20230928,tick,2173,0.591103,-2.552604,-1.961501,0.591103,-2.578774,-1.987671,95593,0.847604,0.899087
bybit_perp,ARB,20231001,true,2289,0.568085,-2.586488,-2.018403,0.568085,-2.867357,-2.299272,115067,1.0,1.0
bybit_perp,ARB,20231001,lee_ready,2882,0.563608,-2.715416,-2.151808,0.563608,-2.80368,-2.240073,115067,0.921454,0.957289
bybit_perp,ARB,20231001,tick,2536,0.562135,-2.73502,-2.172885,0.562135,-2.824436,-2.2623,115067,0.843735,0.888731
bybit_perp,ARB,20231004,true,2239,0.602363,-2.224946,-1.622583,0.602363,-3.095132,-2.49277,101609,1.0,1.0
bybit_perp,ARB,20231004,lee_ready,2802,0.600829,-2.287418,-1.686589,0.600829,-2.462853,-1.862024,101609,0.916671,0.969648
bybit_perp,ARB,20231004,tick,2473,0.598888,-2.444457,-1.845569,0.598888,-2.647548,-2.048661,101609,0.830005,0.884629
bybit_perp,ARB,20231007,true,826,0.570361,-1.848903,-1.278542,0.570361,-1.922716,-1.352355,39451,1.0,1.0
bybit_perp,ARB,20231007,lee_ready,1026,0.569637,-1.998011,-1.428374,0.569637,-2.177509,-1.607872,39451,0.951738,0.989222
bybit_perp,ARB,20231007,tick,940,0.569781,-2.039823,-1.470042,0.569781,-2.27039,-1.700609,39451,0.854123,0.900243
bybit_perp,ARB,20231010,true,987,0.610192,-1.936311,-1.326119,0.610192,-2.386676,-1.776484,57931,1.0,1.0
bybit_perp,ARB,20231010,lee_ready,1224,0.610595,-2.163939,-1.553344,0.610595,-2.752529,-2.141934,57931,0.954705,0.988757
bybit_perp,ARB,20231010,tick,1131,0.610721,-2.167416,-1.556695,0.610721,-2.878877,-2.268156,57931,0.847836,0.882893
bybit_perp,ARB,20231013,true,894,0.638868,-2.382853,-1.743986,0.638868,-2.9132,-2.274333,57818,1.0,1.0
bybit_perp,ARB,20231013,lee_ready,1113,0.640651,-2.304536,-1.663885,0.640651,-2.457167,-1.816516,57818,0.950552,0.969547
bybit_perp,ARB,20231013,tick,1007,0.639908,-2.460394,-1.820487,0.639908,-2.399993,-1.760085,57818,0.857173,0.88152
bybit_perp,ARB,20231016,true,1537,0.655515,-2.196915,-1.5414,0.655515,-0.980837,-0.325322,105363,1.0,1.0
bybit_perp,ARB,20231016,lee_ready,1895,0.657823,-2.101193,-1.44337,0.657823,-1.619548,-0.961725,105363,0.921453,0.941769
bybit_perp,ARB,20231016,tick,1598,0.657698,-1.909995,-1.252297,0.657698,-0.888928,-0.23123,105363,0.818693,0.851306
bybit_perp,ARB,20231019,true,693,0.677435,-2.178106,-1.500671,0.677435,-2.588323,-1.910888,42534,1.0,1.0
bybit_perp,ARB,20231019,lee_ready,836,0.680088,-2.144053,-1.463965,0.680088,-2.245747,-1.565659,42534,0.946866,0.967693
bybit_perp,ARB,20231019,tick,745,0.67429,-2.416168,-1.741878,0.67429,-2.688809,-2.014519,42534,0.835026,0.86261
