venue,coin,date,rule,n_fills,spread_capture_bp_10s,adverse_select_bp_10s,net_markout_bp_10s,spread_capture_bp_60s,adverse_select_bp_60s,net_markout_bp_60s,n_trades,sign_accuracy,sign_accuracy_szw
bybit_perp,BNB,20250213,tick,32046,0.422741,-1.250675,-0.827933,0.422741,-1.066775,-0.644033,983645,0.902958,0.929184
bybit_perp,BNB,20250216,true,24525,0.382884,-1.12954,-0.746657,0.382884,-0.988274,-0.60539,285975,1.0,1.0
bybit_perp,BNB,20250216,lee_ready,25732,0.384735,-1.132262,-0.747527,0.384735,-1.05379,-0.669055,285975,0.968976,0.969269
bybit_perp,BNB,20250216,tick,20075,0.384406,-1.215672,-0.831266,0.384406,-1.066236,-0.68183,285975,0.87001,0.90986
bybit_perp,BNB,20250219,true,17885,0.396048,-1.193968,-0.797919,0.396048,-1.360472,-0.964424,228139,1.0,1.0
bybit_perp,BNB,20250219,lee_ready,18286,0.396864,-1.20629,-0.809426,0.396864,-1.31283,-0.915966,228139,0.979118,0.97523
bybit_perp,BNB,20250219,tick,14108,0.398638,-1.152191,-0.753553,0.398638,-1.225437,-0.826799,228139,0.85593,0.908121
bybit_perp,BNB,20250222,true,7533,0.427452,-1.425209,-0.997757,0.427452,-1.858161,-1.430709,171020,1.0,1.0
bybit_perp,BNB,20250222,lee_ready,7889,0.432323,-1.417476,-0.985154,0.432323,-1.76425,-1.331927,171020,0.9735,0.961175
bybit_perp,BNB,20250222,tick,6163,0.4304,-1.29225,-0.86185,0.4304,-1.842097,-1.411697,171020,0.917589,0.923265
bybit_perp,BNB,20250225,true,18300,0.428059,-1.35911,-0.931051,0.428059,-0.793341,-0.365282,307929,1.0,1.0
bybit_perp,BNB,20250225,lee_ready,19581,0.430654,-1.278121,-0.847466,0.430654,-0.764956,-0.334302,307929,0.96694,0.937187
bybit_perp,BNB,20250225,tick,14509,0.431291,-1.25127,-0.819979,0.431291,-0.915946,-0.484655,307929,0.850313,0.871988
bybit_perp,BNB,20250228,true,17698,0.442195,-1.549291,-1.107096,0.442195,-1.474423,-1.032228,272903,1.0,1.0
bybit_perp,BNB,20250228,lee_ready,19075,0.443664,-1.490328,-1.046664,0.443664,-1.4699,-1.026236,272903,0.972382,0.961359
bybit_perp,BNB,20250228,tick,15670,0.443296,-1.467365,-1.024069,0.443296,-1.429633,-0.986337,272903,0.855256,0.847307
bybit_perp,BNB,20250303,true,15392,0.429874,-1.154994,-0.725119,0.429874,-0.913026,-0.483152,263657,1.0,1.0
bybit_perp,BNB,20250303,lee_ready,16404,0.431972,-1.159465,-0.727493,0.431972,-0.844314,-0.412342,263657,0.978112,0.968698
bybit_perp,BNB,20250303,tick,13801,0.431678,-1.126264,-0.694586,0.431678,-0.919896,-0.488218,263657,0.859932,0.863397
bybit_perp,BNB,20250306,true,8294,0.421859,-1.32792,-0.906062,0.421859,-1.428248,-1.006389,132851,1.0,1.0
bybit_perp,BNB,20250306,lee_ready,8560,0.422522,-1.348506,-0.925985,0.422522,-1.464167,-1.041646,132851,0.986534,0.980864
bybit_perp,BNB,20250306,tick,7426,0.42299,-1.317057,-0.894066,0.42299,-1.422642,-0.999652,132851,0.873783,0.878251
bybit_perp,BNB,20250309,true,9238,0.442734,-1.44738,-1.004646,0.442734,-1.257264,-0.81453,133166,1.0,1.0
bybit_perp,BNB,20250309,lee_ready,9584,0.443051,-1.462279,-1.019228,0.443051,-1.254704,-0.811652,133166,0.984418,0.981473
bybit_perp,BNB,20250309,tick,8436,0.442936,-1.441702,-0.998766,0.442936,-1.370456,-0.92752,133166,0.850292,0.839064
bybit_perp,BNB,20250312,true,5783,0.945025,-1.846502,-0.901477,0.945025,-2.353861,-1.408836,176988,1.0,1.0
bybit_perp,BNB,20250312,lee_ready,6470,0.944101,-1.975373,-1.031273,0.944101,-2.646916,-1.702815,176988,0.919763,0.950343
bybit_perp,BNB,20250312,tick,5300,0.946643,-1.979646,-1.033003,0.946643,-2.226505,-1.279862,176988,0.866256,0.892573
bybit_perp,BNB,20250315,true,2805,0.829216,-1.768044,-0.938828,0.829216,-1.571378,-0.742162,91840,1.0,1.0
bybit_perp,BNB,20250315,lee_ready,2954,0.829548,-1.769327,-0.939779,0.829548,-1.686314,-0.856766,91840,0.974837,0.980822
bybit_perp,BNB,20250315,tick,2498,0.829171,-1.827098,-0.997927,0.829171,-1.769413,-0.940243,91840,0.865984,0.88493
bybit_perp,BNB,20250318,true,7367,0.799257,-1.557419,-0.758162,0.799257,-1.603338,-0.804081,211332,1.0,1.0
bybit_perp,BNB,20250318,lee_ready,7640,0.801498,-1.585215,-0.783718,0.801498,-1.594943,-0.793445,211332,0.966082,0.972018
bybit_perp,BNB,20250318,tick,6334,0.799572,-1.578163,-0.778591,0.799572,-1.665961,-0.866389,211332,0.866054,0.877545
bybit_perp,BNB,20250321,true,4351,0.789621,-0.797406,-0.007785,0.789621,-0.920937,-0.131316,190337,1.0,1.0
bybit_perp,BNB,20250321,lee_ready,4552,0.790089,-0.796534,-0.006445,0.790089,-0.774532,0.015558,190337,0.978091,0.985458
bybit_perp,BNB,20250321,tick,3649,0.789816,-0.863276,-0.07346,0.789816,-1.064636,-0.274819,190337,0.860442,0.884567
bybit_perp,BNB,20250324,true,2180,0.798362,-1.633314,-0.834952,0.798362,-0.817357,-0.018994,128068,1.0,1.0
bybit_perp,BNB,20250324,lee_ready,2360,0.797874,-1.555971,-0.758097,0.797874,0.604024,1.401898,128068,0.973717,0.979231
bybit_perp,BNB,20250324,tick,1900,0.798935,-1.759262,-0.960327,0.798935,-1.077898,-0.278963,128068,0.896461,0.908085
bybit_perp,BNB,20250327,true,3373,0.791409,-1.180202,-0.388794,0.791409,-1.738695,-0.947287,195181,1.0,1.0
bybit_perp,BNB,20250327,lee_ready,3661,0.800852,-1.223396,-0.422545,0.800852,-1.594235,-0.793383,195181,0.960119,0.969812
bybit_perp,BNB,20250327,tick,3032,0.791776,-1.302082,-0.510306,0.791776,-1.957439,-1.165663,195181,0.896722,0.898319
bybit_perp,BNB,20250330,true,1226,0.828305,-1.708891,-0.880586,0.828305,-1.929852,-1.101547,89778,1.0,1.0
bybit_perp,BNB,20250330,lee_ready,1433,0.828734,-2.074481,-1.245747,0.828734,-2.081586,-1.252852,89778,0.947303,0.98028
bybit_perp,BNB,20250330,tick,1132,0.82817,-1.679979,-0.851809,0.82817,-1.570963,-0.742793,89778,0.856234,0.871674
bybit_perp,BNB,20250402,true,2799,0.836887,-1.592671,-0.755784,0.836887,-1.588996,-0.752109,195699,1.0,1.0
bybit_perp,BNB,20250402,lee_ready,3107,0.840806,-1.459122,-0.618316,0.840806,-1.35354,-0.512735,195699,0.964083,0.954859
bybit_perp,BNB,20250402,tick,2541,0.838307,-1.449136,-0.610829,0.838307,-0.813461,0.024847,195699,0.870878,0.85506
bybit_perp,BNB,20250405,true,553,0.841992,-1.131906,-0.289913,0.841992,-0.568264,0.273728,50128,1.0,1.0
bybit_perp,BNB,20250405,lee_ready,569,0.842031,-1.138581,-0.296549,0.842031,-0.584848,0.257184,50128,0.993297,0.987262
bybit_perp,BNB,20250405,tick,501,0.841684,-1.192003,-0.35032,0.841684,-0.478964,0.362719,50128,0.903527,0.911106
bybit_perp,BNB,20250408,true,1486,0.899237,-1.623726,-0.724489,0.899237,-1.850563,-0.951326,131959,1.0,1.0
bybit_perp,BNB,20250408,lee_ready,1538,0.899165,-1.598289,-0.699124,0.899165,-1.640291,-0.741126,131959,0.985647,0.980313
bybit_perp,BNB,20250408,tick,1282,0.899682,-1.640054,-0.740372,0.899682,-1.887611,-0.987929,131959,0.859502,0.868109
bybit_perp,BNB,20250411,true,871,0.860629,-1.379249,-0.51862,0.860629,-1.327229,-0.4666,67162,1.0,1.0
bybit_perp,BNB,20250411,lee_ready,898,0.86056,-1.379897,-0.519337,0.86056,-1.338904,-0.478343,67162,0.988654,0.977171
bybit_perp,BNB,20250411,tick,739,0.861255,-1.346039,-0.484783,0.861255,-1.328491,-0.467236,67162,0.865936,0.881007
bybit_perp,BNB,20250414,true,940,0.850268,-1.709577,-0.859309,0.850268,-1.46108,-0.610812,75002,1.0,1.0
bybit_perp,BNB,20250414,lee_ready,965,0.850322,-1.66161,-0.811288,0.850322,-1.359689,-0.509367,75002,0.990334,0.978838
bybit_perp,BNB,20250414,tick,836,0.850243,-1.604847,-0.754604,0.850243,-1.250475,-0.400231,75002,0.878843,0.887867
bybit_perp,BNB,20250417,true,705,0.852913,-1.541846,-0.688934,0.852913,-1.379185,-0.526273,59732,1.0,1.0
bybit_perp,BNB,20250417,lee_ready,717,0.852851,-1.532581,-0.67973,0.852851,-1.38229,-0.52944,59732,0.9887,0.988794
bybit_perp,BNB,20250417,tick,612,0.851873,-1.552353,-0.70048,0.851873,-1.604105,-0.752232,59732,0.893976,0.915944
bybit_perp,BNB,20250420,true,426,0.845494,-1.758147,-0.912653,0.845494,-1.517243,-0.67175,48126,1.0,1.0
bybit_perp,BNB,20250420,lee_ready,433,0.845522,-1.757115,-0.911594,0.845522,-1.523999,-0.678477,48126,0.991543,0.986867
bybit_perp,BNB,20250420,tick,389,0.845433,-1.821216,-0.975783,0.845433,-1.600889,-0.755456,48126,0.919773,0.923193
bybit_perp,BNB,20250423,true,1457,0.84856,-1.099312,-0.250752,0.84856,-0.933506,-0.084946,110539,1.0,1.0
bybit_perp,BNB,20250423,lee_ready,1526,0.853134,-1.041192,-0.188058,0.853134,-0.913735,-0.060601,110539,0.982739,0.972248
bybit_perp,BNB,20250423,tick,1309,0.859627,-1.051357,-0.19173,0.859627,-0.610905,0.248722,110539,0.89287,0.897736
bybit_perp,BNB,20250426,true,458,0.827584,-1.666839,-0.839255,0.827584,-1.835422,-1.007838,58226,1.0,1.0
bybit_perp,BNB,20250426,lee_ready,466,0.827586,-1.670437,-0.842852,0.827586,-1.839503,-1.011917,58226,0.993319,0.984703
bybit_perp,BNB,20250426,tick,419,0.827544,-1.703536,-0.875993,0.827544,-2.025853,-1.198309,58226,0.897451,0.916215
bybit_perp,BNB,20250429,true,523,0.830454,-1.200687,-0.370233,0.830454,-1.442515,-0.61206,66164,1.0,1.0
bybit_perp,BNB,20250429,lee_ready,545,0.830298,-1.258406,-0.428108,0.830298,-1.505909,-0.675612,66164,0.985596,0.986228
bybit_perp,BNB,20250429,tick,499,0.830625,-1.25515,-0.424525,0.830625,-1.63126,-0.800635,66164,0.900459,0.91425
bybit_perp,BNB,20250502,true,385,0.836818,-1.019839,-0.183021,0.836818,-0.603361,0.233457,44684,1.0,1.0
bybit_perp,BNB,20250502,lee_ready,392,0.836806,-1.040224,-0.203418,0.836806,-0.686554,0.150251,44684,0.99069,0.98206
bybit_perp,BNB,20250502,tick,316,0.837089,-1.217191,-0.380102,0.837089,-0.794163,0.042926,44684,0.895018,0.908353
bybit_perp,BNB,20250505,true,473,0.842191,-1.474294,-0.632103,0.842191,-1.630966,-0.788775,65364,1.0,1.0
bybit_perp,BNB,20250505,lee_ready,491,0.842213,-1.523059,-0.680847,0.842213,-1.742768,-0.900556,65364,0.984762,0.978874
bybit_perp,BNB,20250505,tick,426,0.841914,-1.577742,-0.735828,0.841914,-1.268708,-0.426794,65364,0.902668,0.891317
bybit_perp,BNB,20250508,true,912,0.814925,-1.372255,-0.55733,0.814925,-0.623808,0.191117,113162,1.0,1.0
bybit_perp,BNB,20250508,lee_ready,975,0.815234,-1.371332,-0.556097,0.815234,-0.543256,0.271978,113162,0.981336,0.977475
bybit_perp,BNB,20250508,tick,803,0.815993,-1.409829,-0.593836,0.815993,-0.359512,0.456481,113162,0.894399,0.876257
bybit_perp,BNB,20250511,true,1366,0.764867,-1.163323,-0.398456,0.764867,-1.152016,-0.387149,110617,1.0,1.0
bybit_perp,BNB,20250511,lee_ready,1427,0.766311,-1.173995,-0.407684,0.766311,-1.109767,-0.343456,110617,0.986539,0.97707
bybit_perp,BNB,20250511,tick,1243,0.766085,-1.15858,-0.392495,0.766085,-1.113919,-0.347834,110617,0.898135,0.887441
bybit_perp,BNB,20250514,true,1201,0.767965,-1.902376,-1.134411,0.767965,-2.006602,-1.238637,91995,1.0,1.0
bybit_perp,BNB,20250514,lee_ready,1339,0.768287,-1.017134,-0.248847,0.768287,-3.797738,-3.02945,91995,0.986314,0.975122
bybit_perp,BNB,20250514,tick,1185,0.767008,-0.69308,0.073927,0.767008,-4.02055,-3.253542,91995,0.885439,0.877501
bybit_perp,BNB,20250517,true,1460,0.781232,-1.428245,-0.647013,0.781232,-1.39805,-0.616818,77888,1.0,1.0
bybit_perp,BNB,20250517,lee_ready,1571,0.781328,-1.73282,-0.951492,0.781328,-1.40391,-0.622582,77888,0.987456,0.98647
bybit_perp,BNB,20250517,tick,1228,0.781428,-1.441246,-0.659818,0.781428,-1.521351,-0.739923,77888,0.879429,0.880637
bybit_perp,BNB,20250520,true,1049,0.776506,-1.584251,-0.807745,0.776506,-1.663801,-0.887295,67044,1.0,1.0
bybit_perp,BNB,20250520,lee_ready,1080,0.776391,-1.594667,-0.818276,0.776391,-1.643464,-0.867073,67044,0.985248,0.980514
bybit_perp,BNB,20250520,tick,905,0.777235,-1.601876,-0.824641,0.777235,-1.672811,-0.895577,67044,0.882555,0.875652
bybit_perp,BNB,20250523,true,2321,0.753988,-1.572177,-0.818189,0.753988,-1.654599,-0.900611,121790,1.0,1.0
bybit_perp,BNB,20250523,lee_ready,2432,0.757416,-1.474746,-0.71733,0.757416,-1.610966,-0.85355,121790,0.975458,0.969927
bybit_perp,BNB,20250523,tick,2007,0.757315,-1.445443,-0.688128,0.757315,-1.649751,-0.892435,121790,0.88201,0.87589
bybit_perp,BNB,20250526,true,972,0.743015,-1.330122,-0.587107,0.743015,-1.213963,-0.470948,56852,1.0,1.0
bybit_perp,BNB,20250526,lee_ready,991,0.744502,-1.313596,-0.569094,0.744502,-1.157673,-0.413171,56852,0.984627,0.983735
bybit_perp,BNB,20250526,tick,851,0.743086,-1.361329,-0.618244,0.743086,-1.177165,-0.434079,56852,0.887445,0.890044
bybit_perp,BNB,20250529,true,1832,0.749003,-1.584719,-0.835715,0.749003,-1.421424,-0.672421,108774,1.0,1.0
bybit_perp,BNB,20250529,lee_ready,1943,0.752807,-1.457282,-0.704475,0.752807,-1.373418,-0.620611,108774,0.978662,0.96074
bybit_perp,BNB,20250529,tick,1669,0.751152,-1.522162,-0.77101,0.751152,-1.394415,-0.643263,108774,0.897457,0.895504
bybit_perp,BNB,20250601,true,881,0.76523,-1.451929,-0.686699,0.76523,-1.40866,-0.64343,55536,1.0,1.0
bybit_perp,BNB,20250601,lee_ready,909,0.765111,-1.460784,-0.695673,0.765111,-1.407178,-0.642067,55536,0.989628,0.986867
bybit_perp,BNB,20250601,tick,800,0.765183,-1.512558,-0.747375,0.765183,-1.461536,-0.696353,55536,0.869778,0.841686
bybit_perp,BNB,20250604,true,722,0.754021,-1.177999,-0.423978,0.754021,-1.413499,-0.659478,50251,1.0,1.0
bybit_perp,BNB,20250604,lee_ready,732,0.753943,-1.176263,-0.42232,0.753943,-1.394138,-0.640195,50251,0.990647,0.987553
bybit_perp,BNB,20250604,tick,609,0.754618,-1.177239,-0.422621,0.754618,-1.375947,-0.621329,50251,0.877455,0.869766
bybit_perp,BNB,20250607,true,381,0.771525,-1.24415,-0.472625,0.771525,-1.194097,-0.422571,32857,1.0,1.0
bybit_perp,BNB,20250607,lee_ready,394,0.773537,-1.216821,-0.443284,0.773537,-1.168059,-0.394522,32857,0.989956,0.970984
bybit_perp,BNB,20250607,tick,359,0.7718,-1.256247,-0.484447,0.7718,-1.082531,-0.310731,32857,0.876495,0.868612
bybit_perp,BNB,20250610,true,756,0.753086,-1.401836,-0.648749,0.753086,-1.106622,-0.353535,65101,1.0,1.0
bybit_perp,BNB,20250610,lee_ready,799,0.7528,-1.429465,-0.676666,0.7528,-1.084082,-0.331282,65101,0.987911,0.98368
bybit_perp,BNB,20250610,tick,704,0.752997,-1.372802,-0.619805,0.752997,-0.828741,-0.075744,65101,0.876423,0.862468
bybit_perp,BNB,20250613,true,1010,0.775641,-1.29482,-0.519179,0.775641,-1.604639,-0.828997,102373,1.0,1.0
bybit_perp,BNB,20250613,lee_ready,1132,0.775482,-0.989416,-0.213933,0.775482,-0.805862,-0.03038,102373,0.982251,0.975988
bybit_perp,BNB,20250613,tick,893,0.775958,-1.528558,-0.7526,0.775958,-2.054578,-1.27862,102373,0.868921,0.84681
bybit_perp,BNB,20250616,true,502,0.764105,-1.296371,-0.532266,0.764105,-0.99544,-0.231336,47878,1.0,1.0
bybit_perp,BNB,20250616,lee_ready,511,0.76414,-1.300515,-0.536375,0.76414,-1.052912,-0.288773,47878,0.99035,0.991451
bybit_perp,BNB,20250616,tick,432,0.764226,-1.393811,-0.629585,0.764226,-1.200781,-0.436555,47878,0.86098,0.834309
bybit_perp,BNB,20250619,true,353,0.777729,-1.467301,-0.689572,0.777729,-1.806523,-1.028794,32614,1.0,1.0
bybit_perp,BNB,20250619,lee_ready,359,0.777748,-1.468812,-0.691064,0.777748,-1.824106,-1.046358,32614,0.99724,0.996441
bybit_perp,BNB,20250619,tick,310,0.777648,-1.304265,-0.526617,0.777648,-1.75558,-0.977932,32614,0.881247,0.884333
bybit_perp,BNB,20250622,true,1086,0.815795,-1.29876,-0.482965,0.815795,-1.357072,-0.541277,91846,1.0,1.0
bybit_perp,BNB,20250622,lee_ready,1245,0.816534,-1.472523,-0.655989,0.816534,-1.343805,-0.52727,91846,0.977843,0.980478
bybit_perp,BNB,20250622,tick,953,0.816036,-1.406075,-0.590039,0.816036,-1.155318,-0.339282,91846,0.865035,0.850184
bybit_perp,BNB,20250625,true,572,0.790505,-2.328067,-1.537562,0.790505,-2.66736,-1.876855,62894,1.0,1.0
bybit_perp,BNB,20250625,lee_ready,605,0.793394,-2.412547,-1.619153,0.793394,-2.807128,-2.013734,62894,0.953032,0.96476
bybit_perp,BNB,20250625,tick,492,0.788289,-2.062506,-1.274216,0.788289,-2.416322,-1.628032,62894,0.864025,0.87543
bybit_perp,BNB,20250628,true,188,0.777718,-1.48544,-0.707722,0.777718,-2.016624,-1.238906,19613,1.0,1.0
bybit_perp,BNB,20250628,lee_ready,200,0.785113,-1.488965,-0.703853,0.785113,-1.941882,-1.156769,19613,0.964666,0.9878
bybit_perp,BNB,20250628,tick,177,0.777818,-1.455103,-0.677284,0.777818,-1.870738,-1.09292,19613,0.881813,0.907798
bybit_perp,BNB,20250701,true,410,0.781276,-1.055373,-0.274097,0.781276,-0.95241,-0.171134,45760,1.0,1.0
bybit_perp,BNB,20250701,lee_ready,419,0.78106,-1.043684,-0.262624,0.78106,-0.920638,-0.139579,45760,0.990013,0.989008
bybit_perp,BNB,20250701,tick,376,0.782284,-1.109913,-0.327628,0.782284,-1.04723,-0.264946,45760,0.9125,0.909692
bybit_perp,BNB,20250704,true,480,0.761722,-1.252351,-0.490629,0.761722,-1.307841,-0.546119,46657,1.0,1.0
bybit_perp,BNB,20250704,lee_ready,504,0.761851,-1.229254,-0.467403,0.761851,-1.370184,-0.608333,46657,0.988855,0.985475
bybit_perp,BNB,20250704,tick,444,0.761294,-1.27494,-0.513646,0.761294,-1.459386,-0.698092,46657,0.8959,0.893823
bybit_perp,BNB,20250707,true,317,0.759579,-1.582195,-0.822616,0.759579,-1.410219,-0.65064,38779,1.0,1.0
bybit_perp,BNB,20250707,lee_ready,323,0.759578,-1.61865,-0.859073,0.759578,-1.398005,-0.638427,38779,0.988422,0.9953
bybit_perp,BNB,20250707,tick,300,0.759717,-1.484927,-0.725211,0.759717,-1.277626,-0.517909,38779,0.896232,0.8817
bybit_perp,BNB,20250710,true,896,0.741155,-1.519842,-0.778687,0.741155,-1.079014,-0.337859,72368,1.0,1.0
bybit_perp,BNB,20250710,lee_ready,1054,0.741391,-1.369198,-0.627807,0.741391,-1.298206,-0.556815,72368,0.977048,0.982255
bybit_perp,BNB,20250710,tick,947,0.741979,-1.539031,-0.797052,0.741979,-1.402869,-0.66089,72368,0.895396,0.889353
bybit_perp,BNB,20250713,true,626,0.724165,-1.170444,-0.446279,0.724165,-1.501572,-0.777407,42829,1.0,1.0
bybit_perp,BNB,20250713,lee_ready,644,0.72414,-1.139966,-0.415826,0.72414,-1.54296,-0.818821,42829,0.992832,0.989355
bybit_perp,BNB,20250713,tick,580,0.72411,-1.103272,-0.379161,0.72411,-1.453249,-0.729139,42829,0.871115,0.876253
bybit_perp,BNB,20250716,true,2136,0.715755,-1.59445,-0.878694,0.715755,-1.535496,-0.819741,117508,1.0,1.0
bybit_perp,BNB,20250716,lee_ready,2214,0.71562,-1.552645,-0.837025,0.71562,-1.47149,-0.75587,117508,0.98195,0.983266
bybit_perp,BNB,20250716,tick,1913,0.716032,-1.504436,-0.788405,0.716032,-1.380315,-0.664283,117508,0.857133,0.872428
bybit_perp,BNB,20250719,true,2208,0.684633,-1.5014,-0.816767,0.684633,-1.326615,-0.641983,88645,1.0,1.0
bybit_perp,BNB,20250719,lee_ready,2280,0.684844,-1.49204,-0.807196,0.684844,-1.341209,-0.656366,88645,0.984951,0.987042
bybit_perp,BNB,20250719,tick,1836,0.684958,-1.520405,-0.835447,0.684958,-1.396633,-0.711675,88645,0.839292,0.837926
bybit_perp,BNB,20250722,true,3423,0.657364,-1.657234,-0.999869,0.657364,-1.524617,-0.867253,181888,1.0,1.0
bybit_perp,BNB,20250722,lee_ready,3695,0.656388,-1.574646,-0.918258,0.656388,-0.891186,-0.234798,181888,0.975139,0.978295
bybit_perp,BNB,20250722,tick,3090,0.656426,-1.564392,-0.907966,0.656426,-0.717597,-0.061171,181888,0.855345,0.837629
bybit_perp,BNB,20250725,true,3314,0.654035,-1.433055,-0.77902,0.654035,-1.411025,-0.75699,164712,1.0,1.0
bybit_perp,BNB,20250725,lee_ready,3508,0.65394,-1.311032,-0.657092,0.65394,-1.255592,-0.601651,164712,0.974792,0.96889
bybit_perp,BNB,20250725,tick,2903,0.654975,-1.400075,-0.7451,0.654975,-1.452056,-0.797081,164712,0.847965,0.840866
bybit_perp,BNB,20250727,true,4362,0.614962,-1.554995,-0.940034,0.614962,-1.479647,-0.864685,195500,1.0,1.0
bybit_perp,BNB,20250727,lee_ready,4805,0.615567,-1.682872,-1.067305,0.615567,-1.573655,-0.958088,195500,0.945136,0.955808
bybit_perp,BNB,20250727,tick,4101,0.614672,-1.63804,-1.023368,0.614672,-1.577691,-0.96302,195500,0.882532,0.877959
bybit_perp,BNB,20250728,true,9194,0.600562,-1.384786,-0.784224,0.600562,-1.337867,-0.737305,310595,1.0,1.0
bybit_perp,BNB,20250728,lee_ready,9754,0.601133,-1.420677,-0.819544,0.601133,-1.508848,-0.907715,310595,0.971632,0.961206
bybit_perp,BNB,20250728,tick,8460,0.600704,-1.424567,-0.823863,0.600704,-1.356914,-0.756209,310595,0.864109,0.8651
bybit_perp,BNB,20250731,true,5772,0.628198,-1.37029,-0.742092,0.628198,-1.106778,-0.47858,164701,1.0,1.0
bybit_perp,BNB,20250731,lee_ready,6018,0.629011,-1.352023,-0.723011,0.629011,-0.99548,-0.366469,164701,0.979387,0.969339
bybit_perp,BNB,20250731,tick,4961,0.628282,-1.367883,-0.739601,0.628282,-0.970704,-0.342422,164701,0.868289,0.860429
bybit_perp,BNB,20250801,true,7184,0.653689,-1.536798,-0.883109,0.653689,-1.471889,-0.8182,226854,1.0,1.0
bybit_perp,BNB,20250801,lee_ready,7533,0.654034,-1.508097,-0.854064,0.654034,-1.424825,-0.770791,226854,0.978577,0.967033
bybit_perp,BNB,20250801,tick,6243,0.65461,-1.457519,-0.802909,0.65461,-1.365311,-0.710702,226854,0.847968,0.83468
bybit_perp,BNB,20250803,true,2552,0.670953,-1.449996,-0.779043,0.670953,-2.384291,-1.713338,73857,1.0,1.0
bybit_perp,BNB,20250803,lee_ready,2598,0.670955,-1.428652,-0.757698,0.670955,-2.300747,-1.629792,73857,0.99254,0.984803
bybit_perp,BNB,20250803,tick,2360,0.670995,-1.371472,-0.700477,0.670995,-2.283948,-1.612954,73857,0.833421,0.844179
bybit_perp,BNB,20250806,true,2539,0.657031,-1.29003,-0.632999,0.657031,-1.039582,-0.382551,87681,1.0,1.0
bybit_perp,BNB,20250806,lee_ready,2606,0.657518,-1.268518,-0.610999,0.657518,-1.017588,-0.36007,87681,0.978182,0.977872
bybit_perp,BNB,20250806,tick,2187,0.658588,-1.238879,-0.580292,0.658588,-0.894825,-0.236238,87681,0.835438,0.853075
bybit_perp,BNB,20250809,true,3210,0.620744,-1.311241,-0.690497,0.620744,-1.226179,-0.605435,105754,1.0,1.0
bybit_perp,BNB,20250809,lee_ready,3303,0.620709,-1.302195,-0.681487,0.620709,-1.211372,-0.590664,105754,0.982677,0.97335
bybit_perp,BNB,20250809,tick,2896,0.620817,-1.251483,-0.630666,0.620817,-1.210515,-0.589699,105754,0.864308,0.832339
bybit_perp,BNB,20250811,true,5079,0.620184,-1.469031,-0.848847,0.620184,-1.546269,-0.926085,166872,1.0,1.0
bybit_perp,BNB,20250811,lee_ready,5307,0.620928,-1.418774,-0.797846,0.620928,-1.521927,-0.900999,166872,0.979733,0.961641
bybit_perp,BNB,20250811,tick,4384,0.619279,-1.449774,-0.830494,0.619279,-1.594436,-0.975156,166872,0.873598,0.83275
bybit_perp,BNB,20250812,true,3692,0.612021,-1.29197,-0.679948,0.612021,-1.371959,-0.759938,142185,1.0,1.0
bybit_perp,BNB,20250812,lee_ready,3843,0.612115,-1.29946,-0.687346,0.612115,-1.464019,-0.851904,142185,0.979843,0.968998
bybit_perp,BNB,20250812,tick,3331,0.612123,-1.317139,-0.705015,0.612123,-1.495561,-0.883438,142185,0.865485,0.862949
bybit_perp,BNB,20250815,true,4088,0.600444,-1.293853,-0.693409,0.600444,-1.396746,-0.796302,162734,1.0,1.0
bybit_perp,BNB,20250815,lee_ready,4337,0.601103,-1.227713,-0.626611,0.601103,-1.354398,-0.753295,162734,0.978363,0.968956
bybit_perp,BNB,20250815,tick,3680,0.60095,-1.329309,-0.72836,0.60095,-1.409493,-0.808544,162734,0.867108,0.875877
bybit_perp,BNB,20250816,true,1497,0.603245,-1.380913,-0.777668,0.603245,-1.276097,-0.672851,68818,1.0,1.0
bybit_perp,BNB,20250816,lee_ready,1532,0.603974,-1.40741,-0.803436,0.603974,-1.328539,-0.724566,68818,0.99038,0.986979
bybit_perp,BNB,20250816,tick,1382,0.6035,-1.384976,-0.781476,0.6035,-1.280043,-0.676544,68818,0.86723,0.87292
bybit_perp,BNB,20250818,true,4792,0.599063,-1.397052,-0.797989,0.599063,-1.100688,-0.501625,175748,1.0,1.0
bybit_perp,BNB,20250818,lee_ready,4953,0.598439,-1.355319,-0.756881,0.598439,-1.073151,-0.474713,175748,0.984188,0.971185
bybit_perp,BNB,20250818,tick,4485,0.599338,-1.387221,-0.787883,0.599338,-1.083333,-0.483995,175748,0.882218,0.879721
bybit_perp,BTC,20230401,true,27181,0.019249,-0.418482,-0.399233,0.019249,-0.409711,-0.390463,517708,1.0,1.0
bybit_perp,BTC,20230401,lee_ready,27519,0.021012,-0.427389,-0.406377,0.021012,-0.40075,-0.379737,517708,0.965407,0.96762
bybit_perp,BTC,20230401,tick,26893,0.019155,-0.439718,-0.420563,0.019155,-0.425609,-0.406454,517708,0.959771,0.957963
bybit_perp,BTC,20230404,true,42355,0.019693,-0.583543,-0.56385,0.019693,-0.646794,-0.627101,909549,1.0,1.0
bybit_perp,BTC,20230404,lee_ready,42645,0.020172,-0.585837,-0.565665,0.020172,-0.642196,-0.622024,909549,0.955734,0.963325
bybit_perp,BTC,20230404,tick,41448,0.019706,-0.615698,-0.595992,0.019706,-0.673598,-0.653893,909549,0.942414,0.949738
