coin,date,block,regime,capture_sum,adverse_sum,net_sum,n_fills
AVAX,20250417,asia,mid,0.00042727412073872983,-0.0016552687156945467,-0.0012279946822673082,16.0
AVAX,20250417,europe,calm,0.011492563411593437,-0.0371171198785305,-0.025624554604291916,416.0
AVAX,20250417,europe,mid,0.008299263194203377,-0.02037617564201355,-0.012076911516487598,300.0
AVAX,20250417,us,calm,0.013556232675909996,-0.037406075745821,-0.023849841207265854,492.0
AVAX,20250417,us,mid,0.00868731178343296,-0.025809012353420258,-0.017121696844697,303.0
AVAX,20250426,asia,calm,0.0076609449461102486,-0.053944531828165054,-0.04628358781337738,312.0
AVAX,20250426,asia,mid,0.005260454025119543,-0.03925709426403046,-0.03399663791060448,223.0
AVAX,20250426,europe,calm,0.0072188470512628555,-0.03909279778599739,-0.031873952597379684,300.0
AVAX,20250426,europe,mid,0.022212062031030655,-0.07559490948915482,-0.05338284745812416,870.0
AVAX,20250426,us,calm,0.009375018998980522,-0.049951910972595215,-0.04057689011096954,404.0
AVAX,20250502,asia,calm,0.011770861223340034,-0.027569130063056946,-0.01579826883971691,475.0
AVAX,20250502,asia,mid,0.0075096250511705875,-0.010549511760473251,-0.0030398848466575146,290.0
AVAX,20250502,asia,stress,0.00873904675245285,-1.9589555449783802e-05,0.008719457313418388,199.0
AVAX,20250502,europe,calm,0.009746088646352291,-0.02355308085680008,-0.013806991279125214,376.0
AVAX,20250502,europe,mid,0.029830439016222954,-0.11076962947845459,-0.08093920350074768,1163.0
AVAX,20250502,us,calm,0.01664498820900917,-0.020825689658522606,-0.004180703312158585,666.0
AVAX,20250502,us,mid,0.004836347419768572,-0.013309561647474766,-0.008473213762044907,195.0
AVAX,20250511,asia,calm,0.004021705128252506,-0.026732172816991806,-0.022710468620061874,153.0
AVAX,20250511,asia,mid,0.033957209438085556,-0.15110871195793152,-0.11715148389339447,1486.0
AVAX,20250511,asia,stress,0.01834680885076523,-0.13109952211380005,-0.11275273561477661,727.0
AVAX,20250511,europe,calm,0.012435085140168667,-0.026466861367225647,-0.014031775295734406,565.0
AVAX,20250511,europe,mid,0.013421496376395226,-0.024440661072731018,-0.011019164696335793,598.0
AVAX,20250511,us,calm,0.007496199104934931,-0.026034653186798096,-0.018538450822234154,320.0
AVAX,20250511,us,mid,0.010306427255272865,-0.04525989666581154,-0.034953467547893524,476.0
AVAX,20250520,asia,calm,0.008144484832882881,-0.0300770066678524,-0.02193252183496952,344.0
AVAX,20250520,asia,mid,0.013061720877885818,-0.06886512786149979,-0.05580340325832367,553.0
AVAX,20250520,europe,calm,0.01201491430401802,-0.05213506519794464,-0.04012015461921692,500.0
AVAX,20250520,europe,mid,0.00613557081669569,-0.02197955921292305,-0.015843991190195084,245.0
AVAX,20250520,us,calm,0.009288528002798557,-0.039893317967653275,-0.030604790896177292,398.0
AVAX,20250520,us,mid,0.018512781709432602,-0.10653287917375565,-0.08802009373903275,769.0
AVAX,20250601,asia,calm,0.008992703631520271,-0.038144584745168686,-0.029151882976293564,356.0
AVAX,20250601,asia,mid,0.0003648929705377668,-0.000531561323441565,-0.00016666832379996777,15.0
AVAX,20250601,europe,calm,0.012321285903453827,-0.07522885501384735,-0.06290756911039352,486.0
AVAX,20250601,europe,mid,0.002015806967392564,-0.011644449084997177,-0.009628642350435257,78.0
AVAX,20250601,us,calm,0.011795313097536564,-0.03491094708442688,-0.02311563491821289,463.0
AVAX,20250601,us,mid,0.0020597500260919333,-0.003974795341491699,-0.001915044616907835,78.0
AVAX,20250607,asia,calm,0.011090263724327087,-0.03501718491315842,-0.02392691932618618,430.0
AVAX,20250607,asia,mid,0.0018729738658294082,-0.012419924139976501,-0.010546949692070484,75.0
AVAX,20250607,europe,calm,0.012467064894735813,-0.06709856539964676,-0.05463150143623352,494.0
AVAX,20250607,europe,mid,0.011769687756896019,-0.027020569890737534,-0.015250880271196365,457.0
AVAX,20250607,us,calm,0.009504450485110283,-0.02851145714521408,-0.01900700479745865,373.0
